,Unnamed: 0,market_ids,clustering_ids,firm_ids,shares,prices,sales,size,weight,engine_size,hp,mpg,vehicle_type,body_type,engine_type,drive_type,plant_country,plant_location,distw,home_mkt,market_year,ppp,ppp_lag1,rer,rer_lag1,xrx,xrx_lag1,product_year,old_model,next_model,subsidy,hpwt,ev,hybrid,brand_region,firm_region,euro_brand,us_brand,suv_d,van_d,truck_d,ln_mpg_icehyb,ln_mpg_ice,ln_mpg_ev,ln_mpg_hyb,log_size_std,log_hp_std,log_hpwt_std,log_weight_std,ln_mpg_std,ln_mpg_ev_std,ln_mpg_hyb_std,luxury_brand,demand_instruments0
382,382,2015,2015_buick_regal,buick,0.000724363,0.319,14261,0.965529105,3.702,2,2.59,2.3,Car,sedan,ICE,FWD,Canada,Canada,2079.297,0,2015,0.975928577,1.113701013,1.248004,1.230358,0.763167896,1.008104914,2015,0,0,0,0.6996218260399784,0,0,US,US,0,1,0,0,0,0.8329091229351039,0.8329091229351039,0,0,-0.395591204,0.070771629,0.34557042531142296,-0.28678601,-0.030395322,-0.251869648,-0.353873595,0,1.230358
383,383,2015,2015_buick_verano,buick,0.001203953,0.2502,23703,0.911837442,3.42,2.4,1.8,2.5,Car,sedan,ICE,FWD,United States,Michigan,1853.802,1,2015,1,1,1,1,1,1,2015,0,0,0,0.5263157894736842,0,0,US,US,0,1,0,0,0,0.9162907318741551,0.9162907318741551,0,0,-0.775058917,-0.884743619,-0.786827192,-0.666058139,0.2147236362941152,-0.251869648,-0.353873595,0,1
384,384,2015,2015_cadillac_ats,cadillac,0.000818381,0.44935,16112,0.902574942,3.461,2,2.72,2.3,Car,sedan,ICE,RWD,United States,Michigan,1853.802,1,2015,1,1,1,1,1,1,2015,0,0,0,0.7859000288933835,0,0,US,US,0,1,0,0,0,0.8329091229351039,0.8329091229351039,0,0,-0.842775426,0.1993759454309912,0.8082137609875766,-0.609013595,-0.030395322,-0.251869648,-0.353873595,1,1
385,385,2015,2015_cadillac_cts,cadillac,0.000450384,0.5737,8867,1.096972152,3.834,2,2.72,2.2,Car,sedan,ICE,RWD,United States,Michigan,1853.802,1,2015,1,1,1,1,1,1,2015,0,0,0,0.7094418362023996,0,0,US,US,0,1,0,0,0,0.7884573603642703,0.7884573603642703,0,0,0.4509166538795538,0.1993759454309912,0.4010232381833043,-0.119077873,-0.161071257,-0.251869648,-0.353873595,1,1
387,387,2015,2015_cadillac_escalade,cadillac,0.001339418,0.7957,26370,1.1398575659380001,5.84,6.2,4.2,1.7,SUV,suv,ICE,4X4,United States,Texas,1853.802,1,2015,1,1,1,1,1,1,2015,0,0,0,0.7191780821917809,0,0,US,US,0,1,1,0,0,0.5306282510621704,0.5306282510621704,0,0,0.7052647556265587,1.3402359936402448,0.4552503892457581,1.8953200712349223,-0.919017804,-0.251869648,-0.353873595,1,1
388,388,2015,2015_cadillac_srx,cadillac,0.002368541,0.460825,46631,0.993788825,4.277,3.6,3.08,1.9,SUV,suv,ICE,FWD,Mexico,Mexico,2468.405,0,2015,0.5253505,0.605254712,8.325894819,8.045317997,0.033148767,0.045533721,2015,0,0,0,0.7201309328968903,0,0,US,US,0,1,1,0,0,0.6418538861723947,0.6418538861723947,0,0,-0.204257419,0.5257781452545104,0.46051790817654004,0.40432776320947195,-0.59204508,-0.251869648,-0.353873595,1,8.045317997
389,389,2015,2015_cadillac_xts,cadillac,0.000604745,0.55785,11906,1.022624935,4.1105,3.6,3.04,2.05,Car,sedan,ICE,AWD,Canada,Canada,2079.297,0,2015,0.975928577,1.113701013,1.248004,1.230358,0.763167896,1.008104914,2015,0,0,0,0.7395693954506751,0,0,US,US,0,1,0,0,0,0.7178397931503168,0.7178397931503168,0,0,-0.014549607,0.4914512381004214,0.566482095,0.21425695008201073,-0.368667448,-0.251869648,-0.353873595,1,1.230358
390,390,2015,2015_chevrolet_camaro,chevrolet,0.00358463,0.35105,70573,0.999326325,3.935,6.2,4,1.9,Car,coupe,ICE,RWD,Canada,Canada,2079.297,0,2015,0.975928577,1.113701013,1.248004,1.230358,0.763167896,1.008104914,2015,0,0,0,1.0165184243964422,0,0,US,US,0,1,0,0,0,0.6418538861723947,0.6418538861723947,0,0,-0.167403724,1.2121144372647354,1.831884960914073,0.005390036,-0.59204508,-0.251869648,-0.353873595,0,1.230358
392,392,2015,2015_chevrolet_cityexpress,chevrolet,0.000459526,0.22735,9047,0.8810436936132001,3.2515,2,1.31,2.5,Van,mini-van,ICE,FWD,Mexico,Mexico,2468.405,0,2015,0.5253505,0.605254712,8.325894819,8.045317997,0.033148767,0.045533721,2015,0,0,0,0.4028909733968937,0,0,US,US,0,1,0,1,0,0.9162907318741551,0.9162907318741551,0,0,-1.002910664,-1.719170925,-1.849988658,-0.907907786,0.2147236362941152,-0.251869648,-0.353873595,0,8.045317997
393,393,2015,2015_chevrolet_colorado,chevrolet,0.002879976,0.2711,56700,1.2392728373531998,4.01,3.6,3.05,2.1,Truck,pickup,ICE,4X2,United States,Missouri,1853.802,1,2015,1,1,1,1,1,1,2015,0,0,0,0.7605985037406484,0,0,US,US,0,1,0,0,1,0.7419373447293773,0.7419373447293773,0,0,1.2598731243651766,0.5000751243527717,0.6780256968095545,0.09576683,-0.297827286,-0.251869648,-0.353873595,0,1
394,394,2015,2015_chevrolet_corvette,chevrolet,0.001140562,0.6816,22455,0.9078409141204001,3.362,6.2,4.55,2,Car,coupe,ICE,RWD,United States,Kentucky,1853.802,1,2015,1,1,1,1,1,1,2015,0,0,0,1.3533610945865555,0,0,US,US,0,1,0,0,0,0.6931471805599453,0.6931471805599453,0,0,-0.804192069,1.5504258230499286,2.970525322,-0.747934299,-0.441256926,-0.251869648,-0.353873595,0,1
395,395,2015,2015_chevrolet_cruze,chevrolet,0.00742074,0.189675,146097,0.8886596653480001,3.097,1.6,1.38,2.95,Car,sedan,ICE,FWD,United States,Ohio,1853.802,1,2015,1,1,1,1,1,1,2015,0,0,0,0.4455925088795608,0,0,US,US,0,1,0,0,0,1.0818051703517284,1.0818051703517284,0,0,-0.945825122,-1.582472428,-1.449212027,-1.140942056,0.7012904846380549,-0.251869648,-0.353873595,0,1
396,396,2015,2015_chevrolet_equinox,chevrolet,0.01142665,0.2817,224964,0.945520773,3.829,2.4,1.82,2.3,SUV,suv,ICE,FWD,Canada,Canada,2079.297,0,2015,0.975928577,1.113701013,1.248004,1.230358,0.763167896,1.008104914,2015,0,0,0,0.4753199268738574,0,0,US,US,0,1,1,0,0,0.8329091229351039,0.8329091229351039,0,0,-0.534475561,-0.85572707,-1.192276005,-0.125324534,-0.030395322,-0.251869648,-0.353873595,0,1.230358
397,397,2015,2015_chevrolet_express,chevrolet,0.001978601,0.3376,38954,1.232549921,5.873,6,2.85,1.2,Van,full-size,ICE,RWD,United States,Missouri,1853.802,1,2015,1,1,1,1,1,1,2015,0,0,0,0.485271582,0,0,US,US,0,1,0,1,0,0.1823215567939546,0.1823215567939546,0,0,1.2237953247643825,0.32197495297039835,-1.109841823,1.9222927212836418,-1.942943523,-0.251869648,-0.353873595,0,1
398,398,2015,2015_chevrolet_impala,chevrolet,0.003061766,0.30285,60279,1.1770457580024003,3.8,3.6,2.6,2.2,Car,sedan,ICE,FWD,Canada,Canada,2079.297,0,2015,0.975928577,1.113701013,1.248004,1.230358,0.763167896,1.008104914,2015,0,0,0,0.6842105263157895,0,0,US,US,0,1,0,0,0,0.7884573603642703,0.7884573603642703,0,0,0.9181928903815514,0.080890991,0.25695507264078654,-0.161716804,-0.161071257,-0.251869648,-0.353873595,0,1.230358
