year,division,income,weights
2014,Pacific,83475.12761,0.000661715
2014,Pacific,33029.72675,0.000661715
2014,Pacific,83274.94745,0.000661715
2014,Pacific,10509.45851,0.000661715
2014,Pacific,48043.23892,0.000661715
2014,Pacific,79571.61445,0.000661715
2014,Pacific,176258.6328,0.000661715
2014,Pacific,141427.2846,0.000661715
2014,Pacific,48643.7794,0.000661715
2014,Pacific,62556.30067,0.000661715
2014,Pacific,16014.41297,0.000661715
2014,Pacific,48643.7794,0.000661715
2014,Pacific,110099.0892,0.000661715
2014,Pacific,108097.2876,0.000661715
2014,Pacific,22620.35832,0.000661715
2014,Pacific,33029.72675,0.000661715
2014,Pacific,104694.2248,0.000661715
2014,Pacific,8507.656891,0.000661715
2014,Pacific,176258.6328,0.000661715
2014,Pacific,72064.85837,0.000661715
2014,Pacific,146201.5814,0.000661715
2014,Pacific,37533.7804,0.000661715
2014,Pacific,17615.85427,0.000661715
2014,Pacific,66249.62466,0.000661715
2014,Pacific,89080.17215,0.000661715
2014,Pacific,18516.665,0.000661715
2014,Pacific,40036.03243,0.000661715
2014,Pacific,89080.17215,0.000661715
2014,Pacific,176258.6328,0.000661715
2014,Pacific,55099.58963,0.000661715
2014,Pacific,87078.37053,0.000661715
2014,Pacific,53047.74297,0.000661715
2014,Pacific,30027.02432,0.000661715
2014,Pacific,108097.2876,0.000661715
2014,Pacific,245220.6986,0.000661715
2014,Pacific,809728.7559,0.000661715
2014,Pacific,162246.0214,0.000661715
2014,Pacific,183264.9384,0.000661715
2014,Pacific,136122.5103,0.000661715
2014,Pacific,31628.46562,0.000661715
2014,Pacific,144980.4824,0.000661715
2014,Pacific,120808.7279,0.000661715
2014,Pacific,108097.2876,0.000661715
2014,Pacific,109098.1884,0.000661715
2014,Pacific,10509.45851,0.000661715
2014,Pacific,23320.98889,0.000661715
2014,Pacific,125412.8716,0.000661715
2014,Pacific,7006.305675,0.000661715
2014,Pacific,8307.476729,0.000661715
2014,Pacific,61255.12962,0.000661715
2014,Pacific,33029.72675,0.000661715
2014,Pacific,11510.35932,0.000661715
2014,Pacific,240820.7387,0.000661715
2014,Pacific,286257.6319,0.000661715
2014,Pacific,40036.03243,0.000661715
2014,Pacific,109098.1884,0.000661715
2014,Pacific,144229.8068,0.000661715
2014,Pacific,197577.82,0.000661715
2014,Pacific,53047.74297,0.000661715
2014,Pacific,55449.90491,0.000661715
2014,Pacific,7006.305675,0.000661715
2014,Pacific,146201.5814,0.000661715
2014,Pacific,90081.07297,0.000661715
2014,Pacific,245220.6986,0.000661715
2014,Pacific,134120.7086,0.000661715
2014,Pacific,132118.907,0.000661715
2014,Pacific,125412.8716,0.000661715
2014,Pacific,51045.94135,0.000661715
2014,Pacific,197577.82,0.000661715
2014,Pacific,109098.1884,0.000661715
2014,Pacific,105094.5851,0.000661715
2014,Pacific,34030.62756,0.000661715
2014,Pacific,31728.5557,0.000661715
2014,Pacific,18516.665,0.000661715
2014,Pacific,20018.01621,0.000661715
2014,Pacific,198178.3605,0.000661715
2014,Pacific,109098.1884,0.000661715
2014,Pacific,125412.8716,0.000661715
2014,Pacific,55449.90491,0.000661715
2014,Pacific,34030.62756,0.000661715
2014,Pacific,197577.82,0.000661715
2014,Pacific,89080.17215,0.000661715
2014,Pacific,9308.37754,0.000661715
2014,Pacific,52046.84216,0.000661715
2014,Pacific,300270.2432,0.000661715
