product_ids,market_ids,market_year,firm_ids,prices,subsidy,costs,markups,shares,sales,size,weight,engine_size,hp,hpwt,mpg,vehicle_type,body_type,engine_type,drive_type,ev,hybrid,distw,home_mkt,ppp,ppp_lag1,rer,rer_lag1,xrx,xrx_lag1,product_year,old_model,next_model,plant_country,plant_location,owner_ids,pricer_ids
2016_ford_transitconnect,2016,2016,ford,,,0.18655538398691746,0.2193518819336717,0.000701852,33348,1.0156242405556,3.618,2.5,1.69,0.4671088999447208,2.3,Van,mini-van,ICE,FWD,0,0,7437.157,0,0.711344644,0.737340106,0.642644,0.664562,0.787389601,0.818088353,2016,0,0,Spain,Valencia,ford,ford
2016_gmc_acadia,2016,2016,gmc,,,0.3377678637149017,0.1424797083174481,0.001126251,53513,1.1002165962528003,4.656,3.6,2.81,0.6035223367697595,1.8,SUV,suv,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Michigan,generalmotors,generalmotors
2016_gmc_canyon,2016,2016,gmc,,,0.24622900115278135,0.22152412116894937,0.000723109,34358,1.2375249207984,4.123,2.8,2.0,0.4850836769342711,2.1,Truck,pickup,ICE,4X2,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Missouri,generalmotors,generalmotors
2016_gmc_savana,2016,2016,gmc,,,0.27689562297102843,0.17933524285125405,0.000324248,15370,1.3425499140768002,5.565,6.0,2.85,0.5121293800539083,1.2,Van,full-size,ICE,RWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Missouri,generalmotors,generalmotors
2016_gmc_sierra,2016,2016,gmc,,,0.33710594870116384,0.16783932558966544,0.003529634,167708,1.3277776928,6.199,6.0,3.6,0.5807388288433618,1.8,Truck,pickup,ICE,4X2,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Indiana,generalmotors,generalmotors
2016_gmc_terrain,2016,2016,gmc,,,0.25404853450955084,0.1652682064164874,0.001336377,63497,0.937805495536,3.904,2.4,1.82,0.4661885245901639,2.3,SUV,suv,ICE,FWD,0,0,2079.297,0,0.910554611,0.975928577,1.207045,1.248004,0.686892121,0.763167896,2016,0,0,Canada,Canada,generalmotors,generalmotors
2016_gmc_yukon,2016,2016,gmc,,,0.44395053938117884,0.12390106883096788,0.000897162,42628,1.139857565938,5.482,5.3,3.55,0.6475738781466618,1.7,SUV,suv,ICE,4X2,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Texas,generalmotors,generalmotors
2016_gmc_yukonxl,2016,2016,gmc,,,0.4695750672718289,0.11965369705364963,0.000628422,29859,1.2538992253060002,5.749,5.3,3.55,0.6174986954252913,1.7,SUV,suv,ICE,4X2,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Texas,generalmotors,generalmotors
2016_honda_accord,2016,2016,honda,,,0.21441714737400852,0.1913173612194476,0.005368891,255099,0.97319438216,3.342,2.4,1.85,0.5535607420706165,3.0,Car,sedan,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Ohio,honda,honda
2016_honda_civic,2016,2016,honda,,,0.1677266464334377,0.23491095240690282,0.006715055,319061,0.8963082759696,2.888,1.5,1.74,0.6024930747922438,3.5,Car,sedan,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Indiana,honda,honda
2016_honda_crv,2016,2016,honda,,,0.21943638810266167,0.18885174690723988,0.006903167,327999,0.8920166095776001,3.472,2.4,1.85,0.5328341013824885,2.9,SUV,suv,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Ohio,honda,honda
2016_honda_crzhybrid,2016,2016,honda,,,0.171856603371697,0.21394759060306445,2.4516386045921193e-05,1159,0.7682464786100001,2.685,1.5,1.3,0.4841713221601489,3.4,Car,hatchback,Hybrid,FWD,0,1,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,honda,honda
2016_honda_fit,2016,2016,honda,,,0.135638039131785,0.2615323851796341,0.001124736,53441,0.7444443968000001,2.63,1.5,1.3,0.4942965779467681,3.5,Car,hatchback,ICE,FWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,honda,honda
2016_honda_hrv,2016,2016,honda,,,0.16269721237909537,0.2270388421845912,0.001558079,74031,0.8196652253191999,2.933,1.8,1.41,0.4807364473235595,2.9,Car,wagon,ICE,FWD,0,0,2468.405,0,0.45252983,0.5253505,8.446043143,8.325894819,0.024246057,0.033148767,2016,0,0,Mexico,Mexico,honda,honda
2016_honda_odyssey,2016,2016,honda,,,0.3045177139092841,0.14814262828180488,0.002549128,121120,1.289260334154,4.528,3.5,2.48,0.5477031802120141,2.2,Van,mini-van,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Alabama,honda,honda
2016_honda_pilot,2016,2016,honda,,,0.31876697203512644,0.1335337616820834,0.002509603,119242,1.061645765388,4.18,3.5,2.8,0.6698564593301436,2.2,SUV,suv,ICE,AWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Alabama,honda,honda
2016_hyundai_accent,2016,2016,hyundai,,,0.11022465885933495,0.291077118308043,0.001261663,59947,0.7526249518320001,2.489,1.6,1.37,0.5504218561671355,3.1,Car,sedan,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_azera,2016,2016,hyundai,,,0.31468133695547534,0.13170396439781315,7.909358940532703e-05,3751,0.9846416036496,3.7775,3.3,2.93,0.7756452680344144,2.3,Car,sedan,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_elantra,2016,2016,hyundai,,,0.15116143840635637,0.23366771284850069,0.001089609,51772,0.8693811943596,2.818,1.8,1.45,0.5145493257629524,3.1,Car,sedan,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_elantragt,2016,2016,hyundai,,,0.14430332192592918,0.24285001929520725,0.000345959,16438,0.8241617528092,2.8775,2.0,1.73,0.6012163336229366,2.7,Car,hatchback,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_equus,2016,2016,hyundai,,,0.5876332902816841,0.08626228568067572,3.275646920807571e-05,1515,1.0493499328416,4.5845,5.0,4.29,0.9357618060857236,1.8,Car,sedan,ICE,RWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_genesis,2016,2016,hyundai,,,0.35785337304971987,0.12149536330581254,0.00030334,14413,1.015249935024,4.295,3.8,3.11,0.7240977881257276,1.9,Car,sedan,ICE,RWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_genesiscoupe,2016,2016,hyundai,,,0.24026820775105726,0.1617241085067303,7.070448421619383e-05,3335,0.9292235516408002,3.538,3.8,3.48,0.9836065573770492,1.9,Car,coupe,ICE,RWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_santafe,2016,2016,hyundai,,,0.272260124268376,0.14243715397613244,0.000186975,8884,0.9950013252088,3.933,3.3,2.9,0.737350622934147,2.1,SUV,suv,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_santafesport,2016,2016,hyundai,,,0.2179003590531598,0.1735633277927469,0.000506942,24087,0.948638828176,3.569,2.4,1.9,0.5323620061641916,2.2,SUV,suv,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Georgia,hyundai,hyundai
2016_hyundai_sonata,2016,2016,hyundai,,,0.18628990335387302,0.19937186875491006,0.002752794,130797,0.9740791043256,3.2805,2.4,1.85,0.5639384240207286,2.95,Car,sedan,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Alabama,hyundai,hyundai
2016_hyundai_sonatahybrid,2016,2016,hyundai,0.04919,4919.0,0.30483947927491895,0.15656227621043142,0.000296248,14076,0.9740791043256,3.7985,2.0,2.02,0.5317888640252731,4.1,Car,sedan,Hybrid,FWD,0,1,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_tucson,2016,2016,hyundai,,,0.19406593517800141,0.18624237667694493,0.00151506,71987,0.8907888318784001,3.369,1.6,1.75,0.5194419709112496,2.6,SUV,suv,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_hyundai_veloster,2016,2016,hyundai,,,0.16753140979908263,0.21457379372206922,0.000538996,25610,0.8260436971332001,2.877,1.6,2.01,0.6986444212721584,2.9,Car,coupe,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_infiniti_q50,2016,2016,infiniti,,,0.3454025020794423,0.1233717150312422,0.000423427,19967,0.9388846621336,3.822,3.0,3.0,0.7849293563579278,2.3,Car,sedan,ICE,RWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,nissan,nissan
2016_infiniti_q70,2016,2016,infiniti,,,0.46255307398751033,0.09921504561326412,4.705712515238627e-05,2227,0.9886707700584,4.049,3.7,3.3,0.8150160533465052,2.0,Car,sedan,ICE,RWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,nissan,nissan
2016_infiniti_q70l,2016,2016,infiniti,,,0.47667018175462395,0.09774956711013942,4.338734438091414e-05,2047,1.018416601488,4.129,3.7,3.3,0.7992249939452652,1.85,Car,sedan,ICE,RWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,nissan,nissan
2016_infiniti_qx50,2016,2016,infiniti,,,0.2988947507119706,0.13889550892038155,0.000286998,13608,0.921027718832,3.9375,3.7,3.25,0.8253968253968254,2.0,Car,wagon,ICE,AWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,nissan,nissan
2016_infiniti_qx60,2016,2016,infiniti,,,0.3822637813011866,0.1101090496527834,0.000526558,25019,1.0529221548352,4.447,3.5,2.65,0.5959073532718686,2.25,SUV,suv,ICE,AWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Tennessee,nissan,nissan
2016_infiniti_qx70,2016,2016,infiniti,,,0.4125808573446096,0.10294492773953173,9.060662445147388e-05,4288,1.0083103521348002,4.265,3.7,3.25,0.7620164126611958,1.85,SUV,suv,ICE,AWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,nissan,nissan
2016_infiniti_qx80,2016,2016,infiniti,,,0.6051795549695489,0.0763525911721298,0.000284272,13507,1.1591047869284,5.888,5.6,4.0,0.6793478260869565,1.5,SUV,suv,ICE,AWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,nissan,nissan
2016_jaguar_ftype,2016,2016,jaguar,,,0.7246268772087573,0.06878252609721605,6.600121225032674e-05,3136,0.982666603776,3.514,3.0,3.8,1.0813887307911212,1.9,Car,coupe,ICE,RWD,0,0,6878.493,0,0.929747445,1.057779822,0.688603001,0.692365,1.255339159,1.616052445,2016,0,0,Great Britain,England,tatamotors,tatamotors
2016_jaguar_xf,2016,2016,jaguar,,,0.5399536113557963,0.08179938324473308,0.000114894,5433,1.1156221508224,3.77,3.0,3.4,0.9018567639257294,2.4,Car,sedan,ICE,RWD,0,0,6878.493,0,0.929747445,1.057779822,0.688603001,0.692365,1.255339159,1.616052445,2016,0,0,Great Britain,England,tatamotors,tatamotors
2016_jaguar_xj,2016,2016,jaguar,,,0.6987793790592987,0.07074893268400555,2.3837024643972974e-05,1081,1.1629027033520003,4.0015,3.0,3.4,0.8496813694864426,2.05,Car,sedan,ICE,AWD,0,0,6878.493,0,0.929747445,1.057779822,0.688603001,0.692365,1.255339159,1.616052445,2016,0,0,Great Britain,England,tatamotors,tatamotors
2016_jaguar_xjl,2016,2016,jaguar,,,0.7832837157913447,0.06627580970627572,3.740754822560217e-05,1754,1.1911117293244002,4.0235,3.0,3.4,0.8450354169255623,2.05,Car,sedan,ICE,AWD,0,0,6878.493,0,0.929747445,1.057779822,0.688603001,0.692365,1.255339159,1.616052445,2016,0,0,Great Britain,England,tatamotors,tatamotors
2016_jeep_cherokee,2016,2016,jeep,,,0.22702219656870515,0.181573886458054,0.003703308,175960,0.925166607456,3.953,2.8,2.255,0.57045282064255,2.4,SUV,suv,ICE,4X4,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,United States,stellantis,stellantis_a
2016_jeep_compass,2016,2016,jeep,,,0.16707004707898154,0.22454516866332977,0.00155086,73688,0.8682041111015999,3.171,2.4,1.72,0.5424156417533901,2.35,SUV,suv,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Illinois,stellantis,stellantis_a
2016_jeep_grandcherokee,2016,2016,jeep,,,0.3770380327981734,0.12798751585701912,0.002314525,109973,1.1177110395776,4.875,3.6,2.95,0.6051282051282052,2.2,SUV,suv,ICE,4X4,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Michigan,stellantis,stellantis_a
2016_jeep_patriot,2016,2016,jeep,,,0.1642845673459194,0.22648323221522357,0.002159372,102601,0.8352055021023999,3.136,2.4,1.72,0.548469387755102,2.4,SUV,suv,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Illinois,stellantis,stellantis_a
2016_jeep_renegade,2016,2016,jeep,,,0.18288595273430203,0.20769640717856644,0.001570559,74624,0.9209277188384,3.044,1.4,1.6,0.5256241787122208,2.5,SUV,suv,ICE,FWD,0,0,8284.006,0,0.775434334,0.819369722,0.700544,0.738495,0.858330678,0.909101269,2016,0,0,Italy,Italy,stellantis,stellantis_a
2016_jeep_wrangler,2016,2016,jeep,,,0.24301721768868098,0.17955197520216712,0.000657276,31230,0.8408964739604001,3.8555,3.6,2.85,0.7392037349241344,1.8,SUV,suv,ICE,4X4,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Ohio,stellantis,stellantis_a
2016_jeep_wranglerunlimited,2016,2016,jeep,,,0.27985048582239935,0.16143542808743874,0.002841062,134991,1.0631749319568,4.269,3.6,2.85,0.6676036542515812,1.8,SUV,suv,ICE,4X4,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Ohio,stellantis,stellantis_a
2016_kia_cadenza,2016,2016,kia,,,0.3075624034422446,0.13460517235553063,6.050812666444177e-05,2875,0.9893721589024,3.67,3.3,2.93,0.7983651226158038,2.2,Car,sedan,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_kia_forte,2016,2016,kia,,,0.12898085232151063,0.2620705008032166,0.001660806,78912,0.8738159162980002,2.844,1.8,1.45,0.5098452883263009,3.0,Car,sedan,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_kia_optima,2016,2016,kia,,,0.1915956867925178,0.1962678182280278,0.001845971,87710,0.9714249378288,3.224,2.4,1.85,0.5738213399503722,2.8,Car,sedan,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Georgia,hyundai,hyundai
2016_kia_optimahybrid,2016,2016,kia,,,0.23170043929613063,0.19356124334337102,8.24604338857512e-05,3870,0.953499938976,3.559,2.4,1.99,0.559145827479629,3.75,Car,sedan,Hybrid,FWD,0,1,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_kia_rio,2016,2016,kia,,,0.10686892085406191,0.29703350425237685,0.000459714,21843,0.808638837136,2.729,1.6,1.38,0.5056797361670942,3.1,Car,sedan,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_kia_sedona,2016,2016,kia,,,0.27767239661795146,0.1401001922824223,0.000677628,32197,1.2489596422888,4.539,3.3,2.76,0.6080634500991408,2.0,Van,mini-van,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,South Korea,hyundai,hyundai
2016_kia_sorento,2016,2016,kia,,,0.2753599450464147,0.14201380303729313,0.001552965,73788,0.9682332713664,3.968,2.85,2.65,0.6678427419354839,2.15,SUV,suv,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Georgia,hyundai,hyundai
2016_kia_soul,2016,2016,kia,,,0.12476126171550159,0.2739050677479075,0.002736062,130002,0.8025485597480001,2.784,1.6,1.3,0.4669540229885058,2.6,Car,wagon,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,Korea,hyundai,hyundai
2016_kia_soulev,2016,2016,kia,0.075,7500.0,0.28437098002205274,0.15178022761780455,4.4626551055612494e-05,1585,0.8025485597480001,3.289,0.0,1.09,0.3314077227120705,10.5,Car,wagon,Electric,FWD,1,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,Korea,hyundai,hyundai
2016_kia_sportage,2016,2016,kia,,,0.20470665005833943,0.18225690923907653,0.000619772,29448,0.8861388321760001,3.426,2.4,1.82,0.5312317571511967,2.2,SUV,suv,ICE,FWD,0,0,10682.86,0,0.739863657,0.758093753,858.8096875,857.3680252,0.000637392,0.000670314,2016,0,0,Korea,Korea,hyundai,hyundai
2016_landrover_discoverysport,2016,2016,landrover,,,0.36958795447426895,0.10793401723737847,0.000237634,11291,1.0741610423648,3.957,2.0,2.4,0.6065200909780136,2.2,SUV,suv,ICE,AWD,0,0,6878.493,0,0.929747445,1.057779822,0.688603001,0.692365,1.255339159,1.616052445,2016,0,0,Great Britain,England,tatamotors,tatamotors
2016_landrover_lr4,2016,2016,landrover,,,0.45053662300466985,0.09476266205506609,0.000237234,11272,1.1432402046104,5.655,3.0,3.4,0.601237842617153,1.6,SUV,suv,ICE,AWD,0,0,6878.493,0,0.929747445,1.057779822,0.688603001,0.692365,1.255339159,1.616052445,2016,0,0,Great Britain,England,tatamotors,tatamotors
2016_landrover_rangerover,2016,2016,landrover,,,0.8598676525378252,0.06067739661976934,0.000313337,14888,1.1944665902208005,4.883,3.0,3.8,0.7782101167315175,1.9,SUV,suv,ICE,AWD,0,0,6878.493,0,0.929747445,1.057779822,0.688603001,0.692365,1.255339159,1.616052445,2016,0,0,Great Britain,England,tatamotors,tatamotors
2016_landrover_rangeroverevoque,2016,2016,landrover,,,0.4062435292891414,0.09931942527332668,0.000185713,8824,0.983027714864,3.655,2.0,2.4,0.6566347469220246,2.4,SUV,suv,ICE,AWD,0,0,6878.493,0,0.929747445,1.057779822,0.688603001,0.692365,1.255339159,1.616052445,2016,0,0,Great Britain,England,tatamotors,tatamotors
2016_landrover_rangeroversport,2016,2016,landrover,,,0.6554348228496343,0.0710546308237864,0.000425598,20222,1.1604777035072005,4.661,3.0,3.4,0.7294571980261747,1.9,SUV,suv,ICE,AWD,0,0,6878.493,0,0.929747445,1.057779822,0.688603001,0.692365,1.255339159,1.616052445,2016,0,0,Great Britain,England,tatamotors,tatamotors
2016_lexus_cthybrid,2016,2016,lexus,,,0.22953909950808069,0.2561770951533802,0.000164889,7776,0.826277724896,3.13,1.8,1.34,0.4281150159744409,4.2,Car,hatchback,Hybrid,FWD,0,1,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_es,2016,2016,lexus,,,0.321720186792082,0.14490132737874334,0.000967435,45967,0.9624728550684,3.571,3.5,2.68,0.7504900588070569,2.4,Car,sedan,ICE,FWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Kentucky,toyota,toyota
2016_lexus_eshybrid,2016,2016,lexus,,,0.32723861428019685,0.1921480368840574,0.000155945,7390,0.9624728550684,3.66,2.5,2.0,0.5464480874316939,4.0,Car,sedan,Hybrid,FWD,0,1,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_gs,2016,2016,lexus,,,0.4377720830626812,0.1133729961957529,0.000232642,11033,0.9658360492976,3.805,3.5,3.11,0.8173455978975033,2.3,Car,sedan,ICE,RWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_gsf,2016,2016,lexus,,,0.772373840600115,0.07372012698286715,2.323462237895429e-05,1076,1.103218679394,4.034,5.0,4.67,1.1576598909271196,1.9,Car,sedan,ICE,RWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_gx,2016,2016,lexus,,,0.44446751428332687,0.11363984754289391,0.000435553,20695,0.9898485477608,5.13,4.6,3.01,0.5867446393762183,1.7,SUV,suv,ICE,AWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_is,2016,2016,lexus,,,0.3355074952543995,0.14419540144826534,0.000746997,35493,1.0180041015144,3.593,3.5,2.55,0.7097133314778736,2.2,Car,sedan,ICE,RWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_ls,2016,2016,lexus,,,0.6837580370986667,0.08247107635447677,9.87629110742045e-05,4674,1.0249999344,4.277,4.6,3.86,0.9025017535655832,1.9,Car,sedan,ICE,RWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_lx,2016,2016,lexus,,,0.8126906521101042,0.07405729559182883,8.679496151796794e-05,4124,1.080083264208,6.0,5.7,3.83,0.6383333333333333,1.5,SUV,suv,ICE,AWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_nx,2016,2016,lexus,,,0.3049095956497129,0.1509165108460477,0.000920734,43748,1.0621506264668,3.94,2.0,2.35,0.5964467005076143,2.5,Car,wagon,ICE,FWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_nxhybrid,2016,2016,lexus,,,0.3143752643059284,0.19850277422187035,4.5983160118240407e-05,2146,1.0621506264668,4.055,2.5,1.94,0.4784217016029593,3.3,Car,wagon,Hybrid,FWD,0,1,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_rc,2016,2016,lexus,,,0.363484176849406,0.13615291613621652,0.000176158,8370,1.045916599728,3.748,3.5,2.55,0.6803628601921023,2.2,Car,coupe,ICE,RWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_rx,2016,2016,lexus,,,0.37343507389676234,0.12664641984908911,0.001633214,77601,0.9972568806199998,4.387,3.5,2.95,0.672441303852291,2.2,SUV,suv,ICE,AWD,0,0,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lexus_rxhybrid,2016,2016,lexus,,,0.466245859822404,0.11970223507021145,0.000142631,6777,0.9972568806199998,4.74,3.5,3.08,0.6497890295358649,3.0,SUV,suv,Hybrid,AWD,0,1,10286.19,0,0.969911657,0.854645559,105.5195019,103.449739,0.008915211,0.007060617,2016,0,0,Japan,Japan,toyota,toyota
2016_lincoln_mkc,2016,2016,lincoln,,,0.37751232387294453,0.11001987907964594,0.000251167,11934,1.0465777107968,3.957,2.0,2.4,0.6065200909780136,2.2,SUV,suv,ICE,AWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Kentucky,ford,lincoln
2016_lincoln_mks,2016,2016,lincoln,,,0.35772453943535226,0.11656456964584813,5.9767726228973705e-05,2823,1.220749921872,4.391,3.7,3.05,0.6946025962195399,1.9,Car,sedan,ICE,AWD,0,0,1853.802,1,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,0,United States,Illinois,ford,lincoln
2016_lincoln_mkt,2016,2016,lincoln,,,0.3908367046005086,0.1079416133022809,4.342516144374105e-05,2059,1.2355082542608,4.822,3.6,3.34,0.6926586478639568,1.8,Car,wagon,ICE,AWD,0,0,2079.297,0,0.910554611,0.975928577,1.207045,1.248004,0.686892121,0.763167896,2016,0,0,Canada,Canada,ford,lincoln
2016_lincoln_mkx,2016,2016,lincoln,,,0.3887613605445336,0.1061814269862719,0.000634736,30159,1.13604159396,4.251,3.7,3.0,0.7057163020465772,2.0,SUV,suv,ICE,FWD,0,0,2079.297,0,0.910554611,0.975928577,1.207045,1.248004,0.686892121,0.763167896,2016,0,0,Canada,Canada,ford,lincoln
2016_lincoln_mkz,2016,2016,lincoln,,,0.3337844696600259,0.11930800005252318,0.000242517,11523,1.1228145114732002,3.719,2.0,2.4,0.6453347674105943,2.5,Car,sedan,ICE,FWD,0,0,2468.405,0,0.45252983,0.5253505,8.446043143,8.325894819,0.024246057,0.033148767,2016,0,0,Mexico,Mexico,ford,lincoln
2016_lincoln_mkzhybrid,2016,2016,lincoln,,,0.3404925349363247,0.14647548220596163,9.773904007988436e-05,4644,1.1228145114732002,3.828,2.0,1.88,0.4911180773249738,4.0,Car,sedan,Hybrid,FWD,0,1,2468.405,0,0.45252983,0.5253505,8.446043143,8.325894819,0.024246057,0.033148767,2016,0,0,Mexico,Mexico,ford,lincoln
