product_ids,market_ids,firm_ids,prices,shares,costs,markups,sales,size,weight,hp,mpg,vehicle_type,engine_type,plant_country
2017_chevrolet_caprice,2017,chevrolet,0.31875581401201153,1.2855447425874026e-05,0.2718001474523999,0.1473092081634697,474,1.0607054876703998,4.043,3.28,1.85,Car,ICE,Australia
2017_chevrolet_cityexpress,2017,chevrolet,0.22201223994284192,9.616245020472871e-05,0.1848741123603133,0.16727964004187343,4615,0.8810436936132001,3.2615,1.31,2.5,Van,ICE,Mexico
2017_chevrolet_colorado,2017,chevrolet,0.29380844558637853,0.00169498,0.23498293976061138,0.20021720515339197,81345,1.2392728373531998,4.167,2,2.15,Truck,ICE,United States
2017_chevrolet_corvette,2017,chevrolet,0.6715483477365144,0.000399798,0.6180302458198703,0.079693595,19187,0.9078409141204001,3.362,4.55,1.9,Car,ICE,United States
2017_chevrolet_cruze,2017,chevrolet,0.20538066099242003,0.003620563,0.16269884995480913,0.20781806247661339,173757,0.8993645257740001,2.892,1.53,3.2,Car,ICE,Mexico
2017_chevrolet_equinox,2017,chevrolet,0.27558139539943355,0.003152191,0.23183249910775527,0.1587512692149183,151279,0.945520773,3.951,1.82,2.3,SUV,ICE,Canada
2017_chevrolet_express,2017,chevrolet,0.3293922889221651,0.001098898,0.2832176368047671,0.14018133900004265,52738,1.3425499140768002,5.627,3.42,1.2,Van,ICE,United States
2017_chevrolet_impala,2017,chevrolet,0.26591187275383943,0.001033408,0.2206310626477429,0.17028502577624274,49595,1.178443675,3.73,3.05,2.2,Car,ICE,United States
2017_chevrolet_malibu,2017,chevrolet,0.22457466344392438,0.002942217,0.18117741290905554,0.19324197070746152,141202,0.98245827,3.097,1.6,3,Car,ICE,United States
2017_chevrolet_malibuhybrid,2017,chevrolet,0.2695379437459372,7.772176365409276e-05,0.22613735477659416,0.1610184761602687,3730,0.98245827,3.457,1.82,4.6,Car,Hybrid,United States
2017_chevrolet_silverado,2017,chevrolet,0.3963537332429046,0.009473762,0.34402381096233636,0.13202833199630284,454662,1.338871442,6.322,3.6,1.8,Truck,ICE,United States
2017_chevrolet_sonic,2017,chevrolet,0.1756952264704459,0.000620961,0.1344817072445782,0.23457392698600332,29801,0.7579402292695999,2.848,1.38,2.8,Car,ICE,United States
2017_chevrolet_spark,2017,chevrolet,0.153987148,0.0004591,0.11497035990662696,0.2533769129307182,22033,0.6240749600591999,2.266,0.98,3.3,Car,ICE,Korea
2017_chevrolet_ss,2017,chevrolet,0.45084149335082774,7.718000337124922e-05,0.4008306530772963,0.11092776732201728,3704,1.014156185,3.997,4.15,1.6,Car,ICE,Australia
2017_chevrolet_suburban,2017,chevrolet,0.5116627907916149,0.000803931,0.4590257894631817,0.10287439750503713,38582,1.2544582530480002,5.808,3.55,1.6,SUV,ICE,United States
2017_chevrolet_tahoe,2017,chevrolet,0.4700838434155601,0.001569938,0.4191245962809855,0.1084045917517867,75344,1.140416594,5.48,3.55,1.8,SUV,ICE,United States
2017_chevrolet_traverse,2017,chevrolet,0.3258629131565232,0.002033518,0.2797452576902365,0.1415247136274597,97592,1.110447846,4.713,2.81,1.8,SUV,ICE,United States
2017_chevrolet_trax,2017,chevrolet,0.22143206858410627,0.001391761,0.17830664231797178,0.194756914,66793,0.813558281,2.805,1.38,2.8,Car,ICE,Korea
2017_chevrolet_volthybrid,2017,chevrolet,0.321221542,0.00041703,0.2757711192718409,0.14149245001208546,20014,0.891977721,3.519,1.49,4.2,Car,Hybrid,United States
2017_chrysler_200,2017,chrysler,0.2580312117976801,0.000195765,0.21619080262478724,0.16215251202129596,9375,0.982866604,3.473,2.95,2.3,Car,ICE,United States
2017_chrysler_300,2017,chrysler,0.3691340269955571,0.000713165,0.32367728738593604,0.12314426816622939,34226,1.0343749338000001,4.013,3,2.1,Car,ICE,Canada
2017_chrysler_pacifica,2017,chrysler,0.312905753,0.002097008,0.26773114102487205,0.14437130471608647,100639,1.278155474,4.33,2.87,2.2,Van,ICE,Canada
2017_chrysler_pacificahybrid,2017,chrysler,0.4060716035017268,4.3268404282779535e-05,0.36006806305706995,0.11328923285437563,2066,1.278155474,4.943,2.6,3.2,Van,Hybrid,Canada
2017_dodge_challenger,2017,dodge,0.36739351291935013,0.000867462,0.32082202829769263,0.12676185883521798,41631,1.179154091,4.19,3.75,1.8,Car,ICE,Canada
2017_dodge_charger,2017,dodge,0.32339718488189667,0.001124507,0.2780621780346909,0.1401836780482858,53967,1.033333267,4.2515,3.7,1.9,Car,ICE,Canada
2017_dodge_durango,2017,dodge,0.4002698899143703,0.001149928,0.35345928106509694,0.11694761466891136,55187,1.194624924,4.913,2.95,2.1,SUV,ICE,United States
2017_dodge_grandcaravan,2017,dodge,0.2774669523153244,0.002340279,0.2324055180340521,0.1624028876421388,112314,1.24637492,4.51,2.83,2,Van,ICE,Canada
2017_dodge_journey,2017,dodge,0.26102876381781437,0.00177664,0.2193409921458965,0.1597056625568437,85264,1.118324928,4.054,2.83,1.9,SUV,ICE,Mexico
2017_dodge_viper,2017,dodge,0.927258874,1.1744305621020764e-05,0.8723198113340311,0.059248894,551,0.9321860514511999,3.392,6.45,1.4,Car,ICE,United States
2017_fiat_124spider,2017,fiat,0.26586352514061146,9.37662027998438e-05,0.22546853378425094,0.1519388240075286,4500,0.7592082847440002,2.436,1.6,2.95,Car,ICE,Japan
2017_fiat_500,2017,fiat,0.178837821,0.000227456,0.14365903380971218,0.19670776158465006,10916,0.712541621,2.366,1.01,2.9,Car,ICE,Mexico
2017_fiat_500l,2017,fiat,0.22235067323543772,2.1904909204532672e-05,0.18338245890462412,0.17525566153582905,1034,0.931767996,3.254,1.6,2.5,Car,ICE,Serbia
2017_fiat_500x,2017,fiat,0.2283941248889341,7.988880478546692e-05,0.18916204515370882,0.17177359423892125,3834,0.9254054963296001,3.095,1.8,2.5,Car,ICE,Italy
2017_ford_cmaxhybrid,2017,ford,0.2482649939256301,0.000286008,0.2035551580827434,0.18008916656320825,13726,0.9897610477663998,3.607,1.88,4,Car,Hybrid,United States
2017_ford_edge,2017,ford,0.3266848225813987,0.002313733,0.27810075753664854,0.14871846405611533,111040,1.1207624282711999,3.9935,2.45,2.3,SUV,ICE,Canada
2017_ford_escape,2017,ford,0.26107711143104234,0.005898394,0.21626197493445382,0.17165478908106213,283074,1.01170688,3.539,1.79,2.45,SUV,ICE,United States
2017_ford_eseries,2017,ford,0.2968059976065128,0.000222518,0.2483154177527103,0.16337466306219434,10679,1.588915871,4.928,3.31,1.2,Van,ICE,United States
2017_ford_expedition,2017,ford,0.5419283966723247,0.001168889,0.48706812107333225,0.10123159431367401,56097,1.3132499159520001,5.562,3.65,1.8,SUV,ICE,United States
2017_ford_explorer,2017,ford,0.32692656064753856,0.005187771,0.2783733356295553,0.14851416453228705,248970,1.242129087,4.556,2.9,1.9,SUV,ICE,United States
2017_ford_f150,2017,ford,0.3500850673837366,0.008163286,0.2979942853939194,0.14879464119707583,391770,1.558883234,4.585,3.75,1.8,Truck,ICE,United States
2017_ford_f250,2017,ford,0.3784167687353275,0.003139042,0.3248307116199791,0.14160592643511408,150648,1.8385415489999999,6.291,3.85,1.4,Truck,ICE,United States
2017_ford_fiesta,2017,ford,0.14397919219289704,0.000662385,0.10545791965241763,0.26754749734163175,31789,0.90010272,2.5765,1.2,3.1,Car,ICE,Mexico
2017_ford_flex,2017,ford,0.3353390453492055,0.000238062,0.2860075776019309,0.14710922700905063,11425,1.2444332536896001,4.439,2.87,1.9,Car,ICE,Canada
2017_ford_focus,2017,ford,0.17574357408367386,0.002466301,0.13523680620683678,0.23048790311702244,118362,0.998982575,2.974,1.6,2.9,Car,ICE,United States
2017_ford_focusev,2017,ford,0.2815764994397019,2.4530961739421365e-05,0.24038637910938387,0.14628394206292308,1056,0.9665589659180001,3.64,1.43,10.7,Car,Electric,United States
2017_ford_fusion,2017,ford,0.22955446760640535,0.002839449,0.18457241615060543,0.19595371819522264,136270,1.1121735399319999,3.415,2.45,2.5,Car,ICE,Mexico
2017_ford_fusionhybrid,2017,ford,0.2571126071463487,0.001075707,0.21207763534761784,0.1751566066657203,51625,1.1121735399319999,3.66,1.88,4.2,Car,Hybrid,Mexico
2017_ford_mustang,2017,ford,0.34515361083448354,0.001526597,0.2959740430446199,0.14248603012137526,73264,1.0709561814588002,3.705,4.35,1.8,Car,ICE,United States
2017_ford_taurus,2017,ford,0.2823017136381215,0.000511943,0.23458717821194652,0.16901964501476446,24569,1.2075367282732001,4.054,2.88,2.1,Car,ICE,United States
2017_ford_transit,2017,ford,0.34641064877841077,0.002159623,0.29763522429108835,0.14080232423375283,103644,1.592895731,5.592,2.75,1.6,Van,ICE,United States
2017_ford_transitconnect,2017,ford,0.2469112607552469,0.000472415,0.2043527335998039,0.17236365415358482,22672,1.107900624,3.618,1.69,2.2,Van,ICE,Spain
2017_genesis_g80,2017,genesis,0.4244920441415836,0.000197222,0.37776019363204083,0.110088872,9465,1.015249935,4.453,3.11,1.9,Car,ICE,Korea
2017_genesis_g90,2017,genesis,0.673965728,7.096361832853702e-05,0.6232021917659604,0.07532065,3384,1.0728790980024001,4.751,3.65,2,Car,ICE,Korea
2017_gmc_acadia,2017,gmc,0.35844920447217554,0.001623531,0.3130535304536996,0.1266446499311446,77916,1.013711046,3.956,3.1,2.1,SUV,ICE,United States
2017_gmc_acadialimited,2017,gmc,0.4336780906548981,0.000454704,0.38523352214170836,0.11170628527725138,21822,1.1002165962528003,4.753,2.81,1.75,SUV,ICE,United States
2017_gmc_canyon,2017,gmc,0.33819155452965577,0.000451828,0.29451249268450785,0.12915479780651273,21684,1.237524921,4.268,2,2.1,Truck,ICE,United States
2017_gmc_savana,2017,gmc,0.3252102203779456,0.000594915,0.2813570550488535,0.13484559396112403,28551,1.2875499175968002,5.627,3.42,1.2,Van,ICE,United States
2017_gmc_sierra,2017,gmc,0.4019620563773492,0.003571888,0.3565928525769472,0.11286936933622133,171421,1.327777693,6.314,3.6,1.8,Truck,ICE,United States
2017_gmc_terrain,2017,gmc,0.2989816402017714,0.001528431,0.2562490593149658,0.1429271070222474,73352,0.937805496,3.904,1.82,2.3,SUV,ICE,Canada
2017_gmc_yukon,2017,gmc,0.498270502,0.000798513,0.4480439466118763,0.10080178361211171,38322,1.1398575659380001,5.482,3.55,1.7,SUV,ICE,United States
2017_gmc_yukonxl,2017,gmc,0.5243782130705713,0.000543136,0.473305312,0.097397069,26066,1.2544582530480002,5.665,3.55,1.7,SUV,ICE,United States
2017_honda_accord,2017,honda,0.25597643823549143,0.00591473,0.20964383277585116,0.18100339929339715,283858,0.9731943821600001,3.342,1.85,2.9,Car,ICE,United States
2017_honda_accordhybrid,2017,honda,0.3181756426532758,0.000492148,0.2722383343869478,0.14437719959722717,23619,0.981283271,3.523,2.12,4.8,Car,Hybrid,Japan
2017_honda_civic,2017,honda,0.2165973072613092,0.006976581,0.17154658024857405,0.2079930151596237,334818,0.8854916099951999,2.889,1.74,3.4,Car,ICE,Canada
2017_honda_clarityev,2017,honda,0.3540979192816582,0.000111584,0.3061919402390255,0.1352902020430317,651,0.988925631,4.024,1.61,11.4,Car,Electric,Japan
2017_honda_clarityhybrid,2017,honda,0.5655703795408025,6.416838509507516e-05,0.510661406,0.097086014,453,0.988925631,4.134,1.74,7.6,Car,ICE,Japan
2017_honda_crv,2017,honda,0.2832686659026809,0.006131685,0.23753689057487498,0.16144311331461356,294270,0.9155416080719999,3.397,1.9,2.9,SUV,ICE,Canada
2017_honda_fit,2017,honda,0.18178702573717023,0.000702559,0.13926263400319322,0.23392423943092214,33717,0.7444443968000001,2.63,1.3,3.4,Car,ICE,Japan
2017_honda_hrv,2017,honda,0.20852325585223808,0.001552372,0.16488153944685485,0.20928944460903792,74501,0.8196652253191999,2.933,1.41,2.9,Car,ICE,Mexico
2017_honda_odyssey,2017,honda,0.35293757656418684,0.000554721,0.3092011470993264,0.12392114744661183,26622,1.2892603341539999,4.528,2.48,2.2,Van,ICE,United States
2017_honda_pilot,2017,honda,0.36362239908756844,0.002358699,0.31620953826116127,0.13039037459017777,113198,1.061645765,4.18,2.8,2.2,SUV,ICE,United States
2017_honda_ridgeline,2017,honda,0.3266364749681707,0.000597978,0.2860820417391041,0.12415769926802724,28698,1.1462499266400001,4.431,2.8,2.1,Truck,ICE,United States
2017_hyundai_accent,2017,hyundai,0.15224663405488004,0.001138238,0.11315906064856876,0.2567385062333888,54626,0.799083282,2.489,1.37,3,Car,ICE,Korea
2017_hyundai_azera,2017,hyundai,0.3548714810933057,4.0615792336907e-05,0.3096916194415224,0.1273133065316799,1935,0.9846416036496001,3.7775,2.93,2.25,Car,ICE,Korea
2017_hyundai_elantra,2017,hyundai,0.175501836,0.003009853,0.1353177845526765,0.22896655885037456,144448,0.8857575822004001,2.811,1.47,3.2,Car,ICE,Korea
2017_hyundai_elantragt,2017,hyundai,0.1866217870599673,0.000167154,0.1466694822552635,0.2140816752111901,7999,0.824161753,2.8815,1.73,2.7,Car,ICE,Korea
2017_hyundai_ioniqev,2017,hyundai,0.3142594859818102,2.3410130828168324e-05,0.2748186022582979,0.12550419472714083,341,0.8763332772480001,3.164,1.18,13.6,Car,Electric,Korea
2017_hyundai_ioniqhybrid,2017,hyundai,0.23158506736198015,0.000204744,0.19062684191973833,0.1768603904768257,9826,0.8763332772480001,2.996,1.39,5.5,Car,Hybrid,Korea
2017_hyundai_santafe,2017,hyundai,0.3379498164635159,0.000615169,0.2935903187486269,0.1312606060245573,29523,0.995001325,4.045,2.9,2,SUV,ICE,Korea
2017_hyundai_santafesport,2017,hyundai,0.30652386786533486,0.001491904,0.26235763771078563,0.1440874097737563,71599,0.950694384,3.794,2.4,2.3,SUV,ICE,United States
2017_hyundai_sonata,2017,hyundai,0.22626682990690336,0.002225718,0.18427341302329456,0.18559245692745524,106816,0.974079104,3.311,1.85,2.9,Car,ICE,United States
2017_hyundai_sonatahybrid,2017,hyundai,0.29105263163238426,0.000188803,0.24815931537208305,0.1473730576484801,9061,0.974079104,3.56,1.92,4,Car,Hybrid,Korea
2017_hyundai_tucson,2017,hyundai,0.2576927785050844,0.002150205,0.2157996516768998,0.1625700458942353,103192,0.8907888318784001,3.416,1.695,2.6,SUV,ICE,Korea
2017_hyundai_veloster,2017,hyundai,0.20886168914483388,0.00013826,0.16792392665556533,0.19600417221982971,6609,0.8260436971332001,2.877,2.01,2.9,Car,ICE,Korea
2017_infiniti_q50,2017,infiniti,0.39354957167568233,0.000592915,0.3456552758804129,0.1216982541521817,28455,0.938884662,3.822,3,2.3,Car,ICE,Japan
2017_infiniti_q60,2017,infiniti,0.4283598531998213,0.000210914,0.37952731720023075,0.11399886248632907,10101,1.034688823,3.857,3,2.2,Car,ICE,Japan
2017_infiniti_q70,2017,infiniti,0.505232558,4.84864416350428e-05,0.45473472828704947,0.099949675,2250,0.98867077,4.043,3.3,2,Car,ICE,Japan
2017_infiniti_q70l,2017,infiniti,0.5197368422006862,3.200239666980996e-05,0.4689068980340304,0.097799386,1488,1.018416601,4.129,3.3,1.9,Car,ICE,Japan
2017_infiniti_qx30,2017,infiniti,0.33263157900843915,0.000227268,0.2867836078083622,0.13783409060783655,10907,0.991972159,3.346,2.08,2.7,Car,ICE,Great Britain
2017_infiniti_qx50,2017,infiniti,0.3437515300508724,0.000340538,0.2973721861041993,0.1349211273032278,16343,0.921027719,3.9375,3.25,2,Car,ICE,Japan
2017_infiniti_qx60,2017,infiniti,0.42545899640614304,0.000772967,0.37849891778575223,0.11037509846322013,37096,1.072758265,4.451,2.95,2.2,SUV,ICE,United States
2017_infiniti_qx70,2017,infiniti,0.452050184,0.000147855,0.40489086360009924,0.10432319637027707,7081,1.0083103521348002,4.265,3.25,1.85,SUV,ICE,Japan
2017_infiniti_qx80,2017,infiniti,0.6510973073410827,0.000337283,0.6006270261527155,0.077515727,16153,1.159104787,5.888,4,1.5,SUV,ICE,Japan
2017_jaguar_fpace,2017,jaguar,0.4805752754860298,0.000260274,0.43645911577241486,0.091798646,12491,1.107449929,4.015,3.4,2,SUV,ICE,Great Britain
2017_jaguar_ftype,2017,jaguar,0.794834761,7.821845340777715e-05,0.7400560977083505,0.068918304,3746,0.982666604,3.521,3.8,2.1,Car,ICE,Great Britain
2017_jaguar_xe,2017,jaguar,0.41482252149598947,0.000177447,0.3677583780590665,0.11345609507216199,8516,1.043377017,3.56,2.4,2.4,Car,ICE,Great Britain
2017_jaguar_xf,2017,jaguar,0.5376254590950353,8.332684625599683e-05,0.4874032073895236,0.093414943,3946,1.1144790953400001,3.77,3.4,2.3,Car,ICE,Great Britain
2017_jaguar_xj,2017,jaguar,0.7363341494619953,1.019853701440178e-05,0.6823547847541929,0.073308246,448,1.1629027033520003,4.0015,3.4,2.05,Car,ICE,Great Britain
2017_jaguar_xjl,2017,jaguar,0.8214259487432238,1.4632339981484204e-05,0.7666267385014698,0.066712295,679,1.1911117293244002,4.0235,3.4,2.05,Car,ICE,Great Britain
2017_jeep_cherokee,2017,jeep,0.2932282742276429,0.002751434,0.24721313821504548,0.15692598585112685,132046,0.9251666074559999,3.953,2.71,2.3,SUV,ICE,United States
2017_jeep_compass,2017,jeep,0.21751591191264064,0.001126611,0.17600077850339363,0.19086021360092698,54068,0.8682041111015999,3.184,1.72,2.4,SUV,ICE,United States
2017_jeep_grandcherokee,2017,jeep,0.4206725826965739,0.0038824,0.370073812,0.12028064752902458,186323,1.11771104,4.875,2.95,2.1,SUV,ICE,United States
2017_jeep_patriot,2017,jeep,0.19377723381770698,0.000894384,0.15320816707446075,0.20935930369101546,42923,0.8352055021023999,3.136,1.72,2.4,SUV,ICE,United States
2017_jeep_renegade,2017,jeep,0.21456670750573442,0.001726444,0.17305465388534866,0.19346922037882475,82855,0.920927719,3.044,1.8,2.5,SUV,ICE,Italy
2017_jeep_wrangler,2017,jeep,0.30985985317806486,0.000616315,0.26347708689722604,0.14968949931756528,29578,0.8408964739604001,3.951,2.85,1.8,SUV,ICE,United States
2017_jeep_wranglerunlimited,2017,jeep,0.36207527546427337,0.002908628,0.3134976126350337,0.13416454014141307,139590,0.9463284116571999,4.269,2.85,1.8,SUV,ICE,United States
2017_kia_cadenza,2017,kia,0.3093280294325572,0.000121813,0.2656568649854464,0.14118075405976896,5846,1.0002443804288002,3.633,2.9,2.3,Car,ICE,Korea
2017_kia_forte,2017,kia,0.1866217870599673,0.0020226,0.1467855063637995,0.21345996801202624,97068,0.8738159162980002,2.855,1.47,2.8,Car,ICE,Mexico
2017_kia_nirohybrid,2017,kia,0.22433292537778451,0.000492106,0.18363326492259457,0.18142526509049112,23617,0.846781196,3.161,1.39,4.9,Car,Hybrid,Korea
2017_kia_optima,2017,kia,0.23342227666464302,0.001044285,0.1916963358778201,0.1787573207795006,50117,0.9714249378288001,3.224,1.85,2.8,Car,ICE,United States
2017_kia_optimahybrid,2017,kia,0.29965850678696304,0.000109389,0.25650671959404375,0.1440032110404838,5222,0.9714249378288001,3.538,1.92,4.2,Car,Hybrid,Korea
2017_kia_rio,2017,kia,0.1488623011289221,0.0002634,0.11058436540744794,0.2571365310840088,12641,0.808638837,2.729,1.38,3,Car,ICE,Korea
2017_kia_sedona,2017,kia,0.32489596089196376,0.000490126,0.28257036073051395,0.1302743193397968,23522,1.248959642,4.503,2.76,2,Van,ICE,Korea
2017_kia_sorento,2017,kia,0.3142594859818102,0.001758741,0.27096385741688417,0.13777031560292197,84405,0.968233271,3.968,2.9,2,SUV,ICE,United States
2017_kia_soul,2017,kia,0.1813035496048905,0.0013733,0.14173549664611904,0.21824202032999887,65907,0.8025485597480001,3.0525,1.455,2.7,Car,ICE,Korea
2017_kia_soulev,2017,kia,0.3282802938179218,3.7808033242000686e-05,0.28964665955602237,0.11768490216877676,1361,0.8025485597480001,3.289,1.09,10.5,Car,Electric,Korea
2017_kia_sportage,2017,kia,0.24850673199176992,0.001171515,0.2073846482121004,0.16547673960410622,56223,0.8942499427680001,3.448,1.81,2.3,SUV,ICE,Korea
2017_landrover_discovery,2017,landrover,0.5700183599577757,9.670421048757224e-05,0.5215689111680154,0.084996295,4641,1.1871832573536003,4.835,3.4,1.8,SUV,ICE,Great Britain
2017_landrover_discoverysport,2017,landrover,0.4080055080308456,0.000259204,0.36341537255371986,0.10928807234081434,12404,1.074161042,3.878,2.4,2.2,SUV,ICE,Great Britain
2017_landrover_rangeroverevoque,2017,landrover,0.4680048960467573,0.000213454,0.4218945000505414,0.098525456,10244,0.983599243,3.655,2.4,2.4,SUV,ICE,Great Britain
2017_landrover_rangeroversport,2017,landrover,0.7387515301233939,0.000317217,0.6863168993085081,0.070977357,15192,1.1592638146960001,4.698,3.6,1.9,SUV,ICE,Great Britain
2017_lexus_cthybrid,2017,lexus,0.3021725826748175,0.00011075,0.25687862653006566,0.14989432775075712,5237,0.826760364,3.13,1.34,4.2,Car,Hybrid,Japan
2017_lexus_es,2017,lexus,0.3761444309136128,0.000872963,0.3266624812311407,0.1315503982400749,41895,0.962472855,3.571,2.68,2.4,Car,ICE,Japan
2017_lexus_eshybrid,2017,lexus,0.4043794370387478,0.000104353,0.3527905623218131,0.12757541554218896,4983,0.962472855,3.682,2,4,Car,Hybrid,Japan
2017_lexus_gs,2017,lexus,0.49019645051839594,0.000126217,0.43808668461348876,0.10630384175527943,6040,0.9658360492976001,3.805,3.11,2.3,Car,ICE,Japan
2017_lexus_gx,2017,lexus,0.4997209303243062,0.000500274,0.4456150683195335,0.10827215495988803,24009,0.989848548,5.13,3.01,1.6,SUV,ICE,Japan
2017_lexus_is,2017,lexus,0.38871481035288524,0.000510151,0.3384305722728841,0.12936023207953368,24483,1.021329101,3.593,2.55,2.2,Car,ICE,Japan
2017_lexus_ls,2017,lexus,0.7297105264497633,8.759847034900964e-05,0.6734290852512814,0.077128449,4204,1.027049934,4.277,3.86,1.9,Car,ICE,Japan
2017_lexus_lx,2017,lexus,0.8690966953860031,0.000110798,0.8111453077935197,0.066680023,5306,1.083333264,6,3.83,1.5,SUV,ICE,Japan
2017_lexus_nx,2017,lexus,0.35472643825362177,0.001045889,0.3058280926582803,0.13784804379418764,50194,1.062150626,3.94,2.35,2.5,Car,ICE,Japan
2017_lexus_nxhybrid,2017,lexus,0.384073439,4.9048349035533835e-05,0.3333046805085118,0.13218502962044926,2318,1.062150626,4.18,1.94,3.1,Car,Hybrid,Japan
2017_lexus_rc,2017,lexus,0.41356548355206224,0.000123911,0.3625421658420177,0.12337421699657243,5931,1.0459166,3.748,2.55,2.2,Car,ICE,Japan
2017_lexus_rcf,2017,lexus,0.6204449205545494,1.187405095506006e-05,0.5673620777660998,0.085556092,520,1.048180488,3.958,4.67,1.9,Car,ICE,Japan
2017_lexus_rx,2017,lexus,0.43145410044641147,0.002058647,0.38102711431771674,0.11687682670420695,98798,0.9972568806199998,4.387,2.95,2.2,SUV,ICE,Japan
2017_lexus_rxhybrid,2017,lexus,0.5128231335090863,0.000178564,0.45813866018877997,0.10663417803740222,8547,0.9972568806199998,4.74,3.08,3,SUV,Hybrid,Japan
2017_lincoln_continental,2017,lincoln,0.48033353741988993,0.000261424,0.43171930872079145,0.10120931584379816,12520,1.151056871,4.396,3.35,2,Car,ICE,United States
2017_lincoln_mkc,2017,lincoln,0.39500000007252145,0.000536614,0.3472377792560267,0.12091701470310291,25753,1.046577711,3.957,2.4,2.1,SUV,ICE,United States
2017_lincoln_mkt,2017,lincoln,0.4474813342314838,3.745642060552108e-05,0.3995183699721942,0.1071842791871139,1790,1.235508254,4.7935,3.34,1.8,Car,ICE,Canada
2017_lincoln_mkx,2017,lincoln,0.4258941249251948,0.000486647,0.38113372341184787,0.10509748525225317,23355,1.136041594,4.168,3.35,2,SUV,ICE,Canada
2017_lincoln_mkz,2017,lincoln,0.3835899633507204,0.000457954,0.3363992605045196,0.12302382062862745,21978,1.1216575671028002,3.719,2.45,2.3,Car,ICE,Mexico
2017_lincoln_mkzhybrid,2017,lincoln,0.3569987760753364,0.000121709,0.30983177450247795,0.1321209055431186,5841,1.1216575671028002,3.828,1.88,4,Car,Hybrid,Mexico
2017_lincoln_navigator,2017,lincoln,0.6487282742929122,0.000171884,0.5983836320829993,0.07760513,8249,1.322174915,5.83,3.8,1.7,SUV,ICE,United States
2017_maserati_ghibli,2017,maserati,0.7464871482398692,0.000111448,0.6924514624911302,0.072386626,5248,1.1239159,3.99,4.04,1.9,Car,ICE,Italy
2017_maserati_levante,2017,maserati,0.6962056304827795,9.73501554401934e-05,0.6457453673739774,0.072478964,4672,1.162847148,4.649,3.45,1.6,SUV,ICE,Italy
2017_mazda_3,2017,mazda,0.2150985312512421,0.001319978,0.17467497458013825,0.1879304169859152,63348,0.862147167,2.967,1.55,3.1,Car,ICE,Mexico
2017_mazda_6,2017,mazda,0.23395410041015072,0.00066549,0.192820466,0.1758192505155641,31938,0.962819383,3.305,1.84,2.9,Car,ICE,Japan
2017_mazda_cx3,2017,mazda,0.21234271729724777,0.000249168,0.17208690956079145,0.1895794131715111,11958,0.8134499479392001,2.809,1.46,3.1,Car,ICE,Japan
2017_mazda_cx5,2017,mazda,0.2794008568444433,0.001527389,0.23765711481895543,0.149404488,73302,0.9017186922899999,3.527,1.87,2.7,SUV,ICE,Japan
2017_mazda_cx9,2017,mazda,0.3565152999430567,0.000220413,0.31156839959459565,0.12607285116694866,10578,1.073159654,4.2355,2.5,2.35,SUV,ICE,Japan
2017_mazda_mx5miata,2017,mazda,0.30512178708172377,0.00017005,0.26126552210565473,0.14373363959199195,8161,0.7309048143332001,2.445,1.55,2.9,Car,ICE,Japan
2017_mercedesbenz_bev,2017,mercedesbenz,0.385813954,1.9584501907491833e-05,0.3436242927827452,0.10935234557292231,608,0.9420589674859999,3.924,1.77,8.4,Car,Electric,Germany
2017_mercedesbenz_c,2017,mercedesbenz,0.42231640154632494,0.001158784,0.3699960744773714,0.12388892990511621,55612,1.0185936848100001,3.638,2.41,2.6,Car,ICE,Germany
2017_mercedesbenz_chybrid,2017,mercedesbenz,0.4452815178296111,2.9445306111260855e-05,0.3934409636663537,0.11642197595790266,495,1.0185936848100001,4.057,2.75,3,Car,Hybrid,South Africa
2017_mercedesbenz_cla,2017,mercedesbenz,0.33263157900843915,0.000146796,0.2831629717002363,0.1487189143486217,7045,1.012777713,3.395,2.08,2.7,Car,ICE,Hungary
2017_mercedesbenz_cls,2017,mercedesbenz,0.7005569156732969,3.091154327576579e-05,0.6405234943865519,0.085693853,1472,1.10351729,4.1735,3.655,2.05,Car,ICE,Germany
2017_mercedesbenz_e,2017,mercedesbenz,0.5690514076932163,0.000767258,0.5123470902365094,0.099647091,36822,1.09416243,4.0955,3.29,2.3,Car,ICE,Germany
2017_mercedesbenz_gla,2017,mercedesbenz,0.3369828641989565,0.000236583,0.29098882658749387,0.13648776391284845,11354,0.961280494,3.428,2.08,2.6,SUV,ICE,Germany
2017_mercedesbenz_glc,2017,mercedesbenz,0.44431456556505167,0.000578058,0.3956389269542342,0.10955220103782738,27742,1.051302016,4.133,2.41,2.4,SUV,ICE,Germany
2017_mercedesbenz_gle,2017,mercedesbenz,0.6348041616832566,0.00079843,0.5798733199336586,0.08653195,38318,1.1105353455923999,4.751,3.29,1.95,SUV,ICE,United States
2017_mercedesbenz_gls,2017,mercedesbenz,0.6642962057523187,0.000447994,0.6079302592284329,0.084850622,21500,1.180199924,5.335,3.62,1.75,SUV,ICE,Germany
2017_mercedesbenz_metris,2017,mercedesbenz,0.29003733175459684,7.854917064907877e-05,0.24911403425540718,0.1410966555636887,3734,1.241105476,4.85,2.08,2.2,Van,ICE,Spain
2017_mercedesbenz_shybrid,2017,mercedesbenz,0.9340758875643959,2.430909929540196e-05,0.8708560603147301,0.067681682,606,1.2031492285540002,5.115,4.36,4.2,Car,Hybrid,Germany
