year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2020_ford_mustang,PC,51%,20% MX,,US
2020_ford_mustang,PC,51%,20% MX,,US
2020_ford_mustang,PC,51%,20% MX,,US
2020_ford_mustang,PC,51%,20% MX,,US
2020_ford_transitconnect,Truck,10%,50% ESP,,ESP
2020_lincoln_corsair,PC,16%,,,US
2020_lincoln_continental,PC,46%,25% MX,,US
2020_lincoln_aviator,MPV,50%,20% MX,,US
2020_lincoln_nautilus,MPV,45%,15% MX,,US
2020_lincoln_mkz,PC,25%,60% MX,,MX
2020_lincoln_mkzhybrid,PC,25%,60% MX,,MX
2020_lincoln_navigator,MPV,47%,21% MX,,US
2020_buick_envision,MPV,1%,94% CH,,CH
2020_cadillac_escalade,MPV,43%,44% M,,US
2020_chevrolet_equinox,MPV,47%,29% M,,M
2020_chevrolet_tahoe,MPV,43%,44% M,,US
2020_gmc_terrain,MPV,47%,29% M,,M
2020_gmc_yukon,MPV,43%,44% M,,US
2020_chevrolet_blazer,MPV,52%,21% Mexico, ,"M, Ramos Arizpe"
2020_chevrolet_traverse,MPV,52%,21% Mexico, ,"US, Lansing, MI"
2020_buick_enclave,MPV,52%,21% Mexico, ,"US, Lansing, MI"
2020_gmc_acadia,MPV,52%,21% Mexico, ,"US, Spring Hill, TN"
2020_cadillac_xt5,MPV,52%,21% Mexico, ,"US, Spring Hill, TN"
2020_cadillac_xt6,MPV,52%,21% Mexico, ,"US, Spring Hill, TN"
2020_chevrolet_malibu,PC,54%,22% Mexico, ,"US, Kansas City, KA"
2020_cadillac_xt4,MPV,54%,22% Mexico, ,"US, Kansas City, KA"
2020_buick_regal,PC,21%,25% Germany,23% Vietnam,"G, Russelsheim "
2020_buick_encore,MPV,4%,63% Korea, ,"K, Bupyeong"
2020_chevrolet_trax,MPV,4%,62% Korea, ,"K, Bupyeong"
2020_chevrolet_trax,MPV,14%,54% Mexico, ,"M, San Luis Potosi"
2020_chevrolet_sonic,PC,41%,19% Mexico, ,"US, Lake Orion, MI"
2020_chevrolet_spark,PC,1%,76% Korea, ,"K, Changwon"
2020_chevrolet_colorado,T,64%,17% Mexico, ,"US, Wentzville, MO"
2020_gmc_canyon,T,64%,17% Mexico, ,"US, Wentzville, MO"
2020_chevrolet_camaro,PC,66%, , ,"US, Lansing, MI"
2020_chevrolet_boltev,PC,24%,57% Korea, ,"US, Lake Orion, MI"
2020_chevrolet_silverado,T,46%,38% Mexico, ,"US, Roanoke, IN"
2020_gmc_sierra,T,46%,38% Mexico, ,"US, Roanoke, IN"
2020_cadillac_ct6,PC,42%,25% China,22% Mexico,"US, Detroit/Ham, MI"
2020_chevrolet_impala,PC,53%,26% Mexico, ,"US, Detroit/Ham, MI"
2020_cadillac_ct4,PC,55%,19% China, ,"US, Lansing, MI"
2020_cadillac_ct5,PC,55%,19% China, ,"US, Lansing, MI"
2020_chevrolet_corvette,PC,64%, , ,"US, Bowling Green, KY"
2020_buick_encore,MPV,3%,44% Korea ,26% Mexico,"K, Incheon"
2020_acura_rdx,MPV,65%,,,US
2020_acura_rdx,MPV,65%,,,US
2020_acura_mdx,MPV,65%,,,US
2020_acura_mdx,MPV,60%,,,US
2020_acura_mdx,MPV,60%,,,US
2020_acura_mdx,MPV,60%,,,US
2020_honda_ridgeline,Truck,70%,,,US
2020_honda_ridgeline,Truck,70%,,,US
2020_honda_pilot,MPV,65%,,,US
2020_honda_pilot,MPV,65%,,,US
2020_honda_passport,MPV,70%,,,US
2020_honda_passport,MPV,70%,,,US
2020_honda_odyssey,MPV,70%,,,US
2020_acura_nsxhybrid,PC,35%,35% J,25% UK,US
2020_acura_ilx,PC,55%,20% J,,US
2020_acura_rlx,PC,20%,70% J,,J
2020_acura_rlx,PC,5%,90% J,,J
2020_acura_tlx,PC,70%,,,US
2020_acura_tlx,PC,70%,,,US
2020_acura_tlx,PC,70%,,,US
2020_acura_tlx,PC,70%,,,US
2020_acura_tlx,PC,70%,,,US
2020_acura_tlx,PC,70%,,,US
2020_honda_hrv,MPV,20%,40% MX,15% J,MX
2020_honda_hrv,MPV,20%,40% MX,15% J,MX
2020_honda_hrv,MPV,20%,35% MX,20% J,MX
2020_honda_hrv,MPV,20%,35% MX,20% J,MX
2020_honda_crv,MPV,65%,,,US
2020_honda_crv,MPV,65%,,,US
2020_honda_crv,MPV,65%,,,CAN
2020_honda_crv,MPV,65%,,,US
2020_honda_crv,MPV,55%,20% J,,US
2020_honda_crv,MPV,55%,20% J,,US
2020_honda_crv,MPV,55%,20% J,,CAN
2020_honda_crv,MPV,55%,20% J,,US
2020_honda_crv,MPV,55%,20% J,,US
2020_honda_civic,PC,20%,20% UK,20% J,UK
2020_honda_civic,PC,20%,20% UK,20% J,UK
2020_honda_civic,PC,65%,,,CAN
2020_honda_civic,PC,65%,,,CAN
2020_honda_civic,PC,65%,,,CAN
2020_honda_civic,PC,65%,,,US
2020_honda_civic,PC,65%,,,US
2020_honda_civic,PC,65%,,,US
2020_honda_civic,PC,65%,,,CAN
2020_honda_civic,PC,65%,,,CAN
2020_honda_civic,PC,65%,,,CAN
2020_honda_accord,PC,65%,,,US
2020_honda_accord,PC,65%,,,US
2020_honda_accord,PC,65%,,,US
2020_honda_accord,PC,65%,,,US
2020_honda_fit,PC,20%,45% MX,15% J,MX
2020_honda_fit,PC,20%,45% MX,15% J,MX
2020_honda_clarityhybrid,PC,5%,85% J,,US
2020_honda_insighthybrid,PC,45%,30% J,,US
2020_honda_insighthybrid,PC,45%,25% J,,US
2020_genesis_g70,PC,5%,85% K,,K
2020_genesis_g80,PC,5%,85% K,,K
2020_genesis_g90,PC,0%,90% K,,K
2020_hyundai_accent,PC,5%,55% MX,45% K,MX
2020_hyundai_elantra,PC,0%,90% K,,K
2020_hyundai_elantra,PC,0%,85% K, ,K
2020_hyundai_elantra,PC,45%,35% K,20% MX,US
2020_hyundai_elantra,PC,45%,35% K,20% MX,US
2020_hyundai_elantra,PC,45%,35% K,20% MX,US
2020_hyundai_ioniqhybrid,PC,0%,80% K,,K
2020_hyundai_ioniqev,PC,0%,65% K,25% CH,K
2020_hyundai_ioniqhybrid,PC,0%,80% K,,K
2020_hyundai_kona,MPV,5%,85% K,,K
2020_hyundai_konaev,MPV,0%,95% K,,K
2020_hyundai_nexohybrid,MPV,0%,85% K,,K
2020_hyundai_palisade,MPV,0%,90% K,,K
2020_hyundai_santafe,MPV,35%,55% K,,US
2020_hyundai_sonatahybrid,PC,0%,90% K,,K
2020_hyundai_sonata,PC,45%,40% K,,US
2020_hyundai_tucson,MPV,0%,85% K,,K
2020_hyundai_veloster,PC,0%,90% K,,K
2020_hyundai_velostern,PC,5%,85% K,,K
2020_hyundai_venue,MPV,0%,95% K,,K
2020_jaguar_fpace,MPV,4%,52% Germany,41% United Kingdom,UK
2020_jaguar_fpace,MPV,0%,61% United Kingdom,15% Germany,UK
2020_jaguar_fpace,MPV,4%,47% United Kingdom,46% Germany,UK
2020_jaguar_fpace,MPV,0%,66% United Kingdom,11% Germany,UK
2020_jaguar_ftype,PC,0%,62% United Kingdom,18% Germany,UK
2020_jaguar_ftype,PC,0%,67% United Kingdom,18% Germany,UK
2020_jaguar_ftype,PC,0%,67% United Kingdom,18% Germany,UK
2020_jaguar_ftype,PC,0%,65% United Kingdom,18% Germany,UK
2020_jaguar_ftype,PC,0%,65% United Kingdom,18% Germany,UK
2020_jaguar_ftype,PC,0%,66% United Kingdom,20% Germany,UK
2020_jaguar_ftype,PC,0%,66% United Kingdom,20% Germany,UK
2020_jaguar_ipaceev,MPV,0%,74% Poland, ,AU
2020_jaguar_ipaceev,MPV,0%,74% Poland, ,AU
2020_jaguar_ipaceev,MPV,0%,74% Poland, ,AU
2020_jaguar_xf,PC,4%,50% UK,43% G,UK
2020_jaguar_xf,PC,4%,48% G,46% UK,UK
2020_jaguar_xf,PC,4%,50% UK,43% G,UK
2020_jaguar_xf,PC,4%,48% G,46% UK,UK
2020_jaguar_xf,PC,5%,47% G,46% UK,UK
2020_jaguar_xf,PC,5%,51% G,43% UK,UK
2020_jaguar_xf,PC,5%,51%G,43% UK,UK
2020_jaguar_xe,PC,4%,52% G ,41% UK,UK
2020_jaguar_xe,PC,4%,54% G,39% UK,UK
2020_jaguar_xe,PC,4%,54% G,39% UK,UK
2020_landrover_discoverysport,MPV,7%,50% UK,,UK
2020_landrover_rangeroverevoque,MPV,9%,54% UK,15% G ,UK
2020_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2020_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2020_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2020_landrover_rangeroverhybrid,MPV,5%,60% UK,8% G,UK
2020_landrover_rangerover,MPV,5%,60% UK,8% G,UK
2020_landrover_rangerover,MPV,9%,72% UK,16% G,UK
2020_landrover_rangerover,MPV,9%,72% UK,16% G,UK
2020_landrover_rangerover,MPV,9%,72% UK,16% G,UK
2020_landrover_rangeroversporthybrid,MPV,1%,54% UK,15% G,UK
2020_landrover_rangeroversport,MPV,1%,54% UK,15% G,UK
2020_landrover_rangeroversport,MPV,7%,69% UK,17% G,UK
2020_landrover_rangeroversport,MPV,7%,69% UK,17% G,UK
2020_landrover_discovery,MPV,7%,68% UK,17% G,UK
2020_landrover_discovery,MPV,0%,72% UK,12% G,SL
2020_landrover_discovery,MPV,7%,68% UK,17% G,UK
2020_landrover_discovery,MPV,0%,72% UK,12% G,SL
2020_jaguar_epace,MPV,14%,62% G,21% UK,AU
2020_jaguar_epace,MPV,15%,63% G,20% UK,AU
2020_kia_cadenza,PC,0%,95% K,,K
2020_kia_forte,PC,5%,35% K,65% MX,MX
2020_kia_k900,PC,5%,90% K,,K
2020_kia_niroev,MPV,0%,90% K,,K
2020_kia_nirohybrid,MPV,0%,80% K,,K
2020_kia_nirohybrid,MPV,0%,85% K,,K
2020_kia_nirohybrid,MPV,0%,85% K,,K
2020_kia_optima,PC,45%,55% K,,US
2020_kia_optima,PC,50%,50% K,,US
2020_kia_optima,PC,60%,40% K,,US
2020_kia_optimahybrid,PC,0%,95% K,,K
2020_kia_optimahybrid,PC,5%,95% K,,K
2020_kia_rio,PC,0%,45% K,55% MX,MX
2020_kia_sedona,MPV,0%,85% K,,K
2020_kia_sorento,MPV,55%,45% K,,US
2020_kia_sportage,MPV,0%,90% K,,K
2020_kia_stinger,PC,0%,45% K,55% MX,MX
2020_kia_soul,MPV,1%,95% K,,K
2020_kia_soul,MPV,5%,90% K,,K
2020_kia_telluride,MPV,51%,49% K,,US
2020_lamborghini_huracan,PC,0%,60%G,20%I,I
2020_lamborghini_huracan,PC,0%,60%G,20%I,I
2020_lamborghini_aventador,PC,0%,45%I,31%G,I
2020_lamborghini_urus,MPV,0%,70%G,,I
2020_lotus_evora,PC,0%,N/A, ,UK
2020_mazda_cx30,PC,5%,65% MX,15% J  15% TH,
2020_mazda_cx5,MPV,0%,90% J,,J
2020_mazda_cx9,MPV,0%,90% J,,J
2020_mazda_3,PC,0%,75% J,,J
2020_mazda_3,PC,5%,70% MX,25% J,MX
2020_mazda_6,PC,0%,90% J,,J
2020_mercedesbenz_c,PC,70%,16% G,,US
2020_mercedesbenz_c,PC,49%,40% G,,US
2020_mercedesbenz_c,PC,49%,40% G,,US
2020_mercedesbenz_c,PC,19%,36% SA,30% G,SA
2020_mercedesbenz_c,PC,0%,56% G,30% SA,SA
2020_mercedesbenz_c,PC,16%,62% G,,G
2020_mercedesbenz_c,PC,0%,85% G,,G
2020_mercedesbenz_c,PC,0%,85% G,,G
2020_mercedesbenz_c,PC,14%,59% G,,G
2020_mercedesbenz_c,PC,0%,74% G,,G
2020_mercedesbenz_c,PC,0%,74% G,,G
2020_mercedesbenz_e,PC,0%,77% G,,G
2020_mercedesbenz_e,PC,0%,77% G,,G
2020_mercedesbenz_e,PC,0%,77% G,,G
2020_mercedesbenz_e,PC,0%,82% G,,G
2020_mercedesbenz_e,PC,0%,82% G,,G
2020_mercedesbenz_e,PC,0%,82% G,,G
2020_mercedesbenz_e,PC,0%,75% G,,G
2020_mercedesbenz_cls,PC,0%,82% G,,G
2020_mercedesbenz_s,PC,0%,81% G,,G
2020_mercedesbenz_s,PC,0%,81% G,,G
2020_mercedesbenz_s,PC,0%,81% G,,G
2020_mercedesbenz_s,PC,0%,82% G,,G
2020_mercedesbenz_s,PC,0%,82% G,,G
2020_mercedesbenz_s,PC,0%,84% G,,G
2020_mercedesbenz_s,PC,0%,84% G,,G
2020_mercedesbenz_s,PC,0%,78% G,,G
2020_mercedesbenz_s,PC,0%,78% G,,G
2020_mercedesbenz_sl,PC,0%,81% G,,G
2020_mercedesbenz_sl,PC,0%,81% G,,G
2020_mercedesbenz_sl,PC,0%,81% G,,G
2020_mercedesbenz_slc,PC,0%,87% G,,G
2020_mercedesbenz_slc,PC,0%,87% G,,G
2020_mercedesbenz_cla,PC,0%,64% G,,H
2020_mercedesbenz_cla,PC,0%,64% G,,H
2020_mercedesbenz_cla,PC,0%,64% G,,H
2020_mercedesbenz_gla,MPV,0%,79% G,,G
2020_mercedesbenz_gla,MPV,0%,82% G,,G
2020_mercedesbenz_glc,MPV,19%,58% G,,G
2020_mercedesbenz_glc,MPV,0%,76% G,,G
2020_mercedesbenz_glchybrid,MPV,0%,79% G,,G
2020_mercedesbenz_glc,MPV,0%,79% G,,G
2020_mercedesbenz_glc,MPV,0%,79% G,,G
2020_mercedesbenz_glc,MPV,17%,58% G,,G
2020_mercedesbenz_glc,PC,16%,60% G,,G
2020_mercedesbenz_glc,PC,0%,85% G,,G
2020_mercedesbenz_glc,PC,0%,85% G,,G
2020_mercedesbenz_gle,MPV,70%,12% G,,US
2020_mercedesbenz_gle,MPV,48%,36% G,,US
2020_mercedesbenz_gle,MPV,48%,36% G,,US
2020_mercedesbenz_gle,PC,61%,27% G,,US
2020_mercedesbenz_gle,PC,61%,27% G,,US
2020_mercedesbenz_g,MPV,3%,31% G,24% AU,AU
2020_mercedesbenz_gls,MPV,60%,30% G,,US
2020_mercedesbenz_gls,MPV,60%,30% G,,US
2020_mercedesbenz_gls,MPV,60%,30% G,,US
2020_mercedesbenz_amggt,PC,0%,80% G,,G
2020_mercedesbenz_amggt,PC,0%,85% G,,G
2020_mercedesbenz_amggt,PC,0%,86% G,,G
2020_mercedesbenz_amggt,PC,0%,86% G,,G
2020_mercedesbenz_a,PC,7%,46% MX,37% G,MX
2020_mercedesbenz_a,PC,0%,76% G, ,G
2020_mercedesbenz_glb,MPV,5%,44% G,40% MX,MX
2020_mercedesbenz_metris,MPV,21%,47% ESP,20% G,US
2020_mercedesbenz_metris,MPV,18%,50% ESP,19% G,ESP
2020_mitsubishi_eclipsecross,MPV,0%,97% J,,J
2020_mitsubishi_eclipsecross,MPV,0%,97% J,,J
2020_mitsubishi_eclipsecross,MPV,0%,97% J,,J
2020_mitsubishi_eclipsecross,MPV,0%,97% J,,J
2020_mitsubishi_eclipsecross,MPV,0%,92% J,,J
2020_mitsubishi_eclipsecross,MPV,0%,93% J,,J
2020_mitsubishi_eclipsecross,MPV,1%,91% J,,J
2020_mitsubishi_eclipsecross,MPV,1%,92% J,,J
2020_mitsubishi_outlander,MPV,0%,99% J,,J
2020_mitsubishi_outlander,MPV,0%,97% J,,J
2020_mitsubishi_outlander,MPV,0%,95% J,,J
2020_mitsubishi_outlandersport,MPV,0%,99% J,,J
2020_mitsubishi_outlandersport,MPV,0%,95% J,,J
2020_mitsubishi_outlandersport,MPV,0%,99% J,,J
2020_mitsubishi_outlandersport,MPV,1%,95% J,,J
2020_mitsubishi_outlandersport,MPV,0%,99% J,,J
2020_mitsubishi_outlandersport,MPV,0%,95% J,,J
2020_mitsubishi_outlandersport,MPV,0%,99% J,,J
2020_mitsubishi_outlandersport,MPV,1%,95% J,,J
2020_mitsubishi_outlander,MPV,1%,94% J,,J
2020_mitsubishi_outlander,MPV,1%,94% J,,J
2020_mitsubishi_outlander,MPV,0%,95% J,,J
2020_mitsubishi_outlander,MPV,0%,95% J,,J
2020_mitsubishi_outlander,MPV,0%,97% J,,J
2020_mitsubishi_outlander,MPV,0%,97% J,,J
2020_mitsubishi_outlander,MPV,0%,97% J,,J
2020_mitsubishi_outlander,MPV,0%,97% J,,J
2020_mitsubishi_outlander,MPV,0%,95% J,,J
2020_mitsubishi_outlander,MPV,0%,95%J,,J
2020_mitsubishi_outlander,MPV,0%,98% J,,J
2020_mitsubishi_outlander,MPV,0%,98% J,,J
2020_mitsubishi_outlander,MPV,0%,99% J,,J
2020_mitsubishi_outlander,MPV,0%,99% J,,J
2020_mitsubishi_outlander,MPV,0%,97% J,,J
2020_mitsubishi_outlander,MPV,0%,97% J,,J
2020_mitsubishi_outlander,MPV,0%,96% J,,J
2020_mitsubishi_outlander,MPV,0%,96% J,,J
2020_mitsubishi_outlander,MPV,1%,91% J,,J
2020_mitsubishi_outlander,MPV,1%,91% J,,J
2020_mitsubishi_outlander,MPV,1%,92% J,,J
2020_mitsubishi_outlander,MPV,1%,92% J,,J
2020_infiniti_qx50,MPV,15%,45% MX,25% J,MX
2020_infiniti_qx60,MPV,50%,,,US
2020_infiniti_q50,PC,0%,100% J,,J
2020_infiniti_q60,PC,0%,95% J,,J
2020_infiniti_qx80,MPV,5%,95% J,,J
2020_nissan_370z,PC,0%,100% J,,J
2020_nissan_370z,PC,5%,60% J,35% G,J
2020_nissan_altima,PC,50%,15% MX,,US
2020_nissan_altima,PC,50%,15% MX,,US
2020_nissan_altima,PC,50%,15% MX,,US
2020_nissan_altima,PC,50%,15% MX,,US
2020_nissan_armada,MPV,5%,95% J,,J
2020_nissan_armada,MPV,5%,95% J,,J
2020_nissan_frontier,Truck,50%,20% J,,US
2020_nissan_gtr,PC,0%,100% J,,J
2020_nissan_kicks,PC,20%,60% MX,,MX
2020_nissan_leafev,PC,35%,40% J,,US
2020_nissan_maxima,PC,50%,15% MX,,US
2020_nissan_murano,MPV,55%,,,US
2020_nissan_nv200,Truck,20%,65% MX,15% J,MX
2020_nissan_pathfinder,MPV,55%,,,US
2020_nissan_roguesport,MPV,0%,95% J,,J
2020_nissan_rogue,MPV,20%,30% J,15% K,US
2020_nissan_rogue,MPV,20%,30% J,15% K,J
2020_nissan_rogue,MPV,20%,30% J,15% K,K
2020_nissan_sentra,PC,10%,60% MX,15% J,MX
2020_nissan_titan,Truck,50%,15% J,,US
2020_nissan_versa,PC,20%,60% MX,,MX
2020_nissan_versa,PC,20%,60% MX,,MX
2020_polestar_1ev,PC,1%,40% CH,20% SE,CH
2020_porsche_macan,MPV,0%,55% Germany,,"Leipzig,
Germany"
2020_porsche_macan,MPV,0%,56% Germany,18% Hungary,"Leipzig,
Germanv"
2020_porsche_macan,MPV,0%,58% Germany,16% Hungary,"Leipzig,
Germanv"
2020_porsche_cayenne,MPV,0%,37% Germany,31% Slovakia,"Bratislava,
Slovakia"
2020_porsche_cayenne,MPV,1%,55% Germany,25% Slovakia,"Bratislava,
Slovakia"
2020_porsche_cayennehybrid,MPV,0%,37% Germany,24% Slovakia,"Bratislava,
Slovakia"
2020_porsche_911,PC,0%,73%Germany,,"Stuttgart,
Germany"
2020_porsche_911,PC,0%,75% Germany,,"Stuttgart,
Germany"
2020_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germany"
2020_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germanv"
2020_porsche_panamerahybrid,PC,0%,57%Germany,,"Leipzig,
Germanv"
2020_porsche_panamera,PC,0%,60%Germany,,"Leipzig,
Germany"
2020_porsche_panamera,PC,0%,69% Germany,,"Leipzig,
Germany"
2020_porsche_panamera,PC,0%,67% Germany,,"Leipzig,
Germany"
2020_porsche_panamerahybrid,PC,0%,63% Germany,,"Leipzig,
Germany"
2020_porsche_panamerahybrid,PC,0%,62% Germany,,"Leipzig,
Germanv"
2020_porsche_panamera,PC,0%,61% Germany,,"Leipzig,
Germany"
2020_porsche_panamerahybrid,PC,0%,56% Germany,,"Leipzig,
Germany"
2020_porsche_panamera,PC,0%,61% Germany,,"Leipzig,
Germany"
2020_porsche_panamera,PC,0%,68% Germany,,"Leipzig,
Germanv"
2020_porsche_panamera,PC,0%,66% Germany,,"Leipzig,
Germany"
2020_porsche_panamera,PC,0%,61% Germany,,"Leipzig,
Germanv"
2020_porsche_panamera,PC,0%,62% Germany,,"Leipzig,
Germany"
2020_porsche_panamera,PC,0%,60% Germany,,"Leipzig,
Germany"
2020_porsche_panamerahybrid,PC,0%,55% Germany,,"Leipzig,
Germany"
2020_porsche_panamera,PC,0%,59% Germany,,"Leipzig,
Germanv"
2020_porsche_panamera,PC,0%,71% Germany,,"Leipzig,
Germany"
2020_porsche_panamerahybrid,PC,0%,67% Germany,,"Leipzig,
Germanv"
2020_porsche_panamerahybrid,PC,1%,57% Germany,,"Leipzig,
Germanv"
2020_porsche_cayenne,PC,1%,47% Germany,28% Slovakia,"Bratislava, Slovakia"
2020_porsche_cayenne,PC,1%,32% Slovakia,31% Germany,"Bratislava, Slovakia"
