year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2024_volkswagen_gti,PC,1%,44% G,23% H,G
2024_volkswagen_golfr,PC,1%,38% G,19% H,G
2024_volkswagen_golfr,PC,1%,39% G,19% H,G
2024_volkswagen_id4ev,MPV,73%,,,US
2024_volkswagen_id4ev,MPV,71%,16% M,,US
2024_volkswagen_id4ev,MPV,70%,,,US
2024_volkswagen_jetta,PC,5%,47% M,15% G,M
2024_volkswagen_jetta,PC,4%,47% M,,M
2024_volkswagen_jetta,PC,19%,36% M,,M
2024_volkswagen_jetta,PC,4%,47% M,15% G,M
2024_volkswagen_jetta,PC,4%,33% M,18% G,M
2024_volkswagen_taos,MPV,4%,36% M,,M
2024_volkswagen_taos,MPV,4%,34% M,15% G,M
2024_volkswagen_tiguan,MPV,4%,47% M,,M
2024_volkswagen_tiguan,MPV,4%,47% M,,M
2024_volvo_c40hybrid,MPV,0%,50% CH,,BE
2024_volvo_c40hybrid,MPV,0%,45% PL,15% CH,BE
2024_volvo_s60,PC,30%,15% SW,,USA
2024_volvo_s60hybrid,PC,20%,20% FN,15% SW,USA
2024_volvo_s90,PC,0%,80% CH,,CH
2024_volvo_s90hybrid,PC,0%,75% CH,,CH
2024_volvo_v60crosscountry,MPV,0%,40% SW,10% PL,SW
2024_volvo_v60hybrid,PC,0%,30% SW,20% FN,SW
2024_volvo_v90crosscountry,MPV,0%,45% SW,,SW
2024_volvo_xc40,MPV,0%,20% SW,,BE
2024_volvo_xc40hybrid,MPV,0%,50% CH,,BE
2024_volvo_xc40hybrid,MPV,0%,45% PL,15% CH,BE
2024_volvo_xc60,MPV,0%,40% SW,,SW
2024_volvo_xc60hybrid,MPV,0%,30% SW,20% FN,SW
2024_volvo_xc90,MPV,0%,50% SW,,SW
2024_volvo_xc90,MPV,0%,45% SW,,SW
2024_volvo_xc90hybrid,MPV,0%,35% SW,20% FN,SW
