year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2017_toyota_priusvhybrid,PC,0%,100%  J,,J
2017_toyota_rav4,PC,35%,60%  J,,"J, CN"
2017_toyota_rav4hybrid,PC,5%,95%  J,,J
2017_toyota_sequoia,MPV,65%,25%  J,,US
2017_toyota_sienna,MPV,65%,25%  J,,US
2017_toyota_tacoma,Truck,65%,15%  J,,"M, US"
2017_toyota_tundra,Truck,65%,15%  J,,US
2017_toyota_yaris,PC,0%,35% J  ,20%  F,F
2017_toyota_yaris,PC,5%,65%  M,15%  J,M
2017_toyota_yaris,PC,5%,65%  M,20%  J,M
2017_volkswagen_passat,PC,30%,29% M,,
2017_volkswagen_passat,PC,30%,39%G,,
2017_volkswagen_beetle,PC,12%,33%M,,
2017_volkswagen_beetle,PC,10%,33%M,,
2017_volkswagen_beetle,PC,9%,36%M,,
2017_volkswagen_beetle,PC,8%,35%M,,
2017_volkswagen_cc,PC,1%,55%G,18%H,
2017_volkswagen_egolfev,PC,1%,65%  G,,
2017_volkswagen_golf,PC,7%,44%M,,
2017_volkswagen_golf,PC,8%,34%M,32%G,
2017_volkswagen_gti,PC,7%,42%M,17%G,
2017_volkswagen_golfr,PC,1%,39%G,20%H,
2017_volkswagen_golfr,PC,1%,42%G,18%H,
2017_volkswagen_golfsportwagen,PC,8%,43%M,,
2017_volkswagen_golfsportwagen,PC,7%,40%M,28%G,
2017_volkswagen_jetta,PC,11%,38%M,,
2017_volkswagen_jetta,PC,11%,34%M,15%G,
2017_volkswagen_jetta,PC,8%,30%M,22%G,
2017_volkswagen_passat,PC,30%,29%M,,
2017_volkswagen_tiguan,MPV,1%,48%G,16%H,
2017_volkswagen_tiguan,MPV,1%,51% G,17%  H,
2017_volkswagen_tiguan,MPV,1%,49%G,15%H,
2017_volkswagen_tiguan,MPV,1%,50% G,15% H,
2017_volkswagen_touareg,PC,1%,36%G,31%SL,
2017_volvo_s60,PC,1%,30%  SW,20  BE%,BE
2017_volvo_s60,PC,1%,30%  SW,20  BE%,BE
2017_volvo_s60,PC,1%,30%  SW,20  BE%,BE
2017_volvo_s60,PC,1%,30%  SW,20%  BE,SW
2017_volvo_s60,PC,1%,40%  CH,15%  SW,CH
2017_volvo_s60,PC,1%,40%  CH,15%  SW,CH
2017_volvo_s60crosscountry,MPV,1%,25%  SW,20%  BE,BE
2017_volvo_s90,PC,1%,40%  SW,15%  G,SW
2017_volvo_v60,PC,1%,30%  SW,25%  BE,SW
2017_volvo_v60,PC,1%,30%  SW,20%  BE,SW
2017_volvo_v60crosscountry,MPV,1%,30%   SW,20%  BE,SW
2017_volvo_v90crosscountry,PC,1%,30%   SW,10%  G,SW
2017_volvo_xc60,MPV,1%,30%  BE,20%  SW,BE
2017_volvo_xc60,MPV,1%,30%  BE,20%  SW,BE
2017_volvo_xc60,PC,1%,30%  BE,20%  SW,BE
2017_volvo_xc90,MPV,2%,35% SW,10% K,SW
2017_volvo_xc90,MPV,1%,35%  SW,10%  G,SW
