Manufacturers,Makes,Carlines,year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1,assembly2,engine1,engine2,transmission1,transmission2
Kia Motors,Kia,Sportage (QL),2021_kia_sportage,MPV,0%,90% K,,K,,K,,K,
Kia Motors,Kia,Soul,2021_kia_soul,MPV,0%,90% K,,K,,K,,K,
Kia Motors,Kia,Telluride,2021_kia_telluride,MPV,50%,45% K,,US,,K,,US,
Kia Motors,Kia,Stinger,2021_kia_stinger,PC,0%,90% K, ,K,,K,,K,
Lamborghini,Lamborghini,Huracan EVO ,2021_lamborghini_huracan,PC,0%,61% G,15% I,I,,H,,G,
Lamborghini,Lamborghini,Huracan STO,2021_lamborghini_huracan,PC,0%,43% I,40% G,I,,I,,I,
Lamborghini,Lamborghini,Aventador S,2021_lamborghini_aventador,PC,0%,43% I,34% G,I,,I,,I,
Lamborghini,Lamborghini,Aventador SVJ,2021_lamborghini_aventador,PC,0%,49% I,29% G,I,,I,,I,
Lamborghini,Lamborghini,Sian,2021_lamborghini_sian,PC,0%,45% I,31% G,I,,I,,I,
Lamborghini,Lamborghini,URUS,2021_lamborghini_urus,MPV,0%,72% G,,I,,G,,G,
Mazda Motor Corporation,Mazda,CX-3,2021_mazda_cx3,PC,0%,85% J,,J,,J,,J,
Mazda Motor Corporation,Mazda,CX-30,2021_mazda_cx30,PC,5%,65% M,15% J    ,M,,M,,TH,
Mazda Motor Corporation,Mazda,CX-5,2021_mazda_cx5,MPV,0%,90% J,,J,,J,,J,
Mazda Motor Corporation,Mazda,CX-9,2021_mazda_cx9,MPV,0%,90% J,,J,,J,,J,
Mazda Motor Corporation,Mazda,Mazda2,2021_mazda_2,PC,5%,70% M ,25% J,M,,M,,J,
Mazda Motor Corporation,Mazda,Mazda3,2021_mazda_3,PC,0%,80% J,,J,,J,,J,
Mazda Motor Corporation,Mazda,Mazda3,2021_mazda_3,PC,5%,65% M,15% J    ,M,,M,,TH,
Mazda Motor Corporation,Mazda,Mazda6,2021_mazda_6,PC,0%,90% J,,J,,J,,J,
Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C300/C300-4M),2021_mercedesbenz_c,PC,19%,34% SA,30% G,SA,,US,,G,
Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C43),2021_mercedesbenz_c,PC,0%,59% G,28% SA,SA,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C63/C63S),2021_mercedesbenz_c,PC,0%,59% G,28% SA,SA,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C300/C300-4M),2021_mercedesbenz_c,PC,0%,82% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe  (C43),2021_mercedesbenz_c,PC,0%,82% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe  (C63/C63S),2021_mercedesbenz_c,PC,0%,82% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C300/C300-4M),2021_mercedesbenz_c,PC,0%,78% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet  (C43),2021_mercedesbenz_c,PC,0%,78% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C63/C63S),2021_mercedesbenz_c,PC,0%,78% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E350/E350-4M),2021_mercedesbenz_e,PC,0%,79% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E450-4M/ AMG E53),2021_mercedesbenz_e,PC,0%,79% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E63S),2021_mercedesbenz_e,PC,0%,79% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E450-4M),2021_mercedesbenz_e,PC,0%,82% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E63S),2021_mercedesbenz_e,PC,0%,82% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,E-Class Coupe (E450/E450-4M/AMG E53),2021_mercedesbenz_e,PC,0%,81% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,E-Class Cabriolet (E450/E450-4M/AMG E53),2021_mercedesbenz_e,PC,0%,77% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,CLS Coupe (CLS450/CLS450-4M/AMG CLS53),2021_mercedesbenz_cls,PC,0%,82% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,S-Class Coupe (S560-4M/S63-4M),2021_mercedesbenz_s,PC,0%,84% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,S-Class Cabriolet  (S560-4M/S63-4M),2021_mercedesbenz_s,PC,0%,79% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA250/CLA250-4M),2021_mercedesbenz_cla,PC,0%,61% G,15% H,H,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA45 AMG),2021_mercedesbenz_cla,PC,0%,61% G,15% H,H,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA35 AMG),2021_mercedesbenz_cla,PC,0%,61% G,15%H,H,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLA SUV (GLA250/GLA250-4M),2021_mercedesbenz_gla,MPV,0%,73% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLA SUV (AMG GLA35 / AMG GLA45),2021_mercedesbenz_gla,MPV,0%,73% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLC SUV  (GLC300),2021_mercedesbenz_glc,MPV,0%,78% G,,FN,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLC SUV  (GLC300-4M),2021_mercedesbenz_glc,MPV,17%,58% G,,G,,US,,G,
Mercedes-Benz USA,Mercedes-Benz,GLC SUV  (GLC300),2021_mercedesbenz_glc,MPV,19%,58% G,,G,,US,,G,
Mercedes-Benz USA,Mercedes-Benz,GLC SUV  (GLC43-4M),2021_mercedesbenz_glc,MPV,0%,75% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLC SUV  (GLC63-4M),2021_mercedesbenz_glc,MPV,0%,75% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC300-4M),2021_mercedesbenz_glc,PC,16%,60% G,,G,,US,,G,
Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC300/GLC300-4M),2021_mercedesbenz_glc,PC,0%,79% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLC Coupe  (GLC43-4M),2021_mercedesbenz_glc,PC,0%,79% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC63-4M/GLC63S-4M),2021_mercedesbenz_glc,PC,0%,79% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE350-4M/GLE350),2021_mercedesbenz_gle,MPV,69%,12% G,,US,,US,,G,
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE450-4M),2021_mercedesbenz_gle,MPV,46%,36% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE580-4M),2021_mercedesbenz_gle,MPV,46%,36% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE63-4M),2021_mercedesbenz_gle,PC,46%,36% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE53-4M),2021_mercedesbenz_gle,PC,46%,36% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLE Coupe (GLE53-4M),2021_mercedesbenz_gle,PC,48%,34% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLE Coupe (GLE63S),2021_mercedesbenz_gle,PC,48%,34% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,G-Class SUV (G550/G63),2021_mercedesbenz_g,MPV,2%,27% G,26% AU,AU,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS450-4M),2021_mercedesbenz_gls,MPV,49%,35% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS580-4M),2021_mercedesbenz_gls,MPV,49%,35% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS63),2021_mercedesbenz_gls,MPV,49%,35% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS600 Maybach),2021_mercedesbenz_gls,MPV,48%,39% G,,US,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,AMG GT Coupe (AMG GT/AMG GT S/AMG GT R/ AMG GT C),2021_mercedesbenz_amggt,PC,0%,84% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,AMG GT Roadster (AMG GT/ AMG GT R/ AMG GT C),2021_mercedesbenz_amggt,PC,0%,80% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT43 / AMG GT53),2021_mercedesbenz_amggt,PC,0%,85% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT63/ AMG GT63S),2021_mercedesbenz_amggt,PC,0%,85% G,,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,A-Class Sedan (A220/ A220-4M),2021_mercedesbenz_a,PC,4%,46% G,37% MX,MX,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,A-Class Sedan (A35),2021_mercedesbenz_a,PC,0%,71% G, ,G,,G,,G,
Mercedes-Benz USA,Mercedes-Benz,GLB SUV (GLB250/ GLB250-4M),2021_mercedesbenz_glb,MPV,5%,44% G,40% MX,MX,,G,,G,
Mitsubishi Motors Corporation,Mitsubishi,Mirage LE,2021_mitsubishi_mirage,PC,0%,92% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Mirage ES M/T,2021_mitsubishi_mirage,PC,0%,91% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Mirage CVT ES,2021_mitsubishi_mirage,PC,0%,92% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Mirage SE,2021_mitsubishi_mirage,PC,0%,91% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Mirage CE,2021_mitsubishi_mirage,PC,0%,89% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Mirage G4  CVT  ES,2021_mitsubishi_mirage,PC,0%,92% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Mirage G4  MT  ES,2021_mitsubishi_mirage,PC,0%,91% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Mirage G4  LE,2021_mitsubishi_mirage,PC,0%,92% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Mirage G4  SE,2021_mitsubishi_mirage,PC,0%,91% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Mirage G4  CE,2021_mitsubishi_mirage,PC,0%,89% TH,,TH,,TH,,TH,
Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV FE,2021_mitsubishi_outlanderhybrid,MPV,0%,97% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV SEL,2021_mitsubishi_outlander,MPV,0%,97% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV LE,2021_mitsubishi_outlander,MPV,0%,97% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander PHEV GT,2021_mitsubishi_outlander,MPV,0%,96% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport ES 2WD,2021_mitsubishi_outlandersport,MPV,0%,94% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport LE 2WD,2021_mitsubishi_outlander,MPV,0%,96% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport SE 2WD,2021_mitsubishi_outlandersport,MPV,0%,93% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport S 2WD,2021_mitsubishi_outlander,MPV,0%,96% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport ES 4WD,2021_mitsubishi_outlandersport,MPV,0%,95% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport LE 4WD,2021_mitsubishi_outlander,MPV,0%,96% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport SE 4WD,2021_mitsubishi_outlandersport,MPV,0%,93% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport GT 4WD,2021_mitsubishi_outlandersport,MPV,0%,93% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander BE 2WD,2021_mitsubishi_outlander,MPV,0%,96% J,,J,,J,,J,
Mitsubishi Motors Corporation,Mitsubishi,Outlander BE 4WD,2021_mitsubishi_outlander,MPV,0%,96% J,,J,,J,,J,
"Nissan North America, Inc",Infiniti,QX50,2021_infiniti_qx50,MPV,10%,55% MX,20% J,MX,,J,,MX,
"Nissan North America, Inc",Infiniti,Q50,2021_infiniti_q50,PC,0%,95% J,,J,,J,,J,
"Nissan North America, Inc",Infiniti,Q60,2021_infiniti_q60,PC,0%,95% J,,J,,J,,J,
"Nissan North America, Inc",Infiniti,QX80,2021_infiniti_qx80,MPV,0%,100% J,,J,,J,,J,
"Nissan North America, Inc",Nissan,Altima 4CYL,2021_nissan_altima,PC,50%,20% MX,,US,,MX,,MX,
"Nissan North America, Inc",Nissan,Altima 4CYL Turbo,2021_nissan_altima,PC,50%,20% MX,,US,,J,,MX,
"Nissan North America, Inc",Nissan,Armada,2021_nissan_armada,MPV,5%,95% J,,J,,J,,J,
"Nissan North America, Inc",Nissan,Frontier,2021_nissan_frontier,Truck,45%,20% J,,US,,US,,J,
"Nissan North America, Inc",Nissan,GT-R,2021_nissan_gtr,PC,0%,100% J,,J,,J,,J,
"Nissan North America, Inc",Nissan,Kicks,2021_nissan_kicks,PC,15%,70% MX,,MX,,MX,,MX,
"Nissan North America, Inc",Nissan,Leaf,2021_nissan_leaf,PC,35%,40% J,,US,,J,,J,
"Nissan North America, Inc",Nissan,Maxima,2021_nissan_maxima,PC,50%,15% MX,,US,,US,,MX,
"Nissan North America, Inc",Nissan,Murano ,2021_nissan_murano,MPV,55%,,,US,,US,,MX,
"Nissan North America, Inc",Nissan,NV200  Cargo,2021_nissan_nv200,Truck,20%,60% MX,15% J,MX,,MX,,MX,
"Nissan North America, Inc",Nissan,Rogue Sport,2021_nissan_roguesport,MPV,0%,95% J,,J,,J,,MX,
"Nissan North America, Inc",Nissan,Rogue,2021_nissan_rogue,MPV,30%,35% J, ,US,,US,,MX,
"Nissan North America, Inc",Nissan,Rogue,2021_nissan_rogue,MPV,30%,35% J, ,J,,J,,J,
"Nissan North America, Inc",Nissan,Sentra,2021_nissan_sentra,PC,15%,60% MX, ,MX,,MX,,MX,
"Nissan North America, Inc",Nissan,Titan,2021_nissan_titan,Truck,50%,15% J,,US,,US,,J,
"Nissan North America, Inc",Nissan,Versa Sedan,2021_nissan_versa,PC,15%,70% MX,,MX,,MX,,MX,
Polestar,Polestar,PS1 Aut (8vxl) FWD + ERAD,2021_polestar_1,PC,1%,40% CH,20% SE,CH,,SE,,JP,
Polestar,Polestar,PS2 (Polestar 2),2021_polestar_2,PC,1%,95% CH,5% SE,CH,,CH,,CH,
Porsche AG,Porsche,Macan,2021_porsche_macan,MPV,0%,57% Germany,,"Leipzig,
Germany",,H,,G ,
Porsche AG,Porsche,Macan S,2021_porsche_macan,MPV,0%,65% Germany,15% Hungary,"Leipzig,
Germanv",,H,,G ,
Porsche AG,Porsche,Macan GTS,2021_porsche_macan,MPV,0%,66% Germany, ,"Leipzig,
Germanv",,H,,G ,
Porsche AG,Porsche,Macan Turbo,2021_porsche_macan,MPV,0%,68% Germany, ,"Leipzig,
Germanv",,H,,G ,
Porsche AG,Porsche,Cayenne Coupe,2021_porsche_cayenne,MPV,0%,31% Germany,29% Slovakia,"Bratislava,
Slovakia",,H,,G ,
Porsche AG,Porsche,Cayenne S Coupe,2021_porsche_cayenne,MPV,0%,35% Germany,25% Slovakia,"Bratislava,
Slovakia",,H,,G ,
Porsche AG,Porsche,Cayenne S,2021_porsche_cayenne,MPV,0%,35% Germany,27% Slovakia,"Bratislava,
Slovakia",,H,,G ,
Porsche AG,Porsche,Cayenne,2021_porsche_cayenne,MPV,0%,34% Germany,25% Slovakia,"Bratislava,
Slovakia",,H,,G ,
Porsche AG,Porsche,Cayenne GTS Coupe,2021_porsche_cayenne,MPV,0%,53% Germany,21% Slovakia,"Bratislava,
Slovakia",,H,,G ,
Porsche AG,Porsche,Cayenne GTS,2021_porsche_cayenne,MPV,0%,54% Germany,22% Slovakia,"Bratislava,
Slovakia",,H,,G ,
Porsche AG,Porsche,Cayenne Turbo,2021_porsche_cayenne,MPV,1%,51% Germany,25% Slovakia,"Bratislava,
Slovakia",,G,,G ,
Porsche AG,Porsche,Cayenne Coupe Turbo,2021_porsche_cayenne,MPV,1%,50% Germany,22% Slovakia,"Bratislava,
Slovakia",,G,,G ,
Porsche AG,Porsche,718 Cayman,2021_porsche_cayman,PC,0%,73% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman,2021_porsche_cayman,PC,0%,73% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman S,2021_porsche_cayman,PC,0%,73% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman S,2021_porsche_cayman,PC,0%,73% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman T,2021_porsche_cayman,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman T,2021_porsche_cayman,PC,0%,74% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster,2021_porsche_boxster,PC,0%,75% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster,2021_porsche_boxster,PC,0%,75% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster S,2021_porsche_boxster,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster S,2021_porsche_boxster,PC,0%,74% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster T,2021_porsche_boxster,PC,0%,77% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster T,2021_porsche_boxster,PC,0%,77% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Spyder,2021_porsche_spyder,PC,0%,78% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Spyder,2021_porsche_spyder,PC,0%,78% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman GT4,2021_porsche_cayman,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman GT4,2021_porsche_cayman,PC,0%,74% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman GTS 4.0 (Man),2021_porsche_cayman,PC,0%,72% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman GTS 4.0 (Man),2021_porsche_cayman,PC,0%,72% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster GTS 4.0 (Man),2021_porsche_boxster,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster GTS 4.0 (Man),2021_porsche_boxster,PC,0%,74% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman GTS 4.0 (auto),2021_porsche_cayman,PC,0%,73% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Cayman GTS 4.0 (auto),2021_porsche_cayman,PC,0%,73% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster GTS 4.0 (auto),2021_porsche_boxster,PC,0%,75% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,718 Boxster GTS 4.0 (auto),2021_porsche_boxster,PC,0%,75% Germany,,"Osnabrueck, Germany",,G,,G ,
Porsche AG,Porsche,911 Carrera,2021_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,911 Carrera Cabriolet,2021_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,911 Carrera 4,2021_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,911 Carrera 4 Cabriolet,2021_porsche_911,PC,0%,77% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,911 Carrera S,2021_porsche_911,PC,0%,73%Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,911 Carrera S Cabriolet,2021_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,911 Carrera 4S,2021_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,
Porsche AG,Porsche,911 Carrera 4S Cabriolet,2021_porsche_911,PC,0%,75% Germany,,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,911 Targa 4,2021_porsche_911,PC,0%,73% Germany,,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,911 Targa 4S,2021_porsche_911,PC,0%,73% Germany,,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,911 Turbo,2021_porsche_911,PC,0%,72% Germany,,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,911 Turbo S  ,2021_porsche_911,PC,0%,75% Germany,,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,911 Turbo Cabriolet,2021_porsche_911,PC,0%,73% Germany,,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,911 Turbo S Cabriolet,2021_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,Taycan 4S,2021_porsche_taycan,PC,0%,51% Germany,23% Poland,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,Taycan 4S w Perf Pack,2021_porsche_taycan,PC,0%,50% Germany,26% Poland,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,Taycan Turbo,2021_porsche_taycan,PC,0%,54% Germany,23% Poland,"Stuttgart,
Germanv",,G,,G ,
Porsche AG,Porsche,Taycan Turbo S,2021_porsche_taycan,PC,0%,56% Germany,20% Poland,"Stuttgart,
Germanv",,G,,G ,
Rolls-Royce Motor,Rolls-Royce,Phantom,2021_rollsroyce_phantom,PC,5%,60% G,15% UK,UK,,G,,G,
Rolls-Royce Motor,Rolls-Royce,Ghost,2021_rollsroyce_ghost,PC,5%,60% G,15% UK,UK,,G,,G,
Rolls-Royce Motor,Rolls-Royce,Wraith,2021_rollsroyce_wraith,PC,5%,60% G,15% UK,UK,,G,,G,
Rolls-Royce Motor,Rolls-Royce,Dawn,2021_rollsroyce_dawn,PC,5%,60% G,15% UK,UK,,G,,G,
Rolls-Royce Motor,Rolls-Royce,Cullinan,2021_rollsroyce_cullinan,MPV,5%,60% G,15% UK,UK,,G,,G,
Subaru,Subaru,Ascent,2021_subaru_ascent,MPV,50%,30% J,,US,,J,,J,
Subaru,Subaru,Forester,2021_subaru_forester,MPV,0%,85% J,,J,,J,,J,
Subaru,Subaru,Impreza,2021_subaru_impreza,PC,45%,40% J,,US,,J,,J,
Subaru,Subaru,Impreza 5 dr,2021_subaru_impreza,PC,45%,35% J,,US,,J,,J,
Subaru,Subaru,Legacy,2021_subaru_legacy,PC,50%,35% J,,US,,J,,J,
Subaru,Subaru,Outback,2021_subaru_outback,MPV,50%,35% J,,US,,J,,J,
Subaru,Subaru,WRX,2021_subaru_wrx,PC,0%,90% J,,J,,J,,J,
Subaru,Subaru,Crosstrek,2021_subaru_crosstrek,MPV,0%,85% J,,J,,J,,J,
Subaru,Subaru,Crosstrek Hybrid,2021_subaru_crosstrekhybrid,MPV,0%,90% J,,J,,J,,J,
Tesla Inc.,Tesla,Model S,2021_tesla_models,PC,60%,20% MX,,"Fremont, CA",,USA,,USA ,
Tesla Inc.,Tesla,Model X,2021_tesla_modelx,MPV,55%,20% MX,,"Fremont, CA",,USA,,USA ,
Tesla Inc.,Tesla,Model 3 Standard Range,2021_tesla_model3,PC,65%,15% MX,,"Fremont, CA",,USA,,USA ,
Tesla Inc.,Tesla,Model 3 Long Range   ,2021_tesla_model3,PC,65%,15% MX,,"Fremont, CA",,USA,,USA ,
Tesla Inc.,Tesla,Model 3 Performance,2021_tesla_model3,PC,65%,15% MX,,"Fremont, CA",,USA,,USA ,
Tesla Inc.,Tesla,Model Y,2021_tesla_modely,MPV,60%,"20%
Mexico ",,"Fremont, CA",,USA,,USA ,
Toyota,Lexus,GX460,2021_lexus_gx,MPV,0%,100% J,,J,,J,,J,
Toyota,Lexus,ES 350,2021_lexus_es,PC,55%,20% J,,US,,US,,US,
Toyota,Lexus,ES 300h,2021_lexus_es,PC,40%,35% J,,US,,US,,J,
Toyota,Lexus,IS300 / 350,2021_lexus_is,PC,5%,95% J,,J,,J,,J,
Toyota,Lexus,LC 500,2021_lexus_lc,PC,0%,100% J,,J,,J,,J,
Toyota,Lexus,LC Convertible,2021_lexus_lc,PC,0%,100% J,,J,,J,,J,
Toyota,Lexus,LC 500h,2021_lexus_lchybrid,PC,0%,100% J,,J,,J,,J,
Toyota,Lexus,LS 500,2021_lexus_ls,PC,0%,100% J,,J,,J,,J,
Toyota,Lexus,LS 500h,2021_lexus_lshybrid,PC,0%,100% J,,J,,J,,J,
Toyota,Lexus,LX570,2021_lexus_lx,PC,0%,100% J,,J,,J,,J,
Toyota,Lexus,NX,2021_lexus_nx,MPV,5%,95% J,,J,,J,,J,
Toyota,Lexus,NX Hybrid,2021_lexus_nxhybrid,MPV,5%,95% J,,J,,J,,J,
Toyota,Lexus,UX,2021_lexus_ux,MPV,0%,100% J,,J,,J,,J,
Toyota,Lexus,UX Hybrid,2021_lexus_uxhybrid,MPV,5%,95% J,,J,,J,,J,
Toyota,Lexus,RX350,2021_lexus_rx,MPV,45%,30% J,,CAN,J,US,J,J,
Toyota,Lexus,RX L,2021_lexus_rx,MPV,0%,100% J,,J,,J,,J,
Toyota,Lexus,RX450h,2021_lexus_rxhybrid,MPV,30%,55% J,,CAN,,J,,J,
Toyota,Lexus,RXh L,2021_lexus_rxhybrid,MPV,0%,100% J,,J,,J,,J,
Toyota,Lexus,RC,2021_lexus_rc,PC,0%,100% J,,J,,J,,J,
Toyota,Lexus,RC F,2021_lexus_rcf,PC,0%,100% J,,J,,J,,J,
Toyota,Toyota,Mirai,2021_toyota_mirai,PC,0%,100% J,,J,,J,,J,
Toyota,Toyota,4Runner,2021_toyota_4runner,MPV,0%,100% J,,J,,J,,J,
Toyota,Toyota,Avalon,2021_toyota_avalon,PC,55%,15% J,,US,,US,,US,J
Toyota,Toyota,Avalon Hybrid,2021_toyota_avalonhybrid,PC,45%,30% J,,US,,US,,J,
Toyota,Toyota,Camry,2021_toyota_camry,PC,55%,20% J,,US,,J,US,J,US
