Manufacturers,Makes,Carlines,year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1,assembly2,engine1,engine2,transmission1,transmission2
FCA,Fiat,500X,2021_fiat_500x,MPV,0%,62% I,20% PL,Melfi Italy,,PL,,US,
FCA,Jeep,Cherokee,2021_jeep_cherokee,MPV,71%,18% M,,Belvidere IL USA,,US,,US,
FCA,Jeep,Compass,2021_jeep_compass,MPV,20%,69% M,,Toluca Mexico,,M,US (9SPD),J (6SPD)                  I (Manual),
FCA,Jeep,Gladiator,2021_jeep_gladiator,Truck,65%,19% M,,Toledo OH USA,,M,US,J (Manual),
FCA,Jeep,Grand Cherokee,2021_jeep_grandcherokee,MPV,67%,23% M,,Detroit Ml USA,,M,US,G (8 SPD 8HP70)          G(8SPD 8HP95),
FCA,Jeep,Renegade,2021_jeep_renegade,MPV,14%,63% I,,Melfi Italy,US (2.4L),PL (1.3L),,US,
Fiat Chrysler,Jeep,Wrangler  ,2021_jeep_wrangler,MPV,60%,20% M,,Toledo OH USA,US or I (2.0L),M (3.5L)             I (3.0 Diesel),US,J (Manual),
Fiat Chrysler,RAM,Ram 1500 Pickup,2021_ram_1500,Truck,58%,32% M,,Sterling Heights MI USA,US (3.6L),M (5.7L)             I (3.0L Diesel),US, ,
Fiat Chrysler,RAM,Ram 1500 CLASSIC,2021_ram_1500classic,Truck,63%,27% M,,Warren MI USA ,US (3.6L),M (5.7L),US,G (8HP70),
Fiat Chrysler,RAM,Ram 1500 CLASSIC,2021_ram_1500classic,Truck,49%,45% M,,Saltillo Mexico (Reg. Cab),US (3.6L),M (5.7L),US,G (8HP70),
Fiat Chrysler,RAM,Promaster City,2021_ram_promaster,MPV,34%,44% T,18% I,Bursa Turkey,,US,,US,
Fiat Chrysler,Maserati,Levante,2021_maserati_levante,MPV,2%,70% I,,I,,I,,G,
Fiat Chrysler,Maserati,Ghibli,2021_maserati_ghibli,PC,3%,74% I,,I,,I,,G,
Fiat Chrysler,Maserati,Quattroporte,2021_maserati_quattroporte,PC,3%,76% I,,I,,I,,G,
Ford Motor Company,Ford,Bronco,2021_ford_bronco,Truck,61%,15% MX,,US,,MX (2.3),US (2.7),US,
Ford Motor Company,Ford,Bronco Sport,2021_ford_broncosport,MPV,10%,80% MX,,MX,,ESP (2.0),MX (1.5),US,
Ford Motor Company,Ford,EcoSport,2021_ford_ecosport,MPV,16%,51% IN,15% CH,IN, ,G (1.0L),US (2.0L),MX,US
Ford Motor Company,Ford,Edge,2021_ford_edge,MPV,41%,17% MX,,CAN,,ESP (2.0L),MX (2.7L),US,
Ford Motor Company,Ford,Escape,2021_ford_escape,MPV,40%,25% MX,,US,,"MX (1.5, 2.5)",ESP (2.0),US, 
Ford Motor Company,Ford,Expedition,2021_ford_expedition,MPV,60%, ,,US,,US  ,,US,
Ford Motor Company,Ford,Explorer,2021_ford_explorer,MPV,48%,15% MX,,US,,"US (3.0, 3.3)",MX (2.3),US,
Ford Motor Company,Ford,F150,2021_ford_f150,Truck,55%,15% MX,,US, ,UK (3.0),MX (3.5),US,
Ford Motor Company,Ford,F150,2021_ford_f150,Truck,55%,15% MX,,US, ,"US (2.7, 3.3)",US (5.0L),US,
Ford Motor Company,Ford,Ford GT,2021_ford_gt,PC,12%,,,CAN,,US,,GER,
Ford Motor Company,Ford,Mustang,2021_ford_mustang,PC,77%, ,,US,,US,,US,
Ford Motor Company,Ford,Mustang Mach-E,2021_ford_mustangmache,MPV,15%,70% MX,,MX,,MX,,MX,
Ford Motor Company,Ford,Ranger,2021_ford_ranger,MPV,45%,15% MX,,US,,US,,US,
Ford Motor Company,Ford,Transit Connect,2021_ford_transit,Truck,15%,45% ESP,,ESP,,MX (2.5),US (2.0),US,FR
Ford Motor Company,Lincoln,Corsair,2021_lincoln_corsair,PC,25%,25% MX,,US,,"ESP(2.0L, 2.3L)",MX (2.5L),US,
Ford Motor Company,Lincoln,Nautilus,2021_lincoln_nautilus,MPV,40%,15% MX,,CAN,,ESP, ,US,
Ford Motor Company,Lincoln,Navigator,2021_lincoln_navigator,MPV,50%, ,,US,,US,,US,
General Motors LLC,Cadillac,Escalade,2021_cadillac_escalade,MPV,46%,38% M ,,US,,US,,US,
General Motors LLC,Chevrolet,Equinox,2021_chevrolet_equinox,MPV,38%,40% M,,M,,US,M,US,
General Motors LLC,Chevrolet,"Tahoe, Suburban",2021_chevrolet_tahoe,MPV,46%,38% M,,US,,US,,US,
General Motors LLC,GMC,Terrain,2021_gmc_terrain,MPV,38%,40% M,,M,,US,M,US,
General Motors LLC,GMC,"Yukon, Yukon EXT",2021_gmc_yukon,MPV,46%,38% M,,US,,US,,US,
GM LLC,Chevrolet,Trailblazer,2021_chevrolet_trailblazer,MPV,3%,44% Korea ,29% M,K,,M,,M,
GM LLC,Buick,Encore GX,2021_buick_encore,MPV,3%,44% Korea ,29% M,K,,M,,M,
GM LLC,Chevrolet,Blazer,2021_chevrolet_blazer,MPV,49%,25% MX, ,"M, Ramos Arizpe",,US,,US,
GM LLC,Chevrolet,Traverse,2021_chevrolet_traverse,MPV,49%,25% MX, ,"US, Lansing, MI",,M,,US,
GM LLC,Buick,Enclave,2021_buick_enclave,MPV,49%,25% MX, ,"US, Lansing, MI",,M,,US,
GM LLC,GMC,Acadia,2021_gmc_acadia,MPV,49%,25% MX, ,"US, Spring Hill, TN",,US,,US,
GM LLC,Cadillac,XT5,2021_cadillac_xt5,MPV,49%,25% MX, ,"US, Spring Hill, TN",,US,,US,
GM LLC,Cadillac,XT6,2021_cadillac_xt6,MPV,49%,25% MX, ,"US, Spring Hill, TN",,US,,US,
GM LLC,Chevrolet,Malibu,2021_chevrolet_malibu,PC,46%,28% M, ,"US, Kansas City, KA",,US, ,US,M
GM LLC,Cadillac,XT4,2021_cadillac_xt4,MPV,46%,28% M, ,"US, Kansas City, KA",,US,,US,
GM LLC,Buick,Encore ,2021_buick_encore,MPV,4%,63% Korea, ,"K, Bupyeong",,A,,K,
GM LLC,Chevrolet,Trax,2021_chevrolet_trax,MPV,4%,62% Korea, ,"K, Bupyeong",,A,,K,
GM LLC,Chevrolet,Spark,2021_chevrolet_spark,PC,1%,76% Korea, ,"K, Changwon",,A,,K, 
GM LLC,Chevrolet,Colorado,2021_chevrolet_colorado,T,60%,21% M, ,"US, Wentzville, MO",,US,TH,US,
GM LLC,GMC,Canyon,2021_gmc_canyon,T,60%,21% M, ,"US, Wentzville, MO",,US,TH,US,
GM LLC,Chevrolet,Camaro,2021_chevrolet_camaro,PC,57%,20% M, ,"US, Lansing, MI",,US,,US,M
GM LLC,Chevrolet,Silverado,2021_chevrolet_silverado,T,46%,38% Mexico, ,"US, Roanoke, IN","M, Silao",US,,US,
GM LLC,GMC,Sierra,2021_gmc_sierra,T,46%,38% Mexico, ,"US, Roanoke, IN","M, Silao",US,,US,
GM LLC,Cadillac,CT4,2021_cadillac_ct4,PC,49%,21% China, ,"US, Lansing, MI",,US,,US,
GM LLC,Cadillac,CT5,2021_cadillac_ct5,PC,49%,21% China, ,"US, Lansing, MI",,US,,US,
GM LLC,Chevrolet,Corvette,2021_chevrolet_corvette,PC,72%, , ,"US, Bowling Green, KY",,US,,US,
"Honda Motor Co., Ltd.",Acura,RDX FWD  A- Spec,2021_acura_rdx,MPV,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Acura,RDX FWD,2021_acura_rdx,MPV,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Acura,RDX AWD  A- Spec,2021_acura_rdx,MPV,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Acura,RDX AWD  A- Spec,2021_acura_rdx,MPV,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Acura,RDX AWD,2021_acura_rdx,MPV,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,Pilot 2WD,2021_honda_pilot,MPV,70%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,Pilot AWD,2021_honda_pilot,MPV,70%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,Passport 2WD,2021_honda_passport,MPV,70%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,Passport AWD,2021_honda_passport,MPV,70%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,Odyssey,2021_honda_odyssey,MPV,70%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Acura,ILX AWD,2021_acura_ilx,PC,55%,25% J,,US,,US,,US,
"Honda Motor Co., Ltd.",Acura,TLX AWD,2021_acura_tlx,PC,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Acura,TLX  AWD A-Spec,2021_acura_tlx,PC,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Acura,TLX  FWD,2021_acura_tlx,PC,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Acura,TLX  FWD A-Spec,2021_acura_tlx,PC,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,CR-V FWD,2021_honda_crv,MPV,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,CR-V FWD,2021_honda_crv,MPV,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,CR-V FWD,2021_honda_crv,MPV,65%,,,CAN,,US,,US,
"Honda Motor Co., Ltd.",Honda,CR-V FWD,2021_honda_crv,MPV,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2021_honda_crv,MPV,50%,25% J,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2021_honda_crv,MPV,50%,25% J,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2021_honda_crv,MPV,50%,25% J,,CAN,,US,,US,
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2021_honda_crv,MPV,50%,25% J,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2021_honda_crv,MPV,50%,25% J,,US,,J,,J,
"Honda Motor Co., Ltd.",Honda,HR-V FWD,2021_honda_hrv,MPV,20%,40% MX,20% J,MX,,US,,MX,
"Honda Motor Co., Ltd.",Honda,HR-V AWD,2021_honda_hrv,MPV,20%,35% MX,20% J,MX,,US,,Ind,
"Honda Motor Co., Ltd.",Honda,Civic  5Dr,2021_honda_civic,PC,20%,20% UK,20% J,UK,,J,,US,
"Honda Motor Co., Ltd.",Honda,Civic  5Dr,2021_honda_civic,PC,20%,20% UK,20% J,UK,,J,,Ind,
"Honda Motor Co., Ltd.",Honda,Civic  5Dr,2021_honda_civic,PC,20%,20% UK,20% J,UK,,US,,J,
"Honda Motor Co., Ltd.",Honda,Civic 4D,2021_honda_civic,PC,65%,,,US,,US,,MX,
"Honda Motor Co., Ltd.",Honda,Civic 4D,2021_honda_civic,PC,65%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,Civic 4D,2021_honda_civic,PC,65%,,,CAN,,US,,MX,
"Honda Motor Co., Ltd.",Honda,Civic 4D,2021_honda_civic,PC,65%,,,CAN,,US,,US,
"Honda Motor Co., Ltd.",Honda,Accord,2021_honda_accord,PC,50%,20% J,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,Accord,2021_honda_accord,PC,50%,20% J,,US,,J,,J,
"Honda Motor Co., Ltd.",Honda,Accord Sport/Touring,2021_honda_accord,PC,60%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,Accord Sport/Touring,2021_honda_accord,PC,60%,,,US,,US,,US,
"Honda Motor Co., Ltd.",Honda,Accord Sport/Touring,2021_honda_accord,PC,60%,,,US,,J,,J,
"Honda Motor Co., Ltd.",Honda,Insight,2021_honda_insight,PC,45%,35% J,,US,,J,,J,
"Honda Motor Co., Ltd.",Honda,Insight Touring,2021_honda_insight,PC,40%,35% J,,US,,J,,J,
"Honda Motor Co., Ltd.",Honda,Clarity,2021_honda_clarityhybrid,PC,10%,85% J,,J,,J,,J,
Hyundai Motor Company,Genesis,G90,2021_genesis_g90,PC,0%,85% K,,K,,K,,K,
Hyundai Motor Company,Genesis,G80,2021_genesis_g80,PC,0%,90% K,,K,,K,,K,
Hyundai Motor Company,Genesis,G70,2021_genesis_g70,PC,5%,80% K,,K,,K,,K,
Hyundai Motor Company,Genesis,GV80,2021_genesis_gv80,MPV,5%,90% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Accent,2021_hyundai_accent,PC,5%,55% M,35% K,M ,,M,,K,M
Hyundai Motor Company,Hyundai,Elantra,2021_hyundai_elantra,PC,55%,25% K,15% M,US,,US,,M  ,
Hyundai Motor Company,Hyundai,Elantra ,2021_hyundai_elantra,PC,0%,95% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Elantra HEV,2021_hyundai_elantrahybrid,PC,0%,85% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Ioniq PHEV,2021_hyundai_ioniqhybrid,PC,0%,85% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Ioniq EV,2021_hyundai_ioniq,PC,0%,95% K, ,K,,K,,K,
Hyundai Motor Company,Hyundai,Ioniq HEV,2021_hyundai_ioniqhybrid,PC,0%,80% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Kona,2021_hyundai_kona,MPV,0%,85% K,,K,,K, ,K,
Hyundai Motor Company,Hyundai,Palisade,2021_hyundai_palisade,MPV,5%,80% K,,K,,K, ,K,
Hyundai Motor Company,Hyundai,Kona EV,2021_hyundai_konaev,MPV,0%,95% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Santa Fe ,2021_hyundai_santafe,MPV,50%,40% K,,US,,US,,US,K
Hyundai Motor Company,Hyundai,Santa Fe HEV,2021_hyundai_santafehybrid,MPV,0%,95% K,,K,,K,,K, 
Hyundai Motor Company,Hyundai,Sonata HEV,2021_hyundai_sonatahybrid,PC,0%,90% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Sonata,2021_hyundai_sonata,PC,0%,85% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Sonata,2021_hyundai_sonata,PC,45%,40% K,,US,,US,,US,
Hyundai Motor Company,Hyundai,Tucson,2021_hyundai_tucson,MPV,0%,85% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Veloster,2021_hyundai_veloster,PC,0%,85% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Veloster N,2021_hyundai_velostern,PC,5%,85% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Nexo,2021_hyundai_nexo,MPV,0%,80% K,,K,,K,,K,
Hyundai Motor Company,Hyundai,Venue,2021_hyundai_venue,MPV,0%,95% K,,K,,K,,K,
Jaguar Land Rover Limited,Jaguar,F-PACE (2.0t),2021_jaguar_fpace,MPV,0%,61% UK,15% G,UK, ,UK, ,G,
Jaguar Land Rover Limited,Jaguar,F-PACE (3.0t),2021_jaguar_fpace,MPV,0%,61% UK,15% G,UK, ,UK, ,G,
Jaguar Land Rover Limited,Jaguar,F-PACE - SVR,2021_jaguar_fpace,MPV,0%,61% UK,11% G,UK, ,UK, ,G,
Jaguar Land Rover Limited,Jaguar,XF - P250 RWD,2021_jaguar_xf,PC,4%,50% UK,43% G,UK,,UK,,G,
Jaguar Land Rover Limited,Jaguar,XF - P300 AWD,2021_jaguar_xf,PC,4%,48% G,46% UK,UK,,UK,,G,
Jaguar Land Rover Limited,Land Rover,Defender - 90,2021_landrover_defender,MPV,1%,31% UK,19% G,SL,,UK,,G,
Jaguar Land Rover Limited,Land Rover,Defender - 110,2021_landrover_defender,MPV,1%,31% UK,19% G,SL,,UK,,G,
Jaguar Land Rover Limited,Land Rover,Discovery Sport,2021_landrover_discoverysport,MPV,7%,50% UK,,UK,,UK,,US,
Jaguar Land Rover Limited,Land Rover,Range Rover Evoque,2021_landrover_rangeroverevoque,MPV,9%,54% UK,15% G ,UK,,UK,,US,
Jaguar Land Rover Limited,Land Rover,"Range Rover Velar
(2.0L 14 Gasoline Turbocharged)",2021_landrover_rangerovervelar,MPV,8%,60% UK,,UK,,UK,,G,
Jaguar Land Rover Limited,Land Rover,"Range Rover Velar
(3.0L V6 Gasoline Supercharged)",2021_landrover_rangerovervelar,MPV,8%,60% UK,,UK,,UK,,G,
Jaguar Land Rover Limited,Land Rover,E-Pace (I4-246  HP),2021_jaguar_epace,MPV,14%,62% G,21% UK,AU,,UK,,US,
Jaguar Land Rover Limited,Land Rover,E-Pace (I4-296  HP),2021_jaguar_epace,MPV,15%,63% G,20% UK,AU,,UK,,US,
Kia Motors,Kia,Forte,2021_kia_forte,PC,5%,60% M ,30% K,M ,,M,,M,K
Kia Motors,Kia,K5,2021_kia_k5,PC,55%,35% K,,US,,US,,US,
Kia Motors,Kia,Niro EV,2021_kia_niroev,MPV,0%,65% K,30% CH,K,,K,,K,
Kia Motors,Kia,Niro HEV,2021_kia_nirohybrid,MPV,0%,85% K,,K,,K,,K,
Kia Motors,Kia,Niro PHEV,2021_kia_nirohybrid,MPV,0%,85% K,,K,,K,,K,
Kia Motors,Kia,Rio,2021_kia_rio,PC,5%,50% M,40% K,M,,M,,M,
Kia Motors,Kia,Sedona,2021_kia_sedona,MPV,0%,85% K,,K,,K,,K,
Kia Motors,Kia,Seltos,2021_kia_seltos,MPV,0%,90% K,,K,,K, ,K,
Kia Motors,Kia,Sorento,2021_kia_sorento,MPV,50%,35% K,,US,,US, ,US,K
Kia Motors,Kia,Sorento HEV,2021_kia_sorentohybrid,MPV,0%,90% K,,K,,K,,K,
