year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2023_honda_ridgeline,Truck,70%,,,US
2023_honda_pilot,MPV,60%,15% MX,,US
2023_honda_pilot,MPV,60%,15% MX,,US
2023_honda_pilot,MPV,60%,,,US
2023_honda_pilot,MPV,60%,,,US
2023_honda_passport,MPV,75%,,,US
2023_honda_passport,MPV,75%,,,US
2023_acura_mdx,MPV,70%,,,US
2023_acura_mdx,MPV,70%,,,US
2023_acura_mdx,MPV,55%,15% J,,US
2023_honda_odyssey,MPV,70%,,,US
2023_acura_nsx,PC,35%,35% J,20% UK,US
2023_acura_ilx,PC,55%,25% J,,US
2023_acura_integra,PC,65%, ,,US
2023_acura_integra,PC,65%, ,,US
2023_acura_tlx,PC,65%,,,US
2023_acura_tlx,PC,65%,,,US
2023_acura_tlx,PC,65%,,,US
2023_acura_tlx,PC,65%,,,US
2023_acura_tlx,PC,55%,15% J,,US
2023_acura_tlx,PC,60%,15% J,,US
2023_honda_crv,MPV,60%,15% J,,CAN
2023_honda_crv,MPV,60%,15% J,,CAN
2023_honda_crv,MPV,60%,15% J,,US
2023_honda_crv,MPV,60%,15% J,,US
2023_honda_crv,MPV,60%,15% J,,US
2023_honda_crv,MPV,60%,15% J,,US
2023_honda_crv,MPV,55%,20% J,,CAN
2023_honda_crv,MPV,55%,20% J,,CAN
2023_honda_crv,MPV,55%,20% J,,US
2023_honda_crv,MPV,55%,20% J,,US
2023_honda_crv,MPV,55%,20% J,,US
2023_honda_crv,MPV,55%,20% J,,US
2023_honda_hrv,MPV,30%,40% MX, ,MX
2023_honda_hrv,MPV,30%,40% MX, ,MX
2023_honda_civic,PC,60%,15% J, ,J
2023_honda_civic,PC,60%,15% J, ,US
2023_honda_civic,PC,60%,15% J, ,US
2023_honda_civic,PC,60%,15% J, ,US
2023_honda_civic,PC,65%,,,CAN
2023_honda_civic,PC,65%,,,CAN
2023_honda_civic,PC,65%,,,CAN
2023_honda_civic,PC,60%,,,CAN
2023_honda_accord,PC,65%, ,,US
2023_honda_accord,PC,65%, ,,US
2023_honda_accord,PC,50%,25% J,,US
2023_honda_accord,PC,60%,,,US
2023_honda_accord,PC,60%,,,US
2023_honda_insight,PC,45%,35% J,,US
2023_honda_insight,PC,45%,35% J,,US
2023_hyundai_elantra,PC,1%,90% K,,K
2023_hyundai_elantran,PC,0%,90% K,,K
2023_hyundai_elantra,PC,55%,25% K,15% M,US
2023_hyundai_elantrahybrid,PC,1%,90% K,,K
2023_genesis_g90,PC,2%,85% K,,K
2023_genesis_g80,PC,3%,85% K,,K
2023_genesis_g70,PC,3%,90% K,,K
2023_genesis_gv60ev,MPV,3%,90% K,,K
2023_genesis_gv70,MPV,4%,90% K,,K
2023_genesis_gv70,MPV,12%,85% K,,US
2023_genesis_gv80,MPV,3%,85% K,,K
2023_hyundai_ioniqhybrid,PC,2%,85% K,,K
2023_hyundai_ioniq5ev,PC,0%,95% K, ,K
2023_hyundai_ioniq6ev,PC,0%,95% K, ,K
2023_hyundai_ioniqhybrid,PC,1%,85% K,,K
2023_hyundai_kona,MPV,2%,90% K,,K
2023_hyundai_konan,MPV,2%,90% K,,K
2023_hyundai_palisade,MPV,1%,85% K,,K
2023_hyundai_konaev,MPV,0%,95% K,,K
2023_hyundai_santacruz,MPV,55%,35% K,,US
2023_hyundai_santafe,MPV,50%,40% K,,US
2023_hyundai_santafehybrid,MPV,30%,60% K,,US
2023_hyundai_santafehybrid,MPV,2%,90% K,,K
2023_hyundai_sonatahybrid,PC,1%,85% K,,K
2023_hyundai_sonata,PC,2%,85% K,,K
2023_hyundai_sonata,PC,45%,40% K,,US
2023_kia_sorento,MPV,55%,30% K,,US
2023_hyundai_tucson,MPV,50%,35% K,,US
2023_hyundai_tucson,MPV,1%,95% K,,K
2023_hyundai_tucsonhybrid,MPV,1%,85% K,,K
2023_hyundai_tucsonhybrid,MPV,0%,95% K,,K
2023_hyundai_velostern,PC,0%,90% K,,K
2023_hyundai_nexohybrid,MPV,1%,80% K,,K
2023_hyundai_venue,MPV,0%,90% K,,K
2023_jaguar_ftype,PC,8%,50% G,41% UK,UK
2023_jaguar_ftype,PC,8%,50% G,41% UK,UK
2023_jaguar_ftype,PC,8%,50% G,41% UK,UK
2023_jaguar_ftype,PC,8%,50% G,41% UK,UK
2023_jaguar_ipaceev,MPV,0%,74% Poland, ,AU
2023_jaguar_ipaceev,MPV,0%,74% Poland, ,AU
2023_jaguar_xf,PC,4%,50% UK,43% G,UK
2023_jaguar_xf,PC,4%,48% G,46% UK,UK
2023_landrover_defender,MPV,1%,31% UK,19% G,SL
2023_landrover_defender,MPV,1%,31% UK,19% G,SL
2023_landrover_discoverysport,MPV,7%,50% UK,,UK
2023_landrover_rangeroverevoque,MPV,9%,54% UK,15% G ,UK
2023_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2023_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2023_landrover_rangeroverhybrid,MPV,5%,60% UK,8% G,UK
2023_landrover_rangerover,MPV,9%,72% UK,16% G,UK
2023_landrover_rangerover,MPV,9%,72% UK,16% G,UK
2023_landrover_rangerover,MPV,9%,72% UK,16% G,UK
2023_landrover_rangeroversporthybrid,MPV,1%,54% UK,15% G,UK
2023_landrover_rangeroversport,MPV,1%,54% UK,15% G,UK
2023_landrover_rangeroversport,MPV,7%,69% UK,17% G,UK
2023_landrover_discovery,MPV,0%,72% UK,12% G,SL
2023_landrover_discovery,MPV,0%,72% UK,12% G,SL
2023_kia_ev6ev,MPV,1%,95% K, ,K
2023_kia_forte,PC,16%,30% K,45% M,M 
2023_kia_k5,PC,60%,30% K, ,US
2023_kia_niroev,MPV,1%,60% K,35% CH,K
2023_kia_nirohybrid,MPV,1%,90% K,,K
2023_kia_nirohybrid,MPV,2%,90% K,,K
2023_kia_rio,PC,7%,40% K,50% M,M
2023_kia_carnival,MPV,1%,95% K,,K
2023_kia_seltos,MPV,0%,95% K,,K
2023_kia_sorento,MPV,55%,35% K,,US
2023_kia_sorentohybrid,MPV,1%,90% K,,K
2023_kia_sorentohybrid,MPV,1%,90% K,,K
2023_kia_sportage,MPV,1%,95% K,,K
2023_kia_sportagehybrid,MPV,1%,90% K,,K
2023_kia_sportagehybrid,MPV,1%,90% K,,K
2023_kia_stinger,PC,2%,90%,,K
2023_kia_soul,MPV,1%,90% K,,K
2023_kia_telluride,MPV,60%,35% K,,US
2023_lamborghini_huracan,PC,0%,61% G,15% I,I
2023_lamborghini_huracan,PC,0%,43% I,40% G,I
2023_lamborghini_huracan,PC,0%,62% DE,15% H,I
2023_lamborghini_urus,MPV,0%,56% DE,18% I,I
2023_lucid_air,PC,46%, , ,US
2023_mazda_cx30,PC,5%,65% M,25% J,M
2023_mazda_mx30ev,PC,0%,90% J, ,J
2023_mazda_cx5,MPV,0%,85% J,,J
2023_mazda_cx50,MPV,50%,25% M,20% J,US
2023_mazda_cx9,MPV,0%,90% J,,J
2023_mazda_3,PC,0%,85% J,,J
2023_mazda_3,PC,5%,65% M,25% J,M
2023_mazda_mx5miata,PC,0%,90% J,,J
2023_mercedesbenz_c,PC,0%,82% G,,G
2023_mercedesbenz_c,PC,0%,82% G,,G
2023_mercedesbenz_c,PC,0%,82% G,,G
2023_mercedesbenz_c,PC,0%,78% G,,G
2023_mercedesbenz_c,PC,0%,78% G,,G
2023_mercedesbenz_c,PC,0%,78% G,,G
2023_mercedesbenz_c,PC,0%,40% SA,30% G,SA
2023_mercedesbenz_e,PC,0%,79% G,,G
2023_mercedesbenz_e,PC,0%,79% G,,G
2023_mercedesbenz_e,PC,0%,79% G,,G
2023_mercedesbenz_e,PC,0%,82% G,,G
2023_mercedesbenz_e,PC,0%,82% G,,G
2023_mercedesbenz_e,PC,0%,81% G,,G
2023_mercedesbenz_e,PC,0%,77% G,,G
2023_mercedesbenz_cls,PC,0%,82% G,,G
2023_mercedesbenz_eqbev,MPV,0%,10% H,,G
2023_mercedesbenz_eqesedanev,PC,0%,35% G,,G
2023_mercedesbenz_eqesuvev,PC,10%,10% G,,US
2023_mercedesbenz_eqssedanev,PC,0%,80% G,,G
2023_mercedesbenz_eqssuvev,MPV,25%, ,,US
2023_mercedesbenz_s,PC,0%,80% G,,G
2023_mercedesbenz_s,PC,0%,80% G,,G
2023_mercedesbenz_shybrid,PC,0%,80% G,,G
2023_mercedesbenz_s,PC,0%,76% G,,G
2023_mercedesbenz_sl,PC,0%,78% G,,G
2023_mercedesbenz_cla,PC,0%,61% G,15% H,H
2023_mercedesbenz_cla,PC,0%,61% G,15% H,H
2023_mercedesbenz_cla,PC,0%,61% G,15% H,H
2023_mercedesbenz_gla,MPV,0%,73% G,,G
2023_mercedesbenz_gla,MPV,0%,73% G,,G
2023_mercedesbenz_glc,MPV,0%,78% G,,FN
2023_mercedesbenz_glc,MPV,0%,78% G,,FN
2023_mercedesbenz_glc,MPV,0%,75% G,,G
2023_mercedesbenz_glc,MPV,0%,75% G,,G
2023_mercedesbenz_glc,MPV,0%,75% G,,G
2023_mercedesbenz_glc,PC,0%,79% G,,G
2023_mercedesbenz_glc,PC,0%,79% G,,G
2023_mercedesbenz_glc,PC,0%,79% G,,G
2023_mercedesbenz_gle,MPV,69%,12% G,,US
2023_mercedesbenz_gle,MPV,46%,36% G,,US
2023_mercedesbenz_gle,MPV,46%,36% G,,US
2023_mercedesbenz_gle,PC,46%,36% G,,US
2023_mercedesbenz_gle,PC,46%,36% G,,US
2023_mercedesbenz_gle,PC,48%,34% G,,US
2023_mercedesbenz_gle,PC,48%,34% G,,US
2023_mercedesbenz_g,MPV,2%,27% G,26% AT,AT
2023_mercedesbenz_gls,MPV,49%,35% G,,US
2023_mercedesbenz_gls,MPV,49%,35% G,,US
2023_mercedesbenz_gls,MPV,49%,35% G,,US
2023_mercedesbenz_gls,MPV,48%,39% G,,US
2023_mercedesbenz_amggt,PC,0%,85% G,,G
2023_mercedesbenz_amggt,PC,0%,85% G,,G
2023_mercedesbenz_a,PC,4%,46% G,37% MX,MX
2023_mercedesbenz_glb,MPV,5%,44% G,40% MX,MX
2023_mercedesbenz_metris,MPV,20%,53% ESP,7% G,US
2023_mercedesbenz_metris,MPV,20%,52% ESP,8% G,ESP
2023_mercedesbenz_metris,MPV,20%,54% ESP,6% G,US
2023_mercedesbenz_metris,MPV,20%,55% ESP,6% G,US
2023_mercedesbenz_metris,MPV,17%,56% ESP,8% G,ESP
2023_mitsubishi_eclipsecross,MPV,0%,96% J,,J
2023_mitsubishi_eclipsecross,MPV,0%,93% J,,J
2023_mitsubishi_eclipsecross,MPV,0%,92% J,,J
2023_mitsubishi_eclipsecross,MPV,0%,92% J,,J
2023_mitsubishi_eclipsecross,MPV,0%,97% J,,J
2023_mitsubishi_eclipsecross,MPV,0%,96% J,,J
2023_mitsubishi_eclipsecross,MPV,1%,97% J,,J
2023_mitsubishi_eclipsecross,MPV,0%,96% J,,J
2023_mitsubishi_mirage,PC,0%,90% TH,,TH
2023_mitsubishi_mirage,PC,0%,90% TH,,TH
2023_mitsubishi_mirage,PC,0%,89% TH,,TH
2023_mitsubishi_mirage,PC,0%,90% TH,,TH
2023_mitsubishi_mirage,PC,0%,90% TH,,TH
2023_mitsubishi_mirage,PC,0%,89% TH,,TH
2023_mitsubishi_mirage,PC,0%,90% TH,,TH
2023_mitsubishi_mirage,PC,0%,90% TH,,TH
2023_mitsubishi_mirage,PC,0%,90% TH,,TH
2023_mitsubishi_mirage,PC,0%,90% TH,,TH
2023_mitsubishi_outlander,MPV,3%,86% J,,J
2023_mitsubishi_outlander,MPV,3%,86% J,,J
2023_mitsubishi_outlander,MPV,3%,88% J,,J
2023_mitsubishi_outlander,MPV,3%,88% J,,J
2023_mitsubishi_outlander,MPV,3%,89% J,,J
2023_mitsubishi_outlander,MPV,3%,88% J,,J
2023_mitsubishi_outlander,MPV,3%,87% J,,J
2023_mitsubishi_outlander,MPV,3%,87% J,,J
2023_mitsubishi_outlander,MPV,3%,84% J,,J
2023_mitsubishi_outlander,MPV,3%,87% J,,J
2023_mitsubishi_outlander,MPV,3%,85% J,,J
2023_mitsubishi_outlander,MPV,3%,88% J,,J
2023_mitsubishi_outlander,MPV,3%,85% J,,J
2023_mitsubishi_outlander,MPV,3%,85% J,,J
2023_mitsubishi_outlander,MPV,0%,94% J,,J
2023_mitsubishi_outlander,MPV,0%,94% J,,J
2023_mitsubishi_outlander,MPV,0%,95% J,,J
2023_mitsubishi_outlander,MPV,0%,95% J,,J
2023_mitsubishi_outlander,MPV,0%,94% J,,J
2023_mitsubishi_outlander,MPV,0%,94% J,,J
2023_mitsubishi_outlander,MPV,0%,94% J,,J
2023_mitsubishi_outlander,MPV,0%,91% J,,J
2023_mitsubishi_outlander,MPV,0%,96% J,,J
2023_mitsubishi_outlander,MPV,0%,94% J,,J
2023_mitsubishi_outlander,MPV,0%,92% J,,J
2023_mitsubishi_outlander,MPV,1%,91% J,,J
2023_mitsubishi_outlander,MPV,1%,92% J,,J
2023_mitsubishi_outlander,MPV,0%,97% J,,J
2023_mitsubishi_outlander,MPV,0%,97% J,,J
2023_mitsubishi_outlander,MPV,0%,97% J,,J
2023_mitsubishi_outlander,MPV,0%,97% J,,J
2023_infiniti_qx50,MPV,10%,60% M ,20% J,M 
2023_infiniti_qx55,MPV,10%,55% M,25% J,M 
2023_infiniti_qx60,MPV,45%,,,US
2023_infiniti_q50,PC,0%,90% J,,J
2023_infiniti_q60,PC,0%,95% J,,J
2023_infiniti_qx80,MPV,5%,95% J,,J
2023_nissan_z,PC,0%,95% J,,J
2023_nissan_altima,PC,50%,15% M,,US
2023_nissan_altima,PC,50%,15% M,,US
2023_nissan_ariya,PC,0%,70% J,30% CH,J
2023_nissan_armada,MPV,5%,95% J,,J
2023_nissan_frontier,Truck,40%,20% J,,US
2023_nissan_gtr,PC,0%,95% J,,J
2023_nissan_kicks,PC,15%,60% M ,,M 
2023_nissan_leafev,PC,25%,55% J,,US
2023_nissan_maxima,PC,50%,15% M,,US
2023_nissan_murano,MPV,55%,,,US
2023_nissan_pathfinder,MPV,50%,,,US
2023_nissan_roguesport,MPV,0%,95% J,,J
2023_nissan_rogue,MPV,25%,45% J, ,US
2023_nissan_rogue,MPV,25%,45% J, ,J
2023_nissan_rogue,MPV,30%,40% J,,US
2023_nissan_sentra,PC,15%,65% M, ,M 
2023_nissan_titan,Truck,45%,20% J,,US
2023_nissan_versa,PC,15%,70% M ,,M 
2023_nissan_versa,PC,15%,70% M ,,M 
2023_polestar_2,PC,1%,95% CH,5% TH,CH
2023_polestar_2,PC,1%,95% CH,5% TH,CH
2023_rollsroyce_phantom,PC,0%,17% G, ,UK
2023_rollsroyce_ghost,PC,0%,17% G, ,UK
2023_rollsroyce_wraith,PC,1%,62% G, ,UK
2023_rollsroyce_dawn,PC,1%,62% G, ,UK
2023_rollsroyce_cullinan,MPV,0%,17% G, ,UK
2023_subaru_ascent,MPV,50%,30% J,,US
2023_subaru_brz,PC,0%,90% J,,J
2023_subaru_forester,MPV,5%,80% J,,J
2023_subaru_crosstrek,MPV,5%,85% J,,J
2023_subaru_crosstrekhybrid,MPV,0%,90% J,,J
2023_subaru_impreza,PC,50%,35% J,,US
2023_subaru_impreza,PC,50%,35% J,,US
2023_subaru_legacy,PC,50%,30% J,,US
2023_subaru_outback,MPV,50%,30% J,,US
2023_toyota_gr86,PC,0%,90% J,,J
2023_subaru_wrx,PC,0%,85% J,,J
2023_tesla_modelsev,PC,60%,20% MX,,"Fremont, CA"
2023_tesla_modelsev,PC,60%,15% MX,,"Fremont, CA"
2023_tesla_modelxev,MPV,60%,15% MX,,"Fremont, CA"
2023_tesla_model3ev,PC,40%,15% MX,40% CH,"Fremont, CA"
2023_tesla_model3ev,PC,75%,15% MX,,"Fremont, CA"
2023_tesla_model3ev,PC,70%,20% MX,,"Fremont, CA"
2023_tesla_modelyev,MPV,70%,20% MX,,"Fremont, CA"
2023_tesla_modelyev,MPV,75%,20% MX,,"Fremont, CA"
2023_tesla_modelyev,MPV,65%,25% MX,,"Austin, TX"
2023_tesla_modelyev,MPV,70%,20% MX,,"Austin, TX"
2023_toyota_gr86,PC,0%,90% J,,J
2023_lexus_gx,MPV,0%,100% J,,J
2023_lexus_es,PC,55%,20% J,,US
2023_lexus_eshybrid,PC,50%,40% J,,US
2023_lexus_is,PC,0%,100% J,,J
2023_lexus_lc,PC,0%,100% J,,J
2023_lexus_lc,PC,0%,100% J,,J
2023_lexus_lchybrid,PC,0%,100% J,,J
2023_lexus_ls,PC,0%,100% J,,J
2023_lexus_lshybrid,PC,0%,100% J,,J
2023_lexus_lx,MPV,0%,100% J,,J
2023_lexus_nx,MPV,35%,50% J,,J
2023_lexus_nxhybrid,MPV,40%,45% J,,J
2023_lexus_nxhybrid,MPV,0%,100% J,,J
2023_lexus_ux,MPV,0%,100% J,,J
2023_lexus_uxhybrid,MPV,0%,100% J,,J
2023_lexus_rx,MPV,40%,45% J,,CAN
2023_lexus_rxhybrid,MPV,45%,35% J,,CAN
2023_lexus_rc,PC,0%,100% J,,J
2023_lexus_rcf,PC,0%,100% J,,J
2023_lexus_rzev,MPV,0%,100% J,,J
2023_toyota_4runner,MPV,0%,100% J,,J
2023_toyota_avalon,PC,55%,15% J,,US
2023_toyota_avalonhybrid,PC,55%,15% J,,US
2023_toyota_bz4xev,MPV,0%,80% J,20% CH,J
2023_toyota_camry,PC,65%,10% J,,US
2023_toyota_camryhybrid,PC,45%,30% J,,US
2023_toyota_chr,PC,0%,60% J,20% T,J
2023_toyota_corolla,PC,0%,100% J,,J
2023_toyota_grcorolla,PC,0%,100% J,,J
2023_toyota_corollahybrid,PC,0%,100% J,,J
2023_toyota_corolla,PC,45%,35% J,,US
2023_toyota_corollacross,MPV,60%,25% J,,US
2023_toyota_corollacrosshybrid,MPV,45%,40% J,,US
2023_toyota_crownhybrid,PC,0%,100% J,,J
2023_toyota_highlander,MPV,60%,20% J,,US
2023_toyota_highlanderhybrid,MPV,50%,30% J,,US
2023_toyota_miraihybrid,PC,0%,100% J,,J
2023_toyota_priushybrid,PC,0%,100% J,,J
2023_toyota_priusprimehybrid,PC,0%,95% J,5% CH,J
2023_toyota_rav4,PC,60%,20% J,,CN
2023_toyota_rav4hybrid,PC,25%,65% J,,CN
2023_toyota_rav4primehybrid,PC,0%,100% J,,J
2023_toyota_sequoiahybrid,MPV,50%,20% J,,US
2023_toyota_siennahybrid,MPV,55%,25% J,,US
2023_toyota_tacoma,Truck,50%,10% J,,US
2023_toyota_tundra,Truck,60%,15% J,,US
2023_toyota_tundrahybrid,Truck,50%,25% J,,US
2023_toyota_venzahybrid,PC,0%,100% J,,J
2023_volkswagen_arteon,PC,1%,75% G,17% H,G
2023_volkswagen_arteon,PC,1%,76% G,16% H,G
2023_volkswagen_atlas,MPV,49%,34% M,,USA
2023_volkswagen_atlas,MPV,49%,33% M, ,USA
2023_volkswagen_atlas,MPV,49%,22% M,16% G,USA
2023_volkswagen_atlas,MPV,48%,21% M,15% G,USA
2023_volkswagen_atlascrosssport,MPV,48%,38% M, ,USA
2023_volkswagen_atlascrosssport,MPV,47%,36% M, ,USA
