year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2016_honda_civic,PC,70%,,,US
2016_honda_civic,PC,70%,,,CN
2016_honda_civic,PC,70%,,,CN
2016_honda_crzhybrid,PC,0%,90%J,,J
2016_hyundai_azera,PC,5%,85%K,,K
2016_hyundai_genesiscoupe,PC,3%,78%K,,K
2016_hyundai_santafesport,MPV,51%,48%K,,US
2016_hyundai_sonatahybrid,PC,1%,92%K,,K
2016_hyundai_elantra,PC,3%,92%K,,K
2016_jaguar_xf,PC,4%,55%G,41%UK,UK
2016_jaguar_xj,PC,7%,51%G,40%UK,UK
2016_jaguar_xj,PC,6%,50%G,42%UK,UK
2016_jaguar_xj,PC,7%,53%G,39%UK,UK
2016_jaguar_xj,PC,6%,52%G,40%UK,UK
2016_jaguar_xj,PC,7%,50%G,42%UK,UK
2016_jaguar_xj,PC,7%,53%G,38%UK,UK
2016_jaguar_xjr,PC,9%,48%G,41%UK,UK
2016_landrover_discoverysport,MPV,8%,61%UK,,UK
2016_landrover_rangeroverevoque,MPV,10%,60%UK,,UK
2016_landrover_rangeroversport,MPV,1%,72%UK,15%G,UK
2016_kia_cadenza,PC,1%,93%K,,K
2016_kia_forte,PC,1%,94%K,,K
2016_kia_rio,PC,1%,95%K,,K
2016_kia_sedona,MPV,6%,93%K,,K
2016_kia_sorento,MPV,53%,47%K,,US
2016_kia_sorento,MPV,46%,54%K,,US
2016_kia_soul,MPV,1%,94%K,,K
2016_kia_soulev,MPV,0%,96%K,,K
2016_toyota_scionia,PC,5%,60%M,20%J,M
2016_toyota_yaris,PC,5%,60%M,20%J,M
2016_mazda_cx3,PC,0%,85%J,,J
2016_mazda_cx5,MPV,0%,95%J,,J
2016_mazda_cx5,MPV,0%,95%J,,J
2016_mazda_cx9,MPV,0%,90%J,,J
2016_mazda_mazda2,PC,5%,55%M,25%J,M
2016_mazda_3,PC,0%,95%J,,J
2016_mazda_3,PC,10%,60%M,30%J,M
2016_mazda_6,PC,0%,95%J,,J
2016_mazda_mx-5,PC,0%,95%J,,J
2016_mercedesbenz_bev,PC,0%,56%N,26%G,G
2016_mercedesbenz_c,PC,55%,25%G,,US
2016_mercedesbenz_c,PC,0%,71%G,,G
2016_mercedesbenz_cla,PC,0%,49%H,35%G,H
2016_mercedesbenz_cls,PC,0%,64%G,,G
2016_mercedesbenz_e,PC,0%,71%G,,G
2016_mercedesbenz_e,PC,0%,70%G,,G
2016_mercedesbenz_g,MPV,0%,50%G,25%A,A
2016_mercedesbenz_gl,MPV,60%,15%G,,US
2016_mercedesbenz_gla,PC,0%,65%G,,G
2016_mercedesbenz_glc,MPV,0%,71%G,,G
2016_mercedesbenz_gle,MPV,60%,20%G,,US
2016_mercedesbenz_gt,PC,0%,76%G,,G
2016_mercedesbenz_metris,MPV,1%,69%SP,12%G,US
2016_mercedesbenz_metris,MPV,0%,70%SP,12%G,SP
2016_mercedesbenz_s,PC,0%,76%G,,G
2016_mercedesbenz_s,PC,0%,79%G,,G
2016_mercedesbenz_sl,PC,0%,75%G,,G
2016_mercedesbenz_slk,PC,0%,71%G,,G
2016_smart_fortwo,PC,0%,44%G,15%J,F
2016_smart_smart fortwo,PC,0%,60%G,,F
2016_mitsubishi_lancer,PC,1%,97%J,,J
2016_mitsubishi_outlander,MPV,0%,100%J,,J
2016_mitsubishi_outlander,MPV,0%,97%J,,J
2016_mitsubishi_imiev,PC,0%,100%J,,J
2016_infiniti_q50,PC,0%,95%J,,G
2016_infiniti_q50,PC,0%,95%J,,J
2016_infiniti_q70,PC,0%,100%J,,J
2016_infiniti_q70hybrid,PC,0%,100%J,,J
2016_infiniti_qx50,MPV,0%,100%J,,J
2016_infiniti_qx60,MPV,50%,15%J,,US
2016_infiniti_qx60hybrid,MPV,50%,15%J,,US
2016_infiniti_qx70,MPV,0%,100%J,,J
2016_infiniti_qx80,MPV,0%,100%J,,J
2016_nissan_370z,PC,0%,100%J,,J
2016_nissan_370z,PC,5%,95%J,,J
2016_nissan_altima,PC,55%,15%M,,US
2016_nissan_frontier,Truck,50%,25%J,,US
2016_nissan_frontier,Truck,50%,25%J,,US
2016_nissan_gtr,PC,0%,100%J,,J
2016_nissan_juke,MPV,0%,100%J,,J
2016_nissan_leafev,PC,40%,35%J,,US
2016_nissan_maxima,PC,50%,20%M,15%J,US
2016_nissan_murano,MPV,55%,,,US
2016_nissan_murano,MPV,55%,,,US
2016_nissan_nv200,Truck,15%,70%,"55%M 
15% J",M
2016_nissan_nv200 taxi nyt,Truck,15%,80%,"50% M
30% J",M
2016_nissan_pathfinder,MPV,55%,15%J,,US
2016_nissan_pathfinder,MPV,55%,15%J,,US
2016_nissan_quest,MPV,0%,100%J,,J
2016_nissan_rogue,MPV,20%,35% J,20% K,J
2016_nissan_rogue,MPV,20%,35% J,20% K,US
2016_nissan_rogue,MPV,20%,35% J,20% K,US
2016_nissan_rogue,MPV,20%,25%K,20%J,US
2016_nissan_sentra,PC,15%,60%M,,M
2016_nissan_sentra,PC,15%,60%M,,M
2016_nissan_versa,PC,20%,65%M,,M
2016_nissan_versa,PC,15%,60%M,,M
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_911,PC,5%,70%G,,G
2016_porsche_boxster,PC,5%,70%G,,G
2016_porsche_boxster,PC,5%,70%G,,G
2016_porsche_boxster,PC,5%,70%G,,G
2016_porsche_boxster,PC,5%,70%G,,G
2016_porsche_boxster,PC,5%,70%G,,G
2016_porsche_boxster,PC,5%,70%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayennehybrid,MPV,5%,60%G,,G
2016_porsche_cayennehybrid,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayenne,MPV,5%,60%G,,G
2016_porsche_cayman,PC,5%,70%G,,G
2016_porsche_cayman,PC,5%,70%G,,G
2016_porsche_cayman,PC,5%,70%G,,G
2016_porsche_cayman,PC,5%,70%G,,G
2016_porsche_macan,MPV,5%,65%G,,G
2016_porsche_macan,MPV,5%,65%G,,G
2016_porsche_macan,MPV,5%,65%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamerahybrid,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_porsche_panamera,PC,5%,70%G,,G
2016_subaru_brz,PC,0%,95%J,,J
2016_subaru_forester,MPV,0%,85%J,,J
2016_subaru_impreza,PC,0%,90%J,,J
2016_subaru_legacy,PC,45%,40%J,,US
2016_subaru_outback,MPV,45%,40%J,,US
2016_subaru_wrx,PC,0%,85%J,,J
2016_subaru_crosstrek,MPV,0%,90%J,,J
2016_lexus_cthybrid,PC,5%,95%J,,J
2016_lexus_cx460,MPV,5%,95%J,,J
2016_lexus_eshybrid,PC,5%,95%J,,J
2016_lexus_eshybrid,PC,30%,60%J,,J
2016_lexus_gshybrid,PC,5%,95%J,,J
2016_lexus_gshybrid,PC,0%,100%J,,J
2016_lexus_is,PC,5%,95%J,,J
2016_lexus_is,PC,5%,95%J,,J
2016_lexus_ls,PC,0%,100%J,,J
2016_lexus_lshybrid,PC,0%,100%J,,J
2016_lexus_nx,MPV,0%,100%J,,J
2016_lexus_nxhybrid,MPV,0%,100%J,,J
2016_lexus_rx,MPV,50%,40%J,,CN
2016_lexus_rx,MPV,35%,55%J,,CN
2016_lexus_rc,PC,0%,100%J,,J
2016_lexus_rcf,PC,0%,100%J,,J
2016_toyota_scionfrs,PC,0%,95%J,,J
2016_toyota_scionim,PC,0%,100%J,,J
2016_toyota_miraihybrid,PC,0%,100%J,,J
2016_toyota_sciontc,PC,0%,100%J,,J
2016_toyota_4runner,MPV,0%,100%J,,J
2016_toyota_avalon,PC,70%,15%J,,US
2016_toyota_avalonhybrid,PC,40%,45%J,,US
2016_toyota_camry,PC,75%,15%J,,US
2016_toyota_camryhybrid,PC,40%,50%J,,US
2016_toyota_corolla,PC,65%,25%J,,US
2016_toyota_corolla,PC,65%,25%J,,US
2016_toyota_highlander,MPV,70%,20%J,,US
2016_toyota_highlanderhybrid,MPV,40%,50%J,,US
2016_toyota_landcruiser,MPV,5%,95%J,,J
2016_toyota_priushybrid,PC,5%,95%J,,J
2016_toyota_priuschybrid,PC,0%,100%J,,J
2016_toyota_rav4,PC,45%,45%J,,CN
2016_toyota_rav4hybrid,PC,0%,90%J,,J
2016_toyota_sequoia,MPV,65%,25%J,,US
2016_toyota_sienna,MPV,75%,15%J,,US
2016_toyota_tacoma,Truck,60%,20%J,,US
2016_toyota_tundra,Truck,65%,20%J,,US
2016_toyota_yaris,PC,0%,35%J,20%F,F
2016_volkswagen_beetle,PC,9%,42%M,,M
2016_volkswagen_beetle,PC,8%,41%M,,M
2016_volkswagen_beetle,PC,5%,35%G,32%M,M
2016_volkswagen_beetle,PC,10%,44%M,,M
2016_volkswagen_beetle,PC,8%,42%M,,M
2016_volkswagen_beetle,PC,7%,33%G,33%M,M
2016_volkswagen_cc,PC,1%,59%G,18%H,G
2016_volkswagen_eos,PC,1%,40%PO,36%G,PO
2016_volkswagen_egolfev,PC,1%,70%G,,G
2016_volkswagen_golf,PC,5%,37%M,,M
2016_volkswagen_golf,PC,4%,37%G,28%M,M
2016_volkswagen_golfr,PC,1%,42%G,22%H,G
2016_volkswagen_golfr,PC,1%,41%G,21%H,G
2016_volkswagen_gti,PC,4%,36%M,20%G,M
2016_volkswagen_golfsportwagen,PC,4%,35%M,,M
2016_volkswagen_golfsportwagen,PC,3%,39%G,27%M,M
2016_volkswagen_jetta,PC,5%,37%M,22%G,M
2016_volkswagen_jetta,PC,6%,45%M,,M
2016_volkswagen_jetta,PC,4%,45%M,,M
2016_volkswagen_jetta,PC,4%,37%G,33%M,M
2016_volkswagen_jettahybrid,PC,6%,42%G,23%M,M
2016_volkswagen_jettahybrid,PC,7%,43%M,16%G,M
2016_volkswagen_passat,PC,38%,27%M,,USA
2016_volkswagen_passat,PC,37%,41%G,,USA
2016_volkswagen_passat,PC,31%,43%G,,USA
2016_volkswagen_tiguan,MPV,1%,45%G,16%H,G
2016_volkswagen_tiguan,MPV,1%,43%G,16%H,G
2016_volkswagen_touareg,MPV,1%,40%SL,22%G,SL
2016_volkswagen_touareg,MPV,1%,31%SL,23%G,SL
2016_volvo_s60,PC,1%,35%BE,30%SW,BE
2016_volvo_s60,PC,1%,30%BE,20%SW,BE
2016_volvo_s60,PC,1%,35%SW,20%UK,BE
2016_volvo_s60crosscountry,MPV,1%,40%BE,25%SW,BE
2016_volvo_s60,PC,1%,60%CN,10%J,CN
2016_volvo_s60,PC,1%,55%CN,10%SW,CN
2016_volvo_s80,PC,1%,50%SW,15%DE,SW
2016_volvo_v60,PC,1%,30%SW,20%UK,SW
2016_volvo_v60,PC,1%,50%SW,15%G,SW
2016_volvo_v60crosscountry,MPV,1%,45%SW,20%G,SW
2016_volvo_xc60,MPV,1%,35%BE,25%SW,BE
2016_volvo_xc60,MPV,1%,25%BE,25%UK,BE
2016_volvo_xc60,PC,1%,35%BE,25%SW,BE
2016_volvo_xc70,MPV,1%,40%SW,15%G,SW
2016_volvo_xc70,PC,1%,50%SW,15%G,SW
2016_volvo_xc90,MPV,1%,50%SW,,SW
2016_volvo_xc90hybrid,MPV,1%,50%SW,,SW
