Manufacturers,Makes,Carlines,year_make_model,check,,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1,assembly2,engine1,engine2,transmission1,transmission2,,allowed_names,
GM LLC,GMC,Sierra,2024_gmc_sierra,TRUE,OK,Truck,37%,36% M,,US,M,US,M,US,,,2024_hyundai_elantra,TRUE
GM LLC,GMC,Terrain,2024_gmc_terrain,TRUE,OK,MPV,20%,42% M,,M,,M,,US,,,2024_hyundai_elantrahybrid,TRUE
GM LLC,GMC,Yukon,2024_gmc_yukon,TRUE,OK,MPV,37%,36% M,,US,,US,M,US,,,2024_hyundai_elantran,TRUE
GM LLC,Honda,Prologue,2024_honda_prologueev,TRUE,OK,MPV,38%,22% K,16% M,M,,,,,,,2024_hyundai_ioniq5ev,TRUE
GM LLC,Acura,ZDX,2024_acura_zdxev,TRUE,OK,MPV,63%,19% M,16% CH,US,,,,,,,2024_hyundai_ioniq6ev,TRUE
"Honda Motor Co., Ltd.",Acura,Integra,2024_acura_integra,TRUE,OK,PC,60%,15% J,,US,,US,,US,,,2024_hyundai_kona,TRUE
"Honda Motor Co., Ltd.",Acura,Integra,2024_acura_integra,TRUE,OK,PC,60%,15% J,,US,,US,,J,,,2024_hyundai_konaev,TRUE
"Honda Motor Co., Ltd.",Acura,Integra A-Spec,2024_acura_integra,TRUE,OK,PC,65%,,,US,,US,,US,,,2024_hyundai_palisade,TRUE
"Honda Motor Co., Ltd.",Acura,Integra A-Spec,2024_acura_integra,TRUE,OK,PC,65%,,,US,,US,,IND,,,2024_hyundai_santacruz,TRUE
"Honda Motor Co., Ltd.",Acura,MDX FWD,2024_acura_mdx,TRUE,OK,MPV,65%,,,US,,US,,US,,,2024_hyundai_santafe,TRUE
"Honda Motor Co., Ltd.",Acura,MDX AWD,2024_acura_mdx,TRUE,OK,MPV,65%,,,US,,US,,MX,,,2024_hyundai_santafehybrid,TRUE
"Honda Motor Co., Ltd.",Acura,MDX AWD Type S,2024_acura_mdx,TRUE,OK,MPV,55%,,,US,,J,,US,,,2024_hyundai_sonata,TRUE
"Honda Motor Co., Ltd.",Acura,RDX AWD  A- Spec,2024_acura_rdx,TRUE,OK,MPV,65%,,,US,,US,,US,,,2024_hyundai_sonatahybrid,TRUE
"Honda Motor Co., Ltd.",Acura,RDX AWD,2024_acura_rdx,TRUE,OK,MPV,65%,,,US,,US,,US,,,2024_hyundai_tucson,TRUE
"Honda Motor Co., Ltd.",Acura,TLX  AWD A-Spec,2024_acura_tlx,TRUE,OK,PC,65%,,,US,,US,,US,,,2024_hyundai_tucsonhybrid,TRUE
"Honda Motor Co., Ltd.",Acura,TLX  FWD,2024_acura_tlx,TRUE,OK,PC,65%,,,US,,US,,US,,,2024_hyundai_venue,TRUE
"Honda Motor Co., Ltd.",Acura,TLX  Type-S,2024_acura_tlx,TRUE,OK,PC,55%,15% J,,US,,J,,US,,,2024_infiniti_q50,TRUE
"Honda Motor Co., Ltd.",Honda,Accord,2024_honda_accord,TRUE,OK,PC,65%,,,US,,US,,US,,,2024_infiniti_qx50,TRUE
"Honda Motor Co., Ltd.",Honda,Accord,2024_honda_accord,TRUE,OK,PC,65%,,,US,,J,,US,,,2024_infiniti_qx55,TRUE
"Honda Motor Co., Ltd.",Honda,Accord Sport/Touring,2024_honda_accord,TRUE,OK,PC,50%,25% J,,US,,J,,US,,,2024_infiniti_qx60,TRUE
"Honda Motor Co., Ltd.",Honda,Civic  5Dr,2024_honda_civic,TRUE,OK,PC,60%,,,J,,US,,J,,,2024_infiniti_qx80,TRUE
"Honda Motor Co., Ltd.",Honda,Civic  5Dr,2024_honda_civic,TRUE,OK,PC,60%,,,US,,US,,Ind,,,2024_jaguar_epace,TRUE
"Honda Motor Co., Ltd.",Honda,Civic  5Dr,2024_honda_civic,TRUE,OK,PC,60%,,,US,,US,,M,,,2024_jaguar_fpace,TRUE
"Honda Motor Co., Ltd.",Honda,Civic  5Dr,2024_honda_civic,TRUE,OK,PC,60%,,,US,,US,,US,,,2024_jaguar_ftype,TRUE
"Honda Motor Co., Ltd.",Honda,Civic 4D,2024_honda_civic,TRUE,OK,PC,65%,,,CN,,US,,Ind,,,2024_jaguar_ipaceev,TRUE
"Honda Motor Co., Ltd.",Honda,Civic 4D,2024_honda_civic,TRUE,OK,PC,65%,,,CN,,US,,US,,,2024_jaguar_xf,TRUE
"Honda Motor Co., Ltd.",Honda,Civic 4D,2024_honda_civic,TRUE,OK,PC,65%,,,CN,,US,,M,,,2024_jeep_compass,TRUE
"Honda Motor Co., Ltd.",Honda,CR-V FWD,2024_honda_crv,TRUE,OK,MPV,60%,,,CN,,US,,US,,,2024_jeep_gladiator,TRUE
"Honda Motor Co., Ltd.",Honda,CR-V FWD,2024_honda_crv,TRUE,OK,MPV,60%,,,US,,US,,US,,,2024_jeep_grandcherokee,TRUE
"Honda Motor Co., Ltd.",Honda,CR-V FWD,2024_honda_crv,TRUE,OK,MPV,60%,,,US,,J,,US,,,2024_jeep_grandcherokeehybrid,FALSE
"Honda Motor Co., Ltd.",Honda,CR-V FWD,2024_honda_crv,TRUE,OK,MPV,60%,,,US,,US,,US,,,2024_jeep_grandwagoneer,TRUE
"Honda Motor Co., Ltd.",Honda,CR-V FWD,2024_honda_crv,TRUE,OK,MPV,60%,,,US,,J,,US,,,2024_jeep_wagoneer,TRUE
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2024_honda_crv,TRUE,OK,MPV,60%,15% J,,CN,,US,,US,,,2024_jeep_wagoneersev,TRUE
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2024_honda_crv,TRUE,OK,MPV,60%,15% J,,CN,,J,,J,,,2024_jeep_wrangler,TRUE
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2024_honda_crv,TRUE,OK,MPV,60%,15% J,,US,,US,,US,,,2024_jeep_wranglerhybrid,FALSE
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2024_honda_crv,TRUE,OK,MPV,60%,15% J,,US,,J,,J,,,2024_kia_carnival,TRUE
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2024_honda_crv,TRUE,OK,MPV,60%,15% J,,US,,US,,US,,,2024_kia_ev6ev,TRUE
"Honda Motor Co., Ltd.",Honda,CR-V AWD,2024_honda_crv,TRUE,OK,MPV,60%,15% J,,US,,J,,J,,,2024_kia_ev9ev,TRUE
"Honda Motor Co., Ltd.",Honda,HR-V FWD,2024_honda_hrv,TRUE,OK,MPV,30%,40% M,,M,,US,,M,,,2024_kia_forte,TRUE
"Honda Motor Co., Ltd.",Honda,HR-V AWD,2024_honda_hrv,TRUE,OK,MPV,30%,40% M,,M,,US,,M,,,2024_kia_k5,TRUE
"Honda Motor Co., Ltd.",Honda,Odyssey,2024_honda_odyssey,TRUE,OK,MPV,70%,,,US,,US,,US,,,2024_kia_niroev,TRUE
"Honda Motor Co., Ltd.",Honda,Passport AWD,2024_honda_passport,TRUE,OK,MPV,75%,,,US,,US,,US,,,2024_kia_nirohybrid,TRUE
"Honda Motor Co., Ltd.",Honda,Pilot AWD,2024_honda_pilot,TRUE,OK,MPV,70%,,,US,,US,,US,,,2024_kia_seltos,TRUE
"Honda Motor Co., Ltd.",Honda,Pilot AWD Touring/Elite/Black,2024_honda_pilot,TRUE,OK,MPV,70%,,,US,,US,,US,,,2024_kia_sorento,TRUE
"Honda Motor Co., Ltd.",Honda,Pilot AWD TrailSport,2024_honda_pilot,TRUE,OK,MPV,70%,,,US,,US,,US,,,2024_kia_sorentohybrid,TRUE
"Honda Motor Co., Ltd.",Honda,Pilot FWD,2024_honda_pilot,TRUE,OK,MPV,70%,,,US,,US,,M,,,2024_kia_soul,TRUE
"Honda Motor Co., Ltd.",Honda,Ridgeline  AWD,2024_honda_ridgeline,TRUE,OK,Truck,70%,,,US,,US,,US,,,2024_kia_sportage,TRUE
"Honda Motor Co., Ltd.",Honda,Ridgeline  AWD TrailSport,2024_honda_ridgeline,TRUE,OK,Truck,70%,,,US,,US,,US,,,2024_kia_sportagehybrid,TRUE
Hyundai Motor Company,Genesis,G80,2024_genesis_g80,TRUE,OK,PC,2%,80% K,,K,,K,,K,,,2024_kia_telluride,TRUE
Hyundai Motor Company,Genesis,G80 EV,2024_genesis_g80ev,FALSE,OK,PC,2%,65% K,30% CH,K,,K,,K,,,2024_lamborghini_huracan,TRUE
Hyundai Motor Company,Genesis,G90,2024_genesis_g90,TRUE,OK,PC,3%,80% K,,K,,K,,K,,,2024_lamborghini_revueltohybrid,FALSE
Hyundai Motor Company,Genesis,GV60 EV,2024_genesis_gv60ev,TRUE,OK,MPV,1%,90% K,,K,,K,,K,,,2024_lamborghini_urus,TRUE
Hyundai Motor Company,Genesis,GV70,2024_genesis_gv70,TRUE,OK,MPV,25%,70% K,,US,,K,,K,,,2024_landrover_defender,TRUE
Hyundai Motor Company,Genesis,GV70,2024_genesis_gv70,TRUE,OK,MPV,2%,80% K,,K,,K,,K,,,2024_landrover_discovery,TRUE
Hyundai Motor Company,Genesis,GV70 EV,2024_genesis_gv70ev,FALSE,OK,MPV,17%,80% K,,US,,K,,K,,,2024_landrover_discoverysport,TRUE
Hyundai Motor Company,Genesis,GV80,2024_genesis_gv80,TRUE,OK,MPV,3%,80% K,,K,,K,,K,,,2024_landrover_rangerover,TRUE
Hyundai Motor Company,Hyundai,Elantra,2024_hyundai_elantra,TRUE,OK,PC,1%,95% K,,K,,K,,K,,,2024_landrover_rangeroverevoque,TRUE
Hyundai Motor Company,Hyundai,Elantra HEV,2024_hyundai_elantrahybrid,TRUE,OK,PC,0%,85% K,,K,,K,,K,,,2024_landrover_rangeroverhybrid,FALSE
Hyundai Motor Company,Hyundai,Elantra N,2024_hyundai_elantran,TRUE,OK,PC,0%,80% K,,K,,K,,K,,,2024_landrover_rangeroversport,TRUE
Hyundai Motor Company,Hyundai,Ioniq 5,2024_hyundai_ioniq5ev,TRUE,OK,PC,1%,95% K,,K,,K,,K,,,2024_landrover_rangeroversporthybrid,TRUE
Hyundai Motor Company,Hyundai,Ioniq 5,2024_hyundai_ioniq5ev,TRUE,OK,PC,20%,35% H,20% K,SI,,K,,K,,,2024_landrover_rangerovervelar,TRUE
Hyundai Motor Company,Hyundai,Ioniq 6,2024_hyundai_ioniq6ev,TRUE,OK,PC,0%,95% K,,K,,K,,K,,,2024_lexus_es,TRUE
Hyundai Motor Company,Hyundai,Kona,2024_hyundai_kona,TRUE,OK,MPV,3%,90% K,,K,,K,,K,,,2024_lexus_eshybrid,TRUE
Hyundai Motor Company,Hyundai,Kona EV,2024_hyundai_konaev,TRUE,OK,MPV,0%,60% K,40% CH,K,,K,,K,,,2024_lexus_gx,TRUE
Hyundai Motor Company,Hyundai,Nexo,2024_hyundai_nexo,FALSE,OK,MPV,1%,80% K,,K,,K,,K,,,2024_lexus_is,TRUE
Hyundai Motor Company,Hyundai,Palisade,2024_hyundai_palisade,TRUE,OK,MPV,2%,80% K,,K,,K,,K,,,2024_lexus_lc,TRUE
Hyundai Motor Company,Hyundai,Santa Cruz,2024_hyundai_santacruz,TRUE,OK,MPV,55%,35% K,,US,,US,,US,K,,2024_lexus_lchybrid,TRUE
Hyundai Motor Company,Hyundai,Santa Fe,2024_hyundai_santafe,TRUE,OK,MPV,50%,30% K,,US,,US,,K,,,2024_lexus_ls,TRUE
Hyundai Motor Company,Hyundai,Santa Fe HEV,2024_hyundai_santafehybrid,TRUE,OK,MPV,40%,45% K,,US,,K,,K,,,2024_lexus_lshybrid,TRUE
Hyundai Motor Company,Hyundai,Sonata,2024_hyundai_sonata,TRUE,OK,PC,1%,95% K,,K,,K,,K,,,2024_lexus_lx,TRUE
Hyundai Motor Company,Hyundai,Sonata HEV,2024_hyundai_sonatahybrid,TRUE,OK,PC,1%,85% K,,K,,K,,K,,,2024_lexus_nx,TRUE
Hyundai Motor Company,Hyundai,Tucson,2024_hyundai_tucson,TRUE,OK,MPV,1%,85% K,,K,,K,,K,,,2024_lexus_nxhybrid,TRUE
Hyundai Motor Company,Hyundai,Tucson HEV,2024_hyundai_tucsonhybrid,TRUE,OK,MPV,0%,80%K,,K,,K,,K,,,2024_lexus_rc,TRUE
Hyundai Motor Company,Hyundai,Tucson PHEV,2024_hyundai_tucsonhybrid,TRUE,OK,MPV,0%,85% K,,K,,K,,K,,,2024_lexus_rcf,TRUE
Hyundai Motor Company,Hyundai,Venue,2024_hyundai_venue,TRUE,OK,MPV,1%,90% K,,K,,K,,K,,,2024_lexus_rx,TRUE
"Jaguar Land Rover
Limited",Jaguar,E-Pace (I4 - 246HP),2024_jaguar_epace,TRUE,OK,MPV,14%,62% G,21% UK,AU,,UK,,US,,,2024_lexus_rxhybrid,TRUE
"Jaguar Land Rover
Limited",Jaguar,F-Pace (2.0L I4 Turbocharged),2024_jaguar_fpace,TRUE,OK,MPV,0%,61% UK,15% G,UK,,UK,,G,,,2024_lexus_rzev,TRUE
"Jaguar Land Rover
Limited",Jaguar,F-Pace (3.0L I6 Turbocharged),2024_jaguar_fpace,TRUE,OK,MPV,0%,61% UK,15% G,UK,,UK,,G,,,2024_lexus_tx,TRUE
"Jaguar Land Rover
Limited",Jaguar,F-Pace SVR (5.0L V8 Supercharged),2024_jaguar_fpace,TRUE,OK,MPV,0%,66% UK,11% G,UK,,UK,,G,,,2024_lexus_txhybrid,TRUE
"Jaguar Land Rover
Limited",Jaguar,F-TYPE Coupe RWD (V8),2024_jaguar_ftype,TRUE,OK,PC,8%,50% G,41% UK,UK,,UK,,G,,,2024_lexus_uxhybrid,TRUE
"Jaguar Land Rover
Limited",Jaguar,F-TYPE Coupe AWD (V8),2024_jaguar_ftype,TRUE,OK,PC,8%,50% G,41% UK,UK,,UK,,G,,,2024_lincoln_aviator,TRUE
"Jaguar Land Rover
Limited",Jaguar,F-TYPE Convertible RWD (V8),2024_jaguar_ftype,TRUE,OK,PC,8%,50% G,41% UK,UK,,UK,,G,,,2024_lincoln_corsair,TRUE
"Jaguar Land Rover
Limited",Jaguar,F-TYPE Convertible AWD (V8),2024_jaguar_ftype,TRUE,OK,PC,8%,50% G,41% UK,UK,,UK,,G,,,2024_lincoln_corsairhybrid,TRUE
"Jaguar Land Rover
Limited",Jaguar,"I-PACE EV400 Waymo
(394hp Electric Motors/90kWh Battery)",2024_jaguar_ipaceev,TRUE,OK,MPV,0%,74% Poland,,AU,,P,,P,,,2024_lincoln_nautilus,TRUE
"Jaguar Land Rover
Limited",Jaguar,"I-PACE EV400 HSE
(394hp Electric Motors/90kWh Battery)",2024_jaguar_ipaceev,TRUE,OK,MPV,0%,74% Poland,,AU,,P,,P,,,2024_lincoln_nautilushybrid,FALSE
"Jaguar Land Rover
Limited",Jaguar,XF - RWD,2024_jaguar_xf,TRUE,OK,PC,4%,50% UK,43% G,UK,,UK,,G,,,2024_lincoln_navigator,TRUE
"Jaguar Land Rover
Limited",Jaguar,XF - AWD,2024_jaguar_xf,TRUE,OK,PC,4%,48% G,46% UK,UK,,UK,,G,,,2024_lotus_emira,TRUE
"Jaguar Land Rover
Limited",Land Rover,Defender - 90,2024_landrover_defender,TRUE,OK,MPV,1%,31% UK,19% G,SL,,UK,,G,,,2024_lucidmotors_airev,FALSE
"Jaguar Land Rover
Limited",Land Rover,Defender - 110,2024_landrover_defender,TRUE,OK,MPV,1%,31% UK,19% G,SL,,UK,,G,,,2024_maserati_ghibli,FALSE
"Jaguar Land Rover
Limited",Land Rover,Defender - 130,2024_landrover_defender,TRUE,OK,MPV,1%,31% UK,19% G,SL,,UK,,G,,,2024_maserati_grancabrio,FALSE
"Jaguar Land Rover
Limited",Land Rover,Discovery 2.0L Turbocharged,2024_landrover_discovery,TRUE,OK,MPV,0%,72% UK,12% G,SL,,UK,,G,,,2024_maserati_granturismo,FALSE
"Jaguar Land Rover
Limited",Land Rover,Discovery 3.0L Turbocharged,2024_landrover_discovery,TRUE,OK,MPV,0%,72% UK,12% G,SL,,UK,,G,,,2024_maserati_grecale,FALSE
"Jaguar Land Rover
Limited",Land Rover,Discovery Sport,2024_landrover_discoverysport,TRUE,OK,MPV,7%,50% UK,,UK,,UK,,US,,,2024_maserati_levante,FALSE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover 3.0L  Turbocharged
(Gasoline)    Long Wheelbase",2024_landrover_rangerover,TRUE,OK,MPV,5%,54% UK,15% G,UK,,UK,,G,,,2024_maserati_mc20,FALSE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover 3.0L  Turbocharged
(Gasoline)    Long Wheelbase",2024_landrover_rangerover,TRUE,OK,MPV,5%,60% UK,8% G,UK,,UK,,G,,,2024_maserati_quattroporte,FALSE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover 4.4L Turbocharged
(Gasoline)  Long Wheelbase",2024_landrover_rangerover,TRUE,OK,MPV,5%,50% UK,18% G,UK,,G,,G,,,2024_mazda_3,TRUE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover 3.0L  Turbocharged
(Gasoline)    Standard Wheelbase",2024_landrover_rangerover,TRUE,OK,MPV,5%,54% UK,15% G,UK,,UK,,G,,,2024_mazda_cx30,FALSE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover 3.0L  Turbocharged
(Gasoline)    Standard Wheelbase",2024_landrover_rangerover,TRUE,OK,MPV,5%,60% UK,8% G,UK,,UK,,G,,,2024_mazda_cx5,TRUE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover 4.4L V8 Turbocharged
(Gasoline)  Standard Wheelbase",2024_landrover_rangerover,TRUE,OK,MPV,5%,50% UK,18% G,UK,,G,,G,,,2024_mazda_cx50,TRUE
"Jaguar Land Rover
Limited",Land Rover,Range Rover Evoque,2024_landrover_rangeroverevoque,TRUE,OK,MPV,9%,54% UK,15% G,UK,,UK,,US,,,2024_mazda_cx90,FALSE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover Sport 3.0L Turbocharged
PHEV (Gasoline)",2024_landrover_rangeroversporthybrid,TRUE,OK,MPV,5%,54% UK,15% G,UK,,UK,,G,,,2024_mazda_cx90hybrid,TRUE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover Sport 3.0L Turbocharged
(Gasoline)",2024_landrover_rangeroversport,TRUE,OK,MPV,5%,60% UK,8% G,UK,,UK,,G,,,2024_mazda_mx5miata,TRUE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover Sport 4.4L Turbocharged
(Gasoline)",2024_landrover_rangeroversport,TRUE,OK,MPV,5%,50% UK,18% G,UK,,G,,G,,,2024_mercedesbenz_amggt,TRUE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover Velar
(2.0L I4 Gasoline Turbocharged)",2024_landrover_rangerovervelar,TRUE,OK,MPV,8%,60% UK,,UK,,UK,,G,,,2024_mercedesbenz_c,TRUE
"Jaguar Land Rover
Limited",Land Rover,"Range Rover Velar
(3.0L I6 Gasoline Turbocharged)",2024_landrover_rangerovervelar,TRUE,OK,MPV,8%,60% UK,,UK,,UK,,G,,,2024_mercedesbenz_chybrid,FALSE
Kia Motors,Kia,Carnival,2024_kia_carnival,TRUE,OK,MPV,1%,95% K,,K,,K,,K,,,2024_mercedesbenz_cla,TRUE
Kia Motors,Kia,EV6 Electric,2024_kia_ev6ev,TRUE,OK,MPV,0%,95% K,,K,,K,,K,,,2024_mercedesbenz_cle,FALSE
Kia Motors,Kia,EV9 Electric,2024_kia_ev9ev,TRUE,OK,MPV,1%,95% K,,K,,K,,K,,,2024_mercedesbenz_e,FALSE
Kia Motors,Kia,Forte,2024_kia_forte,TRUE,OK,PC,10%,35% K,50% M,M,,M,,M,K,,2024_mercedesbenz_eqbev,TRUE
Kia Motors,Kia,K5,2024_kia_k5,TRUE,OK,PC,60%,30% K,,US,,US,,US,,,2024_mercedesbenz_eqesedanev,TRUE
Kia Motors,Kia,Niro Electric,2024_kia_niroev,TRUE,OK,MPV,1%,60% K,30% CH,K,,K,,K,,,2024_mercedesbenz_eqesuvev,TRUE
Kia Motors,Kia,Niro Hybrid,2024_kia_nirohybrid,TRUE,OK,MPV,1%,90% K,,K,,K,,K,,,2024_mercedesbenz_eqssedanev,TRUE
Kia Motors,Kia,Niro Plug-In Hybrid,2024_kia_nirohybrid,TRUE,OK,MPV,1%,90% K,,K,,K,,K,,,2024_mercedesbenz_eqssuvev,TRUE
Kia Motors,Kia,Seltos,2024_kia_seltos,TRUE,OK,MPV,4%,85% K,,K,,K,,K,K,,2024_mercedesbenz_g,TRUE
Kia Motors,Kia,Sorento,2024_kia_sorento,TRUE,OK,MPV,60%,30% K,,US,,US,,US,K,,2024_mercedesbenz_gla,TRUE
Kia Motors,Kia,Sorento Hybrid,2024_kia_sorentohybrid,TRUE,OK,MPV,1%,90% K,,K,,K,,K,,,2024_mercedesbenz_glb,TRUE
Kia Motors,Kia,Sorento PHEV,2024_kia_sorentohybrid,TRUE,OK,MPV,1%,90% K,,K,,K,,K,,,2024_mercedesbenz_glc,TRUE
Kia Motors,Kia,Soul,2024_kia_soul,TRUE,OK,MPV,1%,85% K,,K,,K,,K,,,2024_mercedesbenz_gle,TRUE
Kia Motors,Kia,Sportage,2024_kia_sportage,TRUE,OK,MPV,55%,30% K,,US,,US,,US,,,2024_mercedesbenz_glehybrid,TRUE
Kia Motors,Kia,Sportage,2024_kia_sportage,TRUE,OK,MPV,0%,90% K,,K,,K,,K,,,2024_mercedesbenz_gls,TRUE
Kia Motors,Kia,Sportage Hybrid,2024_kia_sportagehybrid,TRUE,OK,MPV,1%,90% K,,K,,K,,K,,,2024_mercedesbenz_s,TRUE
Kia Motors,Kia,Sportage PHEV,2024_kia_sportagehybrid,TRUE,OK,MPV,0%,90% K,,K,,K,,K,,,2024_mercedesbenz_shybrid,TRUE
Kia Motors,Kia,Telluride,2024_kia_telluride,TRUE,OK,MPV,60%,30% K,,US,,K,,US,,,2024_mercedesbenz_sl,TRUE
Lamborghini,Lamborghini,Huracan EVO,2024_lamborghini_huracan,TRUE,OK,PC,0%,61% G,15% I,I,,H,,G,,,2024_mini_cooper,TRUE
Lamborghini,Lamborghini,Huracan Sterrato,2024_lamborghini_huracan,TRUE,OK,PC,0%,61% G,17% I,I,,H,,G,,,2024_mini_cooperev,FALSE
Lamborghini,Lamborghini,Huracan STO,2024_lamborghini_huracan,TRUE,OK,PC,0%,43% I,40% G,I,,H,,G,,,2024_mitsubishi_eclipsecross,TRUE
Lamborghini,Lamborghini,Huracan Tecnica,2024_lamborghini_huracan,TRUE,OK,PC,0%,62% G,15% H,I,,H,,G,,,2024_mitsubishi_mirage,TRUE
Lamborghini,Lamborghini,Revuelto,2024_lamborghini_revuelto,FALSE,OK,PC,0%,48% I,26% G,I,,I,,I,,,2024_mitsubishi_outlander,TRUE
Lamborghini,Lamborghini,URUS Performante,2024_lamborghini_urus,TRUE,OK,MPV,0%,56% G,18% I,I,,G,,G,,,2024_mitsubishi_outlandersport,TRUE
Lamborghini,Lamborghini,URUS S,2024_lamborghini_urus,TRUE,OK,MPV,0%,61% G,,I,,G,,G,,,2024_nissan_altima,TRUE
Lotus Cars Ltd.,Lotus,Emira,2024_lotus_emira,TRUE,OK,PC,10%,35% UK,,UK,,J,,J,,,2024_nissan_ariyaev,FALSE
Mazda Motor Corporation,Mazda,CX-5,2024_mazda_cx5,TRUE,OK,MPV,5%,90% J,,J,,J,,J,,,2024_nissan_armada,TRUE
Mazda Motor Corporation,Mazda,CX-50,2024_mazda_cx50,TRUE,OK,MPV,50%,30% M,15% J,US,,M,J,J,,,2024_nissan_frontier,TRUE
Mazda Motor Corporation,Mazda,CX-70 PHEV,2024_mazda_cx70hybrid,FALSE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_nissan_gtr,TRUE
Mazda Motor Corporation,Mazda,CX-70 MHEV,2024_mazda_cx70hybrid,FALSE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_nissan_kicks,TRUE
Mazda Motor Corporation,Mazda,CX-90 PHEV,2024_mazda_cx90hybrid,TRUE,OK,MPV,0%,90% J,,J,,J,,J,,,2024_nissan_leafev,TRUE
Mazda Motor Corporation,Mazda,CX-90 MHEV,2024_mazda_cx90hybrid,TRUE,OK,MPV,0%,90% J,,J,,J,,J,,,2024_nissan_murano,TRUE
Mazda Motor Corporation,Mazda,Mazda3,2024_mazda_3,TRUE,OK,PC,0%,85% J,,J,,J,,J,,,2024_nissan_pathfinder,TRUE
Mazda Motor Corporation,Mazda,Mazda3,2024_mazda_3,TRUE,OK,PC,10%,70% M,15% J,M,,M,J,TH,J,,2024_nissan_rogue,TRUE
Mazda Motor Corporation,Mazda,MX-5  Miata,2024_mazda_mx5miata,TRUE,OK,PC,0%,85% J,,J,,J,,J,,,2024_nissan_sentra,TRUE
Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT43 / AMG GT53),2024_mercedesbenz_amggt,TRUE,OK,PC,0%,50% G,,G,,G,,G,,,2024_nissan_titan,TRUE
Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT63/ AMG GT63Se),2024_mercedesbenz_amggthybrid,FALSE,OK,PC,0%,50% G,,G,,G,,G,,,2024_nissan_titanxd,FALSE
Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C300/C300-4M/C43/C63),2024_mercedesbenz_c,TRUE,OK,PC,0%,20% G,10% SA,SA,,G,P,G,R,,2024_nissan_versa,TRUE
Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA250/CLA250-4M),2024_mercedesbenz_cla,TRUE,OK,PC,0%,25% G,10% H,H,,G,,G,,,2024_nissan_z,TRUE
Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA45 AMG),2024_mercedesbenz_cla,TRUE,OK,PC,0%,25% G,10% H,H,,G,,R,,,2024_polestar_2ev,TRUE
Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA35 AMG),2024_mercedesbenz_cla,TRUE,OK,PC,0%,25% G,10% H,H,,G,,G,,,2024_porsche_911,TRUE
Mercedes-Benz USA,Mercedes-Benz,EQB-Class (EQB 250+/EQB 300-4M/EQB 350-4M),2024_mercedesbenz_eqbev,TRUE,OK,MPV,0%,15% G,10% H,H,,G,,G,,,2024_porsche_boxster,TRUE
Mercedes-Benz USA,Mercedes-Benz,EQE Sedan (EQE 350+/EQE 350-4M/EQE 500-4M/AMG EQE 4M),2024_mercedesbenz_eqesedanev,TRUE,OK,PC,0%,35% G,,G,,H,,H,,,2024_porsche_cayenne,TRUE
Mercedes-Benz USA,Mercedes-Benz,EQE SUV (EQE 350+/EQE 350-4M/EQE 500-4M),2024_mercedesbenz_eqesuvev,TRUE,OK,PC,10%,10% G,,US,,G,,G,,,2024_porsche_cayennehybrid,TRUE
Mercedes-Benz USA,Mercedes-Benz,EQS Sedan (EQS 450+/EQS 450-4M/EQS 580-4M/AMG EQS),2024_mercedesbenz_eqssedanev,TRUE,OK,PC,0%,35% G,,G,,G,,G,,,2024_porsche_cayman,TRUE
Mercedes-Benz USA,Mercedes-Benz,"EQS SUV (EQS450+/EQS450-4M/EQS580
4M/EQS680 Maybach)",2024_mercedesbenz_eqssuvev,TRUE,OK,MPV,10%,15% G,,US,,G,,G,,,2024_porsche_macan,TRUE
Mercedes-Benz USA,Mercedes-Benz,G-Class SUV (G550/G63/G63 4x4),2024_mercedesbenz_g,TRUE,OK,MPV,0%,25% G,15% AT,AT,,G,,G,,,2024_porsche_macanev,FALSE
Mercedes-Benz USA,Mercedes-Benz,GLA SUV (GLA250/GLA250-4M),2024_mercedesbenz_gla,TRUE,OK,MPV,0%,35% G,,G,,G,,R,,,2024_porsche_panamera,FALSE
