Manufacturers,Makes,Carlines,year_make_model,check,,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1,assembly2,engine1,engine2,transmission1,transmission2,,allowed_names,
Mercedes-Benz USA,Mercedes-Benz,GLA SUV (AMG GLA35 / AMG GLA45),2024_mercedesbenz_gla,TRUE,OK,MPV,0%,35% G,,G,,G,,R,,,2024_porsche_taycanev,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLB SUV (GLB250/ GLB250-4M),2024_mercedesbenz_glb,TRUE,OK,MPV,0%,15% G,10% M,M,,G,,R,,,2024_ram_1500,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLC SUV  (GLC300/GLC300-4M),2024_mercedesbenz_glc,TRUE,OK,MPV,0%,30% G,,G,,P,,G,R,,2024_ram_1500classic,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLC SUV  (GLC43-4M),2024_mercedesbenz_glc,TRUE,OK,MPV,0%,30% G,,G,,G,,G,,,2024_ram_promaster,FALSE
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE350-4M/GLE350),2024_mercedesbenz_gle,TRUE,OK,MPV,10%,25% G,,US,,US,,G,,,2024_rivian_r1sev,FALSE
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE450-4M),2024_mercedesbenz_gle,TRUE,OK,MPV,10%,25% G,,US,,G,,G,,,2024_rivian_r1tev,FALSE
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE450e-4M),2024_mercedesbenz_glehybrid,TRUE,OK,MPV,10%,25% G,,US,,G,,G,,,2024_rollsroyce_cullinan,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE580-4M),2024_mercedesbenz_gle,TRUE,OK,MPV,10%,25% G,,US,,G,,G,,,2024_rollsroyce_ghost,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE63 S),2024_mercedesbenz_gle,TRUE,OK,PC,10%,25% G,,US,,G,,G,,,2024_rollsroyce_phantom,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE53-4M),2024_mercedesbenz_gle,TRUE,OK,PC,10%,25% G,,US,,G,,G,,,2024_rollsroyce_spectreev,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLE Coupe (GLE53-4M),2024_mercedesbenz_gle,TRUE,OK,PC,10%,25% G,,US,,G,,G,,,2024_subaru_ascent,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLE Coupe (GLE63S),2024_mercedesbenz_gle,TRUE,OK,PC,10%,25% G,,US,,G,,G,,,2024_subaru_brz,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS450-4M),2024_mercedesbenz_gls,TRUE,OK,MPV,10%,25% G,,US,,G,,G,,,2024_subaru_crosstrek,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS580-4M),2024_mercedesbenz_gls,TRUE,OK,MPV,10%,25% G,,US,,G,,G,,,2024_subaru_forester,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS63),2024_mercedesbenz_gls,TRUE,OK,MPV,10%,25% G,,US,,G,,G,,,2024_subaru_impreza,TRUE
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS600 Maybach),2024_mercedesbenz_gls,TRUE,OK,MPV,10%,25% G,,US,,G,,G,,,2024_subaru_legacy,TRUE
Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S500-4M),2024_mercedesbenz_s,TRUE,OK,PC,0%,40% G,,G,,G,,G,,,2024_subaru_outback,TRUE
Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S580-4M),2024_mercedesbenz_s,TRUE,OK,PC,0%,40% G,,G,,G,,G,,,2024_subaru_solterraev,FALSE
Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S580e-4M),2024_mercedesbenz_shybrid,TRUE,OK,PC,0%,40% G,,G,,G,,G,,,2024_subaru_wrx,TRUE
Mercedes-Benz USA,Mercedes-Benz,S-Class Maybach (S580-4M/S680-4M),2024_mercedesbenz_s,TRUE,OK,PC,0%,35% G,,G,,G,,G,,,2024_tesla_model3ev,TRUE
Mercedes-Benz USA,Mercedes-Benz,SL-Class  (SL55/SL63/SL43),2024_mercedesbenz_sl,TRUE,OK,PC,0%,50% G,,G,,G,,G,,,2024_tesla_modelsev,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Eclipse Cross Black Edition AWD,2024_mitsubishi_eclipsecross,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,2024_tesla_modelxev,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Eclipse Cross ES AWD,2024_mitsubishi_eclipsecross,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,2024_tesla_modelyev,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Eclipse Cross LE AWD,2024_mitsubishi_eclipsecross,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,2024_toyota_4runner,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Eclipse Cross RalliArt AWD,2024_mitsubishi_eclipsecross,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,2024_toyota_bz4xev,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Eclipse Cross SE AWD,2024_mitsubishi_eclipsecross,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,2024_toyota_camry,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Eclipse Cross SEL AWD,2024_mitsubishi_eclipsecross,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,2024_toyota_camryhybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage BE,2024_mitsubishi_mirage,TRUE,OK,PC,0%,91% TH,,TH,,TH,,TH,,,2024_toyota_corolla,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage ES,2024_mitsubishi_mirage,TRUE,OK,PC,0%,91% TH,,TH,,TH,,TH,,,2024_toyota_corollacross,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage LE,2024_mitsubishi_mirage,TRUE,OK,PC,0%,91% TH,,TH,,TH,,TH,,,2024_toyota_corollacrosshybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage SE,2024_mitsubishi_mirage,TRUE,OK,PC,0%,91% TH,,TH,,TH,,TH,,,2024_toyota_corollahybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage G4  BE,2024_mitsubishi_mirage,TRUE,OK,PC,0%,91% TH,,TH,,TH,,TH,,,2024_toyota_crownhybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage G4  ES,2024_mitsubishi_mirage,TRUE,OK,PC,0%,91% TH,,TH,,TH,,TH,,,2024_toyota_gr86,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage G4  LE,2024_mitsubishi_mirage,TRUE,OK,PC,0%,91% TH,,TH,,TH,,TH,,,2024_toyota_grandhighlander,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage G4  SE,2024_mitsubishi_mirage,TRUE,OK,PC,0%,90% TH,,TH,,TH,,TH,,,2024_toyota_grandhighlanderhybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage Ralliart,2024_mitsubishi_mirage,TRUE,OK,PC,0%,90% TH,,TH,,TH,,TH,,,2024_toyota_grcorolla,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Black Edition 2WD,2024_mitsubishi_outlander,TRUE,OK,MPV,4%,85% J,,J,,J,,J,,,2024_toyota_highlander,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Black Edition 4WD,2024_mitsubishi_outlander,TRUE,OK,MPV,4%,84% J,,J,,J,,J,,,2024_toyota_highlanderhybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander ES 2WD,2024_mitsubishi_outlander,TRUE,OK,MPV,5%,82% J,,J,,J,,J,,,2024_toyota_landcruiserhybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander ES 4WD,2024_mitsubishi_outlander,TRUE,OK,MPV,5%,83% J,,J,,J,,J,,,2024_toyota_miraihybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander PHEV Commercial Fleet,2024_mitsubishi_outlanderhybrid,FALSE,OK,MPV,0%,94% J,,J,,J,,J,,,2024_toyota_priushybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander PHEV ES,2024_mitsubishi_outlanderhybrid,FALSE,OK,MPV,0%,94% J,,J,,J,,J,,,2024_toyota_priusprimehybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander PHEV Platinum Edition,2024_mitsubishi_outlanderhybrid,FALSE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_toyota_rav4,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander PHEV Ralliart,2024_mitsubishi_outlanderhybrid,FALSE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_toyota_rav4hybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander PHEV SE,2024_mitsubishi_outlanderhybrid,FALSE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_toyota_rav4primehybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander PHEV SEL,2024_mitsubishi_outlanderhybrid,FALSE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_toyota_sequoiahybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander PHEV SEL Black Edition,2024_mitsubishi_outlanderhybrid,FALSE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_toyota_siennahybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander SE 2WD,2024_mitsubishi_outlander,TRUE,OK,MPV,4%,85% J,,J,,J,,J,,,2024_toyota_supra,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander SE 4WD,2024_mitsubishi_outlander,TRUE,OK,MPV,4%,82% J,,J,,J,,J,,,2024_toyota_tacoma,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander SE Black Edition 2WD,2024_mitsubishi_outlander,TRUE,OK,MPV,4%,87% J,,J,,J,,J,,,2024_toyota_tundra,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander SE Black Edition 4WD,2024_mitsubishi_outlander,TRUE,OK,MPV,4%,86% J,,J,,J,,J,,,2024_toyota_tundrahybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander SEL 2WD,2024_mitsubishi_outlander,TRUE,OK,MPV,4%,85% J,,J,,J,,J,,,2024_toyota_venzahybrid,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander SEL 4WD,2024_mitsubishi_outlander,TRUE,OK,MPV,4%,82% J,,J,,J,,J,,,2024_volkswagen_atlas,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Sport ES,2024_mitsubishi_outlandersport,TRUE,OK,MPV,0%,93% J,,J,,J,,J,,,2024_volkswagen_atlascrosssport,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Sport LE,2024_mitsubishi_outlandersport,TRUE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_volkswagen_golfr,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Sport Ralliart,2024_mitsubishi_outlandersport,TRUE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_volkswagen_gti,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Sport S,2024_mitsubishi_outlandersport,TRUE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_volkswagen_id4ev,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Sport SE,2024_mitsubishi_outlandersport,TRUE,OK,MPV,0%,92% J,,J,,J,,J,,,2024_volkswagen_jetta,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Sport SEL,2024_mitsubishi_outlandersport,TRUE,OK,MPV,1%,92% J,,J,,J,,J,,,2024_volkswagen_taos,TRUE
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Sport Trail Edition,2024_mitsubishi_outlandersport,TRUE,OK,MPV,0%,95% J,,J,,J,,J,,,2024_volkswagen_tiguan,TRUE
"Nissan North America, Inc",Infiniti,Q50,2024_infiniti_q50,TRUE,OK,PC,0%,90% J,,J,,J,,J,,,2024_volvo_s60,TRUE
"Nissan North America, Inc",Infiniti,QX50,2024_infiniti_qx50,TRUE,OK,MPV,15%,45% M,25% J,M,,J,,M,,,2024_volvo_s60hybrid,TRUE
"Nissan North America, Inc",Infiniti,QX55,2024_infiniti_qx55,TRUE,OK,MPV,10%,55% M,20% J,M,,J,,M,,,2024_volvo_s90,TRUE
"Nissan North America, Inc",Infiniti,QX 60,2024_infiniti_qx60,TRUE,OK,MPV,45%,,,US,,US,,US,,,2024_volvo_s90hybrid,TRUE
"Nissan North America, Inc",Infiniti,QX80,2024_infiniti_qx80,TRUE,OK,MPV,5%,90% J,,J,,J,,J,,,2024_volvo_v60crosscountry,TRUE
"Nissan North America, Inc",Nissan,Altima 4CYL,2024_nissan_altima,TRUE,OK,PC,50%,15% M,,US,,US,,M,,,2024_volvo_v60hybrid,TRUE
"Nissan North America, Inc",Nissan,Altima 4CYL Turbo,2024_nissan_altima,TRUE,OK,PC,50%,15% M,,US,,J,,M,,,2024_volvo_v90crosscountry,TRUE
"Nissan North America, Inc",Nissan,Armada,2024_nissan_armada,TRUE,OK,MPV,5%,90% J,,J,,J,,J,,,2024_volvo_xc40,TRUE
"Nissan North America, Inc",Nissan,Frontier,2024_nissan_frontier,TRUE,OK,Truck,40%,20% J,,US,,US,,J,,,2024_volvo_xc60,TRUE
"Nissan North America, Inc",Nissan,GT-R,2024_nissan_gtr,TRUE,OK,PC,0%,95% J,,J,,J,,J,,,2024_volvo_xc60hybrid,TRUE
"Nissan North America, Inc",Nissan,Kicks,2024_nissan_kicks,TRUE,OK,PC,15%,65% M,,M,,M,,M,,,2024_volvo_xc90,TRUE
"Nissan North America, Inc",Nissan,Leaf,2024_nissan_leafev,TRUE,OK,PC,30%,45% J,,US,,J,,J,,,2024_volvo_xc90hybrid,TRUE
"Nissan North America, Inc",Nissan,Murano,2024_nissan_murano,TRUE,OK,MPV,55%,,,US,,US,,M,,,,
"Nissan North America, Inc",Nissan,Pathfinder,2024_nissan_pathfinder,TRUE,OK,MPV,50%,,,US,,US,,US,,,,
"Nissan North America, Inc",Nissan,Rogue,2024_nissan_rogue,TRUE,OK,MPV,25%,45% J,,US,,J,,M,,,,
"Nissan North America, Inc",Nissan,Rogue,2024_nissan_rogue,TRUE,OK,MPV,25%,45% J,,J,,J,,J,,,,
"Nissan North America, Inc",Nissan,Sentra,2024_nissan_sentra,TRUE,OK,PC,15%,65% M,,M,,M,,M,,,,
"Nissan North America, Inc",Nissan,Titan,2024_nissan_titan,TRUE,OK,Truck,45%,15% J,,US,,US,,J,,,,
"Nissan North America, Inc",Nissan,Versa Sedan,2024_nissan_versa,TRUE,OK,PC,15%,70% M,,M,,M,,M,,,,
"Nissan North America, Inc",Nissan,Versa Sedan,2024_nissan_versa,TRUE,OK,PC,15%,70% M,,M,,M,,ESP,,,,
"Nissan North America, Inc",Nissan,Z,2024_nissan_z,TRUE,OK,PC,0%,90% J,,J,,J,,J,,,,
Polestar,Polestar,Polestar 2 AWD (Dual Motor),2024_polestar_2ev,TRUE,OK,PC,0%,95% CH,,CH,,CH,,CH,,,,
Polestar,Polestar,Polestar 2 RWD (Single Motor),2024_polestar_2ev,TRUE,OK,PC,0%,95% CH,,CH,,CH,,CH,,,,
Porsche AG,Porsche,718 Boxster,2024_porsche_boxster,TRUE,OK,PC,0%,75% G,,G,,G,,G,,,,
Porsche AG,Porsche,718 Boxster GTS 4.0,2024_porsche_boxster,TRUE,OK,PC,0%,75% G,,G,,G,,G,,,,
Porsche AG,Porsche,718 Boxster S,2024_porsche_boxster,TRUE,OK,PC,0%,75% G,,G,,G,,G,,,,
Porsche AG,Porsche,718 Cayman,2024_porsche_cayman,TRUE,OK,PC,0%,75% G,,G,,G,,G,,,,
Porsche AG,Porsche,718 Cayman GT4 RS,2024_porsche_cayman,TRUE,OK,PC,0%,70% G,,G,,G,,G,,,,
Porsche AG,Porsche,718 Cayman GTS 4.0,2024_porsche_cayman,TRUE,OK,PC,0%,70% G,,G,,G,,G,,,,
Porsche AG,Porsche,718 Cayman S,2024_porsche_cayman,TRUE,OK,PC,0%,75% G,,G,,G,,G,,,,
Porsche AG,Porsche,"911 Carrera, S, GTS, 4, 4S, 4 GTS",2024_porsche_911,TRUE,OK,PC,0%,75% G,,G,,G,,G,,,,
Porsche AG,Porsche,"911 Carrera Cabriolet, S Cab, GTS Cab,",2024_porsche_911,TRUE,OK,PC,0%,75% G,,G,,G,,G,,,,
Porsche AG,Porsche,911 Dakar,2024_porsche_911,TRUE,OK,PC,0%,65% G,,G,,G,,G,,,,
Porsche AG,Porsche,911 GT3,2024_porsche_911,TRUE,OK,PC,0%,60% G,,G,,G,,G,,,,
Porsche AG,Porsche,911 GT3 RS,2024_porsche_911,TRUE,OK,PC,0%,75% G,,G,,G,,G,,,,
Porsche AG,Porsche,911 GT3 Touring,2024_porsche_911,TRUE,OK,PC,0%,65% G,,G,,G,,G,,,,
Porsche AG,Porsche,911 Carrera T,2024_porsche_911,TRUE,OK,PC,0%,70% G,,G,,G,,G,,,,
Porsche AG,Porsche,"911 Targa 4, 4S, 4 GTS",2024_porsche_911,TRUE,OK,PC,0%,70% G,,G,,G,,G,,,,
Porsche AG,Porsche,"911 Turbo, Turbo S, Turbo Cab, Turbo S",2024_porsche_911,TRUE,OK,PC,0%,75% G,,G,,G,,G,,,,
Porsche AG,Porsche,Cayenne,2024_porsche_cayenne,TRUE,OK,MPV,0%,25% G,30% SL,SL,,H,,G,,,,
Porsche AG,Porsche,Cayenne Coupe,2024_porsche_cayenne,TRUE,OK,MPV,0%,25% G,30% SL,SL,,H,,H,,,,
Porsche AG,Porsche,Cayenne E-Hybrid,2024_porsche_cayennehybrid,TRUE,OK,MPV,0%,30% G,25% SL,SL,,H,,G,,,,
Porsche AG,Porsche,Cayenne E-Hybrid Coupe,2024_porsche_cayennehybrid,TRUE,OK,MPV,0%,35% G,25% SL,SL,,H,,G,,,,
Porsche AG,Porsche,Cayenne S,2024_porsche_cayenne,TRUE,OK,MPV,0%,45% G,30% SL,SL,,G,,H,,,,
Porsche AG,Porsche,Cayenne S Coupe,2024_porsche_cayenne,TRUE,OK,MPV,0%,45% G,25% SL,SL,,G,,H,,,,
Porsche AG,Porsche,Cayenne Turbo GT,2024_porsche_cayenne,TRUE,OK,MPV,0%,50% G,25% SL,SL,,G,,G,,,,
Porsche AG,Porsche,"Macan, T",2024_porsche_macan,TRUE,OK,MPV,0%,60% G,,G,,H,,G,,,,
Porsche AG,Porsche,Macan S,2024_porsche_macan,TRUE,OK,MPV,0%,60% G,15% H,G,,H,,G,,,,
Porsche AG,Porsche,Macan GTS,2024_porsche_macan,TRUE,OK,MPV,0%,65% G,15% H,G,,H,,G,,,,
Porsche AG,Porsche,"Taycan, 4S, GTS, Turbo",2024_porsche_taycanev,TRUE,OK,PC,0%,40% G,30% P,G,,G,,G,,,,
Porsche AG,Porsche,"Taycan 4 Cross Turismo, 4S Cross",2024_porsche_taycanev,TRUE,OK,PC,0%,40% G,30% P,G,,G,,G,,,,
Porsche AG,Porsche,Taycan Turbo S,2024_porsche_taycanev,TRUE,OK,PC,0%,45% G,30% P,G,,G,,G,,,,
Porsche AG,Porsche,Taycan Turbo S Cross Turismo,2024_porsche_taycanev,TRUE,OK,PC,0%,45% G,30% P,G,,G,,G,,,,
Rolls-Royce Motor,Rolls-Royce,Cullinan,2024_rollsroyce_cullinan,TRUE,OK,MPV,1%,29% G,,UK,,G,,G,,,,
Rolls-Royce Motor,Rolls-Royce,Ghost,2024_rollsroyce_ghost,TRUE,OK,PC,1%,29% G,,UK,,G,,G,,,,
Rolls-Royce Motor,Rolls-Royce,Phantom,2024_rollsroyce_phantom,TRUE,OK,PC,1%,29% G,,UK,,G,,G,,,,
Rolls-Royce Motor,Rolls-Royce,Spectre,2024_rollsroyce_spectreev,TRUE,OK,PC,1%,53% G,,UK,,G,,G,,,,
Subaru,Subaru,Ascent,2024_subaru_ascent,TRUE,OK,MPV,50%,30% J,,US,,J,,J,,,,
Subaru,Subaru,BRZ,2024_subaru_brz,TRUE,OK,PC,0%,85% J,,J,,J,,J,,,,
Subaru,Subaru,Crosstrek,2024_subaru_crosstrek,TRUE,OK,MPV,5%,85% J,,J,,J,,J,,,,
Subaru,Subaru,Crosstrek,2024_subaru_crosstrek,TRUE,OK,MPV,45%,35% J,,US,,J,,J,,,,
Subaru,Subaru,Forester,2024_subaru_forester,TRUE,OK,MPV,0%,80% J,,J,,J,,J,,,,
Subaru,Subaru,Impreza,2024_subaru_impreza,TRUE,OK,PC,5%,80% J,,J,,J,,J,,,,
Subaru,Subaru,Legacy,2024_subaru_legacy,TRUE,OK,PC,50%,30% J,,US,,J,,J,,,,
Subaru,Subaru,Outback,2024_subaru_outback,TRUE,OK,MPV,50%,30% J,,US,,J,,J,,,,
Subaru,Subaru,WRX,2024_subaru_wrx,TRUE,OK,PC,0%,85% J,,J,,J,,J,,,,
Subaru,Toyota,GR86,2024_toyota_gr86,TRUE,OK,PC,0%,85% J,,J,,J,,J,,,,
Tesla Inc.,Tesla,Cybertruck,2024_tesla_cybertruckev,FALSE,OK,Truck,65%,25% M,,US,,USA,,USA,,,,
Tesla Inc.,Tesla,Model 3 Long Range,2024_tesla_model3ev,TRUE,OK,PC,35%,20% M,40% CH,US,,USA,,USA,,,,
Tesla Inc.,Tesla,Model 3 Performance,2024_tesla_model3ev,TRUE,OK,PC,75%,20% MX,,"Fremont, CA",,USA,,USA,,,,
Tesla Inc.,Tesla,Model 3 RWD,2024_tesla_model3ev,TRUE,OK,PC,40%,20% M,35% CH,US,,USA,,USA,,,,
Tesla Inc.,Tesla,Model S,2024_tesla_modelsev,TRUE,OK,PC,65%,15% M,,US,,USA,,USA,,,,
Tesla Inc.,Tesla,Model X,2024_tesla_modelxev,TRUE,OK,MPV,60%,20% M,,US,,USA,,USA,,,,
Tesla Inc.,Tesla,Model Y Long Range,2024_tesla_modelyev,TRUE,OK,MPV,70%,20% M,,US,,USA,,USA,,,,
Tesla Inc.,Tesla,Model Y Long Range,2024_tesla_modelyev,TRUE,OK,MPV,70%,20% M,,US,,USA,,USA,,,,
Tesla Inc.,Tesla,Model Y Performance,2024_tesla_modelyev,TRUE,OK,MPV,70%,20% M,,US,,USA,,USA,,,,
Toyota,Lexus,ES 250/350,2024_lexus_es,TRUE,OK,PC,50%,35% J,,US,,US,J,US,J,,,
Toyota,Lexus,ES 300h,2024_lexus_eshybrid,TRUE,OK,PC,45%,40% J,,US,,US,,J,,,,
Toyota,Lexus,GX550,2024_lexus_gx,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,IS 300/350,2024_lexus_is,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,LC 500,2024_lexus_lc,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,LC Convertible,2024_lexus_lc,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,LC 500h,2024_lexus_lchybrid,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,LS 500,2024_lexus_ls,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,LS 500h,2024_lexus_lshybrid,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,LX 600,2024_lexus_lx,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,NX 250/350,2024_lexus_nx,TRUE,OK,MPV,40%,45% J,,J,CAN,J,US,J,,,,
Toyota,Lexus,NX 350h,2024_lexus_nx,TRUE,OK,MPV,40%,55% J,,J,CAN,J,US,J,US,,,
Toyota,Lexus,NX 450h+,2024_lexus_nxhybrid,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,RC 300/350,2024_lexus_rc,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,RC F,2024_lexus_rcf,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,RX 350,2024_lexus_rx,TRUE,OK,MPV,55%,30% J,,CN,J,US,J,US,J,,,
Toyota,Lexus,RX 450h+,2024_lexus_rx,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,RX 350h/500h,2024_lexus_rxhybrid,TRUE,OK,MPV,40%,45% J,,CN,,US,,J,,,,
Toyota,Lexus,RZ 300e/450e,2024_lexus_rzev,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,,
Toyota,Lexus,TX 350,2024_lexus_tx,TRUE,OK,MPV,65%,20% J,,US,,US,J,US,,,,
Toyota,Lexus,TX 500h,2024_lexus_tx,TRUE,OK,MPV,50%,35% J,,US,,J,,J,,,,
Toyota,Lexus,TX 550h+,2024_lexus_txhybrid,TRUE,OK,MPV,30%,60% J,,US,,J,,J,,,,
Toyota,Lexus,UX 250h,2024_lexus_uxhybrid,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,,
Toyota,Toyota,bZ4x,2024_toyota_bz4xev,TRUE,OK,MPV,0%,80% J,20% CH,J,,J,,J,,,,
Toyota,Toyota,Corolla Cross,2024_toyota_corollacross,TRUE,OK,MPV,60%,25% J,,US,,US,B,J,,,,
Toyota,Toyota,Corolla Cross Hybrid,2024_toyota_corollacrosshybrid,TRUE,OK,MPV,45%,40% J,,US,,US,,J,,,,
Toyota,Toyota,4Runner,2024_toyota_4runner,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,,
Toyota,Toyota,Camry,2024_toyota_camry,TRUE,OK,PC,70%,10% J,,US,,J,US,J,US,,,
Toyota,Toyota,Camry Hybrid,2024_toyota_camryhybrid,TRUE,OK,PC,50%,30% J,,US,,US,,J,,,,
Toyota,Toyota,Corolla Hatchback,2024_toyota_corolla,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Toyota,Corolla Hybrid,2024_toyota_corollahybrid,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Toyota,Corolla,2024_toyota_corolla,TRUE,OK,PC,55%,30% J,,US,J,US,J,J,,,,
Toyota,Toyota,Crown,2024_toyota_crownhybrid,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Toyota,GR86,2024_toyota_gr86,TRUE,OK,PC,0%,85% J,,J,,J,,J,,,,
Toyota,Toyota,GR Corolla,2024_toyota_grcorolla,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Toyota,Grand Highlander,2024_toyota_grandhighlander,TRUE,OK,MPV,60%,25% J,,US,,US,J,J,US,,,
Toyota,Toyota,Grand Highlander Hybrid,2024_toyota_grandhighlanderhybrid,TRUE,OK,MPV,50%,35% J,,US,,US,J,J,,,,
Toyota,Toyota,Highlander,2024_toyota_highlander,TRUE,OK,MPV,65%,20% J,,US,,US,J,J,US,,,
Toyota,Toyota,Highlander Hybrid,2024_toyota_highlanderhybrid,TRUE,OK,MPV,55%,30% J,,US,,US,J,J,,,,
Toyota,Toyota,Land Cruiser,2024_toyota_landcruiserhybrid,TRUE,OK,MPV,0%,100% J,,J,,J,,J,,,,
Toyota,Toyota,Mirai,2024_toyota_miraihybrid,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
Toyota,Toyota,Prius,2024_toyota_priushybrid,TRUE,OK,PC,0%,100% J,,J,,J,,J,,,,
