year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2021_bmw_8series,PC,5%,60% G,,G
2021_bmw_8series,PC,5%,60% G,,G
2021_bmw_x1,MPV,5%,50% G,,G
2021_bmw_x2,MPV,5%,45% G,,G
2021_bmw_x3,MPV,30%,24% G,17% MX,US
2021_bmw_x3hybrid,MPV,30%,24% G,17% MX,US
2021_bmw_x3,MPV,30%,24% G,17% MX,US
2021_bmw_x4,MPV,31%,25% G,19% MX,US
2021_bmw_x4,MPV,31%,25% G,19% MX,US
2021_bmw_x5,MPV,36%,33% G,22% MX,US
2021_bmw_x5hybrid,MPV,36%,33% G,22% MX,US
2021_bmw_x6,MPV,30%,23% G,20% MX,US
2021_bmw_x7,MPV,32%,18% G,24% MX,US
2021_bmw_z4,PC,5%,50% G,15% PL,A
2021_bmw_i3ev,PC,5%,35% G,20% CH,G
2021_mini_cooper,PC,5%,35% G,20% UK,UK
2021_mini_cooper,PC,5%,35% G,20% UK,UK
2021_mini_cooper,PC,5%,35% G,25% UK,N
2021_mini_cooper,PC,5%,35% G,20% UK,UK
2021_mini_cooper,MPV,5%,30% G,15% UK,N
2021_toyota_supra,PC,5%,50% G,15% A,A
2021_bugatti_chiron,PC,N/A,N/A,,F
2021_bugatti_chiron,PC,N/A,N/A,,F
2021_alfaromeo_giulia,PC,0%,69% I,,Cassino Italy
2021_alfaromeo_stelvio,MPV,0%,55% I,13% F,Cassni o Italy
2021_chrysler_300,PC,69%,17% M ,,Brampton ON Canada
2021_chrysler_pacifica,MPV,68%,23% M,,Windsor ON Canada
2021_chrysler_voyager,MPV,68%,23% M,,Windsor ON Canada
2021_dodge_challenger,PC,66%,23% M,,Brampton ON Canada
2021_dodge_charger,PC,70%,17% M,,Brampton ON Canada
2021_dodge_durango,MPV,67%,22% M,,Detroit Ml USA
2021_fiat_500x,MPV,0%,62% I,20% PL,Melfi Italy
2021_jeep_cherokee,MPV,71%,18% M,,Belvidere IL USA
2021_jeep_compass,MPV,20%,69% M,,Toluca Mexico
2021_jeep_gladiator,Truck,65%,19% M,,Toledo OH USA
2021_jeep_grandcherokee,MPV,67%,23% M,,Detroit Ml USA
2021_jeep_renegade,MPV,14%,63% I,,Melfi Italy
2021_jeep_wrangler,MPV,60%,20% M,,Toledo OH USA
2021_ram_1500,Truck,58%,32% M,,Sterling Heights MI USA
2021_ram_1500classic,Truck,63%,27% M,,Warren MI USA 
2021_ram_1500classic,Truck,49%,45% M,,Saltillo Mexico (Reg. Cab)
2021_ram_promaster,MPV,34%,44% T,18% I,Bursa Turkey
2021_maserati_levante,MPV,2%,70% I,,I
2021_maserati_ghibli,PC,3%,74% I,,I
2021_maserati_quattroporte,PC,3%,76% I,,I
2021_ford_bronco,Truck,61%,15% MX,,US
2021_ford_broncosport,MPV,10%,80% MX,,MX
2021_ford_ecosport,MPV,16%,51% IN,15% CH,IN
2021_ford_edge,MPV,41%,17% MX,,CAN
2021_ford_escape,MPV,40%,25% MX,,US
2021_ford_expedition,MPV,60%, ,,US
2021_ford_explorer,MPV,48%,15% MX,,US
2021_ford_f150,Truck,55%,15% MX,,US
2021_ford_f150,Truck,55%,15% MX,,US
2021_ford_gt,PC,12%,,,CAN
2021_ford_mustang,PC,77%, ,,US
2021_ford_mustangmacheev,MPV,15%,70% MX,,MX
2021_ford_ranger,MPV,45%,15% MX,,US
2021_ford_transit,Truck,15%,45% ESP,,ESP
2021_lincoln_corsair,PC,25%,25% MX,,US
2021_lincoln_nautilus,MPV,40%,15% MX,,CAN
2021_lincoln_navigator,MPV,50%, ,,US
2021_cadillac_escalade,MPV,46%,38% M ,,US
2021_chevrolet_equinox,MPV,38%,40% M,,M
2021_chevrolet_tahoe,MPV,46%,38% M,,US
2021_gmc_terrain,MPV,38%,40% M,,M
2021_gmc_yukon,MPV,46%,38% M,,US
2021_chevrolet_trailblazer,MPV,3%,44% Korea ,29% M,K
2021_buick_encore,MPV,3%,44% Korea ,29% M,K
2021_chevrolet_blazer,MPV,49%,25% MX, ,"M, Ramos Arizpe"
2021_chevrolet_traverse,MPV,49%,25% MX, ,"US, Lansing, MI"
2021_buick_enclave,MPV,49%,25% MX, ,"US, Lansing, MI"
2021_gmc_acadia,MPV,49%,25% MX, ,"US, Spring Hill, TN"
2021_cadillac_xt5,MPV,49%,25% MX, ,"US, Spring Hill, TN"
2021_cadillac_xt6,MPV,49%,25% MX, ,"US, Spring Hill, TN"
2021_chevrolet_malibu,PC,46%,28% M, ,"US, Kansas City, KA"
2021_cadillac_xt4,MPV,46%,28% M, ,"US, Kansas City, KA"
2021_buick_encore,MPV,4%,63% Korea, ,"K, Bupyeong"
2021_chevrolet_trax,MPV,4%,62% Korea, ,"K, Bupyeong"
2021_chevrolet_spark,PC,1%,76% Korea, ,"K, Changwon"
2021_chevrolet_colorado,T,60%,21% M, ,"US, Wentzville, MO"
2021_gmc_canyon,T,60%,21% M, ,"US, Wentzville, MO"
2021_chevrolet_camaro,PC,57%,20% M, ,"US, Lansing, MI"
2021_chevrolet_silverado,T,46%,38% Mexico, ,"US, Roanoke, IN"
2021_gmc_sierra,T,46%,38% Mexico, ,"US, Roanoke, IN"
2021_cadillac_ct4,PC,49%,21% China, ,"US, Lansing, MI"
2021_cadillac_ct5,PC,49%,21% China, ,"US, Lansing, MI"
2021_chevrolet_corvette,PC,72%, , ,"US, Bowling Green, KY"
2021_acura_rdx,MPV,65%,,,US
2021_acura_rdx,MPV,65%,,,US
2021_acura_rdx,MPV,65%,,,US
2021_acura_rdx,MPV,65%,,,US
2021_acura_rdx,MPV,65%,,,US
2021_honda_pilot,MPV,70%,,,US
2021_honda_pilot,MPV,70%,,,US
2021_honda_passport,MPV,70%,,,US
2021_honda_passport,MPV,70%,,,US
2021_honda_odyssey,MPV,70%,,,US
2021_acura_ilx,PC,55%,25% J,,US
2021_acura_tlx,PC,65%,,,US
2021_acura_tlx,PC,65%,,,US
2021_acura_tlx,PC,65%,,,US
2021_acura_tlx,PC,65%,,,US
2021_honda_crv,MPV,65%,,,US
2021_honda_crv,MPV,65%,,,US
2021_honda_crv,MPV,65%,,,CAN
2021_honda_crv,MPV,65%,,,US
2021_honda_crv,MPV,50%,25% J,,US
2021_honda_crv,MPV,50%,25% J,,US
2021_honda_crv,MPV,50%,25% J,,CAN
2021_honda_crv,MPV,50%,25% J,,US
2021_honda_crv,MPV,50%,25% J,,US
2021_honda_hrv,MPV,20%,40% MX,20% J,MX
2021_honda_hrv,MPV,20%,35% MX,20% J,MX
2021_honda_civic,PC,20%,20% UK,20% J,UK
2021_honda_civic,PC,20%,20% UK,20% J,UK
2021_honda_civic,PC,20%,20% UK,20% J,UK
2021_honda_civic,PC,65%,,,US
2021_honda_civic,PC,65%,,,US
2021_honda_civic,PC,65%,,,CAN
2021_honda_civic,PC,65%,,,CAN
2021_honda_accord,PC,50%,20% J,,US
2021_honda_accord,PC,50%,20% J,,US
2021_honda_accord,PC,60%,,,US
2021_honda_accord,PC,60%,,,US
2021_honda_accord,PC,60%,,,US
2021_honda_insight,PC,45%,35% J,,US
2021_honda_insight,PC,40%,35% J,,US
2021_honda_clarityhybrid,PC,10%,85% J,,J
2021_genesis_g90,PC,0%,85% K,,K
2021_genesis_g80,PC,0%,90% K,,K
2021_genesis_g70,PC,5%,80% K,,K
2021_genesis_gv80,MPV,5%,90% K,,K
2021_hyundai_accent,PC,5%,55% M,35% K,M 
2021_hyundai_elantra,PC,55%,25% K,15% M,US
2021_hyundai_elantra,PC,0%,95% K,,K
2021_hyundai_elantrahybrid,PC,0%,85% K,,K
2021_hyundai_ioniqhybrid,PC,0%,85% K,,K
2021_hyundai_ioniqev,PC,0%,95% K, ,K
2021_hyundai_ioniqhybrid,PC,0%,80% K,,K
2021_hyundai_kona,MPV,0%,85% K,,K
2021_hyundai_palisade,MPV,5%,80% K,,K
2021_hyundai_konaev,MPV,0%,95% K,,K
2021_hyundai_santafe,MPV,50%,40% K,,US
2021_hyundai_santafehybrid,MPV,0%,95% K,,K
2021_hyundai_sonatahybrid,PC,0%,90% K,,K
2021_hyundai_sonata,PC,0%,85% K,,K
2021_hyundai_sonata,PC,45%,40% K,,US
2021_hyundai_tucson,MPV,0%,85% K,,K
2021_hyundai_veloster,PC,0%,85% K,,K
2021_hyundai_velostern,PC,5%,85% K,,K
2021_hyundai_nexohybrid,MPV,0%,80% K,,K
2021_hyundai_venue,MPV,0%,95% K,,K
2021_jaguar_fpace,MPV,0%,61% UK,15% G,UK
2021_jaguar_fpace,MPV,0%,61% UK,15% G,UK
2021_jaguar_fpace,MPV,0%,61% UK,11% G,UK
2021_jaguar_xf,PC,4%,50% UK,43% G,UK
2021_jaguar_xf,PC,4%,48% G,46% UK,UK
2021_landrover_defender,MPV,1%,31% UK,19% G,SL
2021_landrover_defender,MPV,1%,31% UK,19% G,SL
2021_landrover_discoverysport,MPV,7%,50% UK,,UK
2021_landrover_rangeroverevoque,MPV,9%,54% UK,15% G ,UK
2021_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2021_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2021_jaguar_epace,MPV,14%,62% G,21% UK,AU
2021_jaguar_epace,MPV,15%,63% G,20% UK,AU
2021_kia_forte,PC,5%,60% M ,30% K,M 
2021_kia_k5,PC,55%,35% K,,US
2021_kia_niroev,MPV,0%,65% K,30% CH,K
2021_kia_nirohybrid,MPV,0%,85% K,,K
2021_kia_nirohybrid,MPV,0%,85% K,,K
2021_kia_rio,PC,5%,50% M,40% K,M
2021_kia_sedona,MPV,0%,85% K,,K
2021_kia_seltos,MPV,0%,90% K,,K
2021_kia_sorento,MPV,50%,35% K,,US
2021_kia_sorentohybrid,MPV,0%,90% K,,K
2021_kia_sportage,MPV,0%,90% K,,K
2021_kia_soul,MPV,0%,90% K,,K
2021_kia_telluride,MPV,50%,45% K,,US
2021_kia_stinger,PC,0%,90% K, ,K
2021_lamborghini_huracan,PC,0%,61% G,15% I,I
2021_lamborghini_huracan,PC,0%,43% I,40% G,I
2021_lamborghini_aventador,PC,0%,43% I,34% G,I
2021_lamborghini_aventador,PC,0%,49% I,29% G,I
2021_lamborghini_sian,PC,0%,45% I,31% G,I
2021_lamborghini_urus,MPV,0%,72% G,,I
2021_mazda_cx3,PC,0%,85% J,,J
2021_mazda_cx30,PC,5%,65% M,15% J    ,M
2021_mazda_cx5,MPV,0%,90% J,,J
2021_mazda_cx9,MPV,0%,90% J,,J
2021_mazda_2,PC,5%,70% M ,25% J,M
2021_mazda_3,PC,0%,80% J,,J
2021_mazda_3,PC,5%,65% M,15% J    ,M
2021_mazda_6,PC,0%,90% J,,J
2021_mercedesbenz_c,PC,19%,34% SA,30% G,SA
2021_mercedesbenz_c,PC,0%,59% G,28% SA,SA
2021_mercedesbenz_c,PC,0%,59% G,28% SA,SA
2021_mercedesbenz_c,PC,0%,82% G,,G
2021_mercedesbenz_c,PC,0%,82% G,,G
2021_mercedesbenz_c,PC,0%,82% G,,G
2021_mercedesbenz_c,PC,0%,78% G,,G
2021_mercedesbenz_c,PC,0%,78% G,,G
2021_mercedesbenz_c,PC,0%,78% G,,G
2021_mercedesbenz_e,PC,0%,79% G,,G
2021_mercedesbenz_e,PC,0%,79% G,,G
2021_mercedesbenz_e,PC,0%,79% G,,G
2021_mercedesbenz_e,PC,0%,82% G,,G
2021_mercedesbenz_e,PC,0%,82% G,,G
2021_mercedesbenz_e,PC,0%,81% G,,G
2021_mercedesbenz_e,PC,0%,77% G,,G
2021_mercedesbenz_cls,PC,0%,82% G,,G
2021_mercedesbenz_s,PC,0%,84% G,,G
2021_mercedesbenz_s,PC,0%,79% G,,G
2021_mercedesbenz_cla,PC,0%,61% G,15% H,H
2021_mercedesbenz_cla,PC,0%,61% G,15% H,H
2021_mercedesbenz_cla,PC,0%,61% G,15%H,H
2021_mercedesbenz_gla,MPV,0%,73% G,,G
2021_mercedesbenz_gla,MPV,0%,73% G,,G
2021_mercedesbenz_glc,MPV,0%,78% G,,FN
2021_mercedesbenz_glc,MPV,17%,58% G,,G
2021_mercedesbenz_glc,MPV,19%,58% G,,G
2021_mercedesbenz_glc,MPV,0%,75% G,,G
2021_mercedesbenz_glc,MPV,0%,75% G,,G
2021_mercedesbenz_glc,PC,16%,60% G,,G
2021_mercedesbenz_glc,PC,0%,79% G,,G
2021_mercedesbenz_glc,PC,0%,79% G,,G
2021_mercedesbenz_glc,PC,0%,79% G,,G
2021_mercedesbenz_gle,MPV,69%,12% G,,US
2021_mercedesbenz_gle,MPV,46%,36% G,,US
2021_mercedesbenz_gle,MPV,46%,36% G,,US
2021_mercedesbenz_gle,PC,46%,36% G,,US
2021_mercedesbenz_gle,PC,46%,36% G,,US
2021_mercedesbenz_gle,PC,48%,34% G,,US
2021_mercedesbenz_gle,PC,48%,34% G,,US
2021_mercedesbenz_g,MPV,2%,27% G,26% AU,AU
2021_mercedesbenz_gls,MPV,49%,35% G,,US
2021_mercedesbenz_gls,MPV,49%,35% G,,US
2021_mercedesbenz_gls,MPV,49%,35% G,,US
2021_mercedesbenz_gls,MPV,48%,39% G,,US
2021_mercedesbenz_amggt,PC,0%,84% G,,G
2021_mercedesbenz_amggt,PC,0%,80% G,,G
2021_mercedesbenz_amggt,PC,0%,85% G,,G
2021_mercedesbenz_amggt,PC,0%,85% G,,G
2021_mercedesbenz_a,PC,4%,46% G,37% MX,MX
2021_mercedesbenz_a,PC,0%,71% G, ,G
2021_mercedesbenz_glb,MPV,5%,44% G,40% MX,MX
2021_mitsubishi_mirage,PC,0%,92% TH,,TH
2021_mitsubishi_mirage,PC,0%,91% TH,,TH
2021_mitsubishi_mirage,PC,0%,92% TH,,TH
2021_mitsubishi_mirage,PC,0%,91% TH,,TH
2021_mitsubishi_mirage,PC,0%,89% TH,,TH
2021_mitsubishi_mirage,PC,0%,92% TH,,TH
2021_mitsubishi_mirage,PC,0%,91% TH,,TH
2021_mitsubishi_mirage,PC,0%,92% TH,,TH
2021_mitsubishi_mirage,PC,0%,91% TH,,TH
2021_mitsubishi_mirage,PC,0%,89% TH,,TH
2021_mitsubishi_outlanderhybrid,MPV,0%,97% J,,J
2021_mitsubishi_outlander,MPV,0%,97% J,,J
2021_mitsubishi_outlander,MPV,0%,97% J,,J
2021_mitsubishi_outlander,MPV,0%,96% J,,J
2021_mitsubishi_outlandersport,MPV,0%,94% J,,J
2021_mitsubishi_outlander,MPV,0%,96% J,,J
2021_mitsubishi_outlandersport,MPV,0%,93% J,,J
2021_mitsubishi_outlander,MPV,0%,96% J,,J
2021_mitsubishi_outlandersport,MPV,0%,95% J,,J
2021_mitsubishi_outlander,MPV,0%,96% J,,J
2021_mitsubishi_outlandersport,MPV,0%,93% J,,J
2021_mitsubishi_outlandersport,MPV,0%,93% J,,J
2021_mitsubishi_outlander,MPV,0%,96% J,,J
2021_mitsubishi_outlander,MPV,0%,96% J,,J
2021_infiniti_qx50,MPV,10%,55% MX,20% J,MX
2021_infiniti_q50,PC,0%,95% J,,J
2021_infiniti_q60,PC,0%,95% J,,J
2021_infiniti_qx80,MPV,0%,100% J,,J
2021_nissan_altima,PC,50%,20% MX,,US
2021_nissan_altima,PC,50%,20% MX,,US
2021_nissan_armada,MPV,5%,95% J,,J
2021_nissan_frontier,Truck,45%,20% J,,US
2021_nissan_gtr,PC,0%,100% J,,J
2021_nissan_kicks,PC,15%,70% MX,,MX
2021_nissan_leafev,PC,35%,40% J,,US
2021_nissan_maxima,PC,50%,15% MX,,US
2021_nissan_murano,MPV,55%,,,US
2021_nissan_nv200,Truck,20%,60% MX,15% J,MX
2021_nissan_roguesport,MPV,0%,95% J,,J
2021_nissan_rogue,MPV,30%,35% J, ,US
2021_nissan_rogue,MPV,30%,35% J, ,J
2021_nissan_sentra,PC,15%,60% MX, ,MX
2021_nissan_titan,Truck,50%,15% J,,US
2021_nissan_versa,PC,15%,70% MX,,MX
2021_polestar_1ev,PC,1%,40% CH,20% SE,CH
2021_polestar_2ev,PC,1%,95% CH,5% SE,CH
2021_porsche_macan,MPV,0%,57% Germany,,"Leipzig,
Germany"
2021_porsche_macan,MPV,0%,65% Germany,15% Hungary,"Leipzig,
Germanv"
2021_porsche_macan,MPV,0%,66% Germany, ,"Leipzig,
Germanv"
2021_porsche_macan,MPV,0%,68% Germany, ,"Leipzig,
Germanv"
2021_porsche_cayenne,MPV,0%,31% Germany,29% Slovakia,"Bratislava,
Slovakia"
2021_porsche_cayenne,MPV,0%,35% Germany,25% Slovakia,"Bratislava,
Slovakia"
2021_porsche_cayenne,MPV,0%,35% Germany,27% Slovakia,"Bratislava,
Slovakia"
2021_porsche_cayenne,MPV,0%,34% Germany,25% Slovakia,"Bratislava,
Slovakia"
2021_porsche_cayenne,MPV,0%,53% Germany,21% Slovakia,"Bratislava,
Slovakia"
2021_porsche_cayenne,MPV,0%,54% Germany,22% Slovakia,"Bratislava,
Slovakia"
2021_porsche_cayenne,MPV,1%,51% Germany,25% Slovakia,"Bratislava,
Slovakia"
2021_porsche_cayenne,MPV,1%,50% Germany,22% Slovakia,"Bratislava,
Slovakia"
2021_porsche_cayman,PC,0%,73% Germany,,"Stuttgart,
Germany"
2021_porsche_cayman,PC,0%,73% Germany,,"Osnabrueck, Germany"
2021_porsche_cayman,PC,0%,73% Germany,,"Stuttgart,
Germany"
2021_porsche_cayman,PC,0%,73% Germany,,"Osnabrueck, Germany"
2021_porsche_cayman,PC,0%,74% Germany,,"Stuttgart,
Germany"
2021_porsche_cayman,PC,0%,74% Germany,,"Osnabrueck, Germany"
2021_porsche_boxster,PC,0%,75% Germany,,"Stuttgart,
Germany"
2021_porsche_boxster,PC,0%,75% Germany,,"Osnabrueck, Germany"
2021_porsche_boxster,PC,0%,74% Germany,,"Stuttgart,
Germany"
2021_porsche_boxster,PC,0%,74% Germany,,"Osnabrueck, Germany"
2021_porsche_boxster,PC,0%,77% Germany,,"Stuttgart,
Germany"
2021_porsche_boxster,PC,0%,77% Germany,,"Osnabrueck, Germany"
2021_porsche_spyder,PC,0%,78% Germany,,"Stuttgart,
Germany"
2021_porsche_spyder,PC,0%,78% Germany,,"Osnabrueck, Germany"
2021_porsche_cayman,PC,0%,74% Germany,,"Stuttgart,
Germany"
2021_porsche_cayman,PC,0%,74% Germany,,"Osnabrueck, Germany"
2021_porsche_cayman,PC,0%,72% Germany,,"Stuttgart,
Germany"
2021_porsche_cayman,PC,0%,72% Germany,,"Osnabrueck, Germany"
2021_porsche_boxster,PC,0%,74% Germany,,"Stuttgart,
Germany"
2021_porsche_boxster,PC,0%,74% Germany,,"Osnabrueck, Germany"
2021_porsche_cayman,PC,0%,73% Germany,,"Stuttgart,
Germany"
2021_porsche_cayman,PC,0%,73% Germany,,"Osnabrueck, Germany"
2021_porsche_boxster,PC,0%,75% Germany,,"Stuttgart,
Germany"
2021_porsche_boxster,PC,0%,75% Germany,,"Osnabrueck, Germany"
2021_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germany"
2021_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germany"
2021_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germany"
2021_porsche_911,PC,0%,77% Germany,,"Stuttgart,
Germany"
2021_porsche_911,PC,0%,73%Germany,,"Stuttgart,
Germany"
2021_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germany"
2021_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germany"
2021_porsche_911,PC,0%,75% Germany,,"Stuttgart,
Germanv"
2021_porsche_911,PC,0%,73% Germany,,"Stuttgart,
Germanv"
2021_porsche_911,PC,0%,73% Germany,,"Stuttgart,
Germanv"
2021_porsche_911,PC,0%,72% Germany,,"Stuttgart,
Germanv"
2021_porsche_911,PC,0%,75% Germany,,"Stuttgart,
Germanv"
2021_porsche_911,PC,0%,73% Germany,,"Stuttgart,
Germanv"
2021_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germanv"
2021_porsche_taycanev,PC,0%,51% Germany,23% Poland,"Stuttgart,
Germanv"
2021_porsche_taycanev,PC,0%,50% Germany,26% Poland,"Stuttgart,
Germanv"
2021_porsche_taycanev,PC,0%,54% Germany,23% Poland,"Stuttgart,
Germanv"
2021_porsche_taycanev,PC,0%,56% Germany,20% Poland,"Stuttgart,
Germanv"
2021_rollsroyce_phantom,PC,5%,60% G,15% UK,UK
2021_rollsroyce_ghost,PC,5%,60% G,15% UK,UK
2021_rollsroyce_wraith,PC,5%,60% G,15% UK,UK
2021_rollsroyce_dawn,PC,5%,60% G,15% UK,UK
2021_rollsroyce_cullinan,MPV,5%,60% G,15% UK,UK
2021_subaru_ascent,MPV,50%,30% J,,US
2021_subaru_forester,MPV,0%,85% J,,J
2021_subaru_impreza,PC,45%,40% J,,US
2021_subaru_impreza,PC,45%,35% J,,US
2021_subaru_legacy,PC,50%,35% J,,US
2021_subaru_outback,MPV,50%,35% J,,US
2021_subaru_wrx,PC,0%,90% J,,J
2021_subaru_crosstrek,MPV,0%,85% J,,J
2021_subaru_crosstrekhybrid,MPV,0%,90% J,,J
2021_tesla_modelsev,PC,60%,20% MX,,"Fremont, CA"
2021_tesla_modelxev,MPV,55%,20% MX,,"Fremont, CA"
2021_tesla_model3ev,PC,65%,15% MX,,"Fremont, CA"
2021_tesla_model3ev,PC,65%,15% MX,,"Fremont, CA"
2021_tesla_model3ev,PC,65%,15% MX,,"Fremont, CA"
2021_tesla_modelyev,MPV,60%,"20%
Mexico ",,"Fremont, CA"
2021_lexus_gx,MPV,0%,100% J,,J
2021_lexus_es,PC,55%,20% J,,US
2021_lexus_es,PC,40%,35% J,,US
2021_lexus_is,PC,5%,95% J,,J
2021_lexus_lc,PC,0%,100% J,,J
2021_lexus_lc,PC,0%,100% J,,J
2021_lexus_lchybrid,PC,0%,100% J,,J
2021_lexus_ls,PC,0%,100% J,,J
2021_lexus_lshybrid,PC,0%,100% J,,J
2021_lexus_lx,PC,0%,100% J,,J
2021_lexus_nx,MPV,5%,95% J,,J
2021_lexus_nxhybrid,MPV,5%,95% J,,J
2021_lexus_ux,MPV,0%,100% J,,J
2021_lexus_uxhybrid,MPV,5%,95% J,,J
2021_lexus_rx,MPV,45%,30% J,,CAN
2021_lexus_rx,MPV,0%,100% J,,J
2021_lexus_rxhybrid,MPV,30%,55% J,,CAN
2021_lexus_rxhybrid,MPV,0%,100% J,,J
2021_lexus_rc,PC,0%,100% J,,J
2021_lexus_rcf,PC,0%,100% J,,J
2021_toyota_miraihybrid,PC,0%,100% J,,J
2021_toyota_4runner,MPV,0%,100% J,,J
2021_toyota_avalon,PC,55%,15% J,,US
2021_toyota_avalonhybrid,PC,45%,30% J,,US
2021_toyota_camry,PC,55%,20% J,,US
2021_toyota_chr,PC,0%,69% J,,J
2021_toyota_camryhybrid,PC,45%,30% J,,US
2021_toyota_corollahybrid,PC,0%,100% J,,J
2021_toyota_corolla,PC,30%,55% J,,J
2021_toyota_highlander,MPV,55%,15% J,,US
2021_toyota_highlanderhybrid,MPV,45%,40% J,,US
2021_toyota_landcruiser,MPV,0%,100% J,,J
2021_toyota_priushybrid,PC,0%,100% J,,J
2021_toyota_priusprimehybrid,PC,0%,100% J,,J
2021_toyota_rav4,PC,60%,10% J,,CN
2021_toyota_rav4hybrid,PC,35%,45% J,,CN
2021_toyota_rav4hybrid,PC,0%,100% J,,J
2021_toyota_sequoia,MPV,55%,20% J,,US
2021_toyota_siennahybrid,MPV,45%,25% J,,US
2021_toyota_tacoma,Truck,55%,20% J,,US
2021_toyota_tundra,Truck,65%,10% J,,US
2021_toyota_venzahybrid,PC,0%,100% J,,J
2021_volkswagen_arteon,PC,1%,46% G,,G
2021_volkswagen_arteon,PC,1%,45% G,,G
2021_volkswagen_atlas,MPV,48%,38% M,,USA
2021_volkswagen_atlas,MPV,47%,36% M, ,USA
2021_volkswagen_atlas,MPV,47%,23% M,17% G,USA
2021_volkswagen_atlas,MPV,46%,23% M,16% G,USA
2021_volkswagen_atlascrosssport,MPV,44%,40% M, ,USA
2021_volkswagen_atlascrosssport,MPV,42%,38% M, ,USA
2021_volkswagen_atlascrosssport,MPV,44%,24% M,16% G,USA
2021_volkswagen_atlascrosssport,MPV,44%,24% M,16% G,USA
2021_volkswagen_golf,PC,10%,31% M,18% BR,M
2021_volkswagen_golf,PC,9%,30% M,18% BR,M
2021_volkswagen_gti,PC,8%,37% M,19% G,M
